Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,Span,Work Order  Qty,Part Desc.,Worker ID,Report Type,Qty Completed,Qty Rejected,Qty for MRB,Rework,Duration,total_duration,num_activities,unique_resources,concurrent_cases,time_proximity
Case 263,Flat Grinding - Machine 11,Machine 11 - Grinding,2012-01-05 11:46:00,2012-01-05 12:27:00,000:41,18,Compound Dies,ID0998,D,18,0,0,,41.0,2702.0,22,7,12,61854.13826508146
Case 263,Nitration Q.C.,Quality Check 1,2012-01-16 13:20:00,2012-01-16 15:00:00,001:40,18,Compound Dies,ID4287,D,18,0,0,,100.0,2702.0,22,7,13,48662.913455186084
Case 263,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-01-17 11:58:00,2012-01-17 12:11:00,000:13,18,Compound Dies,ID0998,D,18,0,0,,13.0,2702.0,22,7,13,47684.40819022457
Case 263,Lapping - Machine 1,Machine 1 - Lapping,2012-01-17 12:47:00,2012-01-17 13:27:00,000:40,18,Compound Dies,ID0998,D,18,0,0,,40.0,2702.0,22,7,17,47660.60052851795
Case 263,Round Grinding - Manual,Machine 27 - Grinding,2012-01-18 08:09:00,2012-01-18 09:11:00,001:02,18,Compound Dies,ID4872,S,0,0,0,,62.0,2702.0,22,7,21,46852.5510788199
Case 263,Round Grinding - Manual,Machine 27 - Grinding,2012-01-18 09:00:00,2012-01-18 10:15:00,000:00,18,Compound Dies,ID4287,D,0,0,0,,75.0,2702.0,22,7,17,46849.197620621286
Case 263,Final Inspection Q.C.,Quality Check 1,2012-01-18 09:00:00,2012-01-18 12:50:00,001:21,18,Compound Dies,ID4287,D,0,0,0,,230.0,2702.0,22,7,24,46859.5121198766
Case 263,Final Inspection Q.C.,Quality Check 1,2012-01-18 09:00:00,2012-01-18 09:00:00,003:50,18,Compound Dies,ID4287,D,0,0,0,,0.0,2702.0,22,7,10,46849.197620621286
Case 263,Round Grinding - Manual,Machine 27 - Grinding,2012-01-18 09:12:00,2012-01-18 15:45:00,006:33,18,Compound Dies,ID4872,D,18,0,0,,393.0,2702.0,22,7,27,46810.214002642
Case 263,Final Inspection Q.C.,Quality Check 1,2012-01-19 10:57:00,2012-01-19 15:36:00,004:39,18,Compound Dies,ID4287,D,0,0,0,,279.0,2702.0,22,7,24,45795.24724790841
Case 263,Final Inspection Q.C.,Quality Check 1,2012-01-22 07:26:00,2012-01-22 07:57:00,000:31,18,Compound Dies,ID4287,D,18,0,0,,31.0,2702.0,22,7,7,43228.86569793043
Case 263,Packing,Packing,2012-01-23 00:00:00,2012-01-23 01:00:00,000:00,18,Compound Dies,ID4291,D,0,0,0,,60.0,2702.0,22,7,12,42671.714852357865
Case 263,Packing,Packing,2012-01-23 00:00:00,2012-01-23 01:00:00,000:00,18,Compound Dies,ID4291,D,18,0,0,,60.0,2702.0,22,7,12,42671.714852357865
Case 264,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2012-03-26 08:38:00,2012-03-26 15:28:00,006:50,132,Bearing,ID4718,S,2,0,0,,410.0,2835.0,14,3,30,55212.61822985469
Case 264,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2012-03-26 15:28:00,2012-03-26 16:01:00,000:33,132,Bearing,ID4718,D,2,0,0,,33.0,2835.0,14,3,16,55566.86437692646
Case 264,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2012-03-26 15:42:00,2012-03-26 17:52:00,002:10,132,Bearing,ID4529,D,4,0,0,,130.0,2835.0,14,3,18,55591.268883505836
Case 264,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2012-03-26 20:21:00,2012-03-27 06:34:00,010:13,132,Bearing,ID4794,D,32,0,0,,613.0,2835.0,14,3,22,55834.7586434706
Case 264,Turning & Milling Q.C.,Quality Check 1,2012-03-27 07:09:00,2012-03-27 07:26:00,000:17,132,Bearing,ID4618,D,0,0,0,,17.0,2835.0,14,3,10,56392.8760457948
Case 264,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2012-03-27 08:04:00,2012-03-27 15:56:00,007:52,132,Bearing,ID4167,D,28,0,0,,472.0,2835.0,14,3,36,56441.65785997358
Case 264,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2012-03-27 17:36:00,2012-03-27 18:30:00,000:54,132,Bearing,ID4429,D,5,0,0,,54.0,2835.0,14,3,13,56954.34698370762
Case 264,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2012-03-27 20:09:00,2012-03-28 06:42:00,010:33,132,Bearing,ID4794,D,30,0,0,,633.0,2835.0,14,3,26,57092.54711580801
Case 264,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2012-03-28 07:00:00,2012-03-28 07:27:00,000:27,132,Bearing,ID4718,D,2,0,0,,27.0,2835.0,14,3,12,57723.19453624146
Case 264,Turning & Milling Q.C.,Quality Check 1,2012-03-28 07:05:00,2012-03-28 07:31:00,000:26,132,Bearing,ID4618,D,0,0,0,,26.0,2835.0,14,3,12,57702.35102400352
Case 264,Turning & Milling Q.C.,Quality Check 1,2012-03-28 07:41:00,2012-03-28 07:48:00,000:07,132,Bearing,ID4618,D,59,0,0,,7.0,2835.0,14,3,9,57722.69682959049
Case 264,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2012-03-28 07:50:00,2012-03-28 12:05:00,004:15,132,Bearing,ID4167,D,16,0,0,,255.0,2835.0,14,3,32,57743.680687073334
Case 264,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-03-28 08:20:00,2012-03-28 10:39:00,002:19,132,Bearing,ID0998,D,59,0,0,,139.0,2835.0,14,3,27,57758.58300308234
Case 264,Turning & Milling Q.C.,Quality Check 1,2012-03-29 12:24:00,2012-03-29 12:43:00,000:19,132,Bearing,ID4618,D,0,5,0,,19.0,2835.0,14,3,16,59360.912133891215
Case 265,Turning - Machine 8,Machine 15 - Turning,2012-01-04 10:52:00,2012-01-04 15:59:00,005:07,9,O-Ring,ID0997,S,0,0,0,,307.0,2015.0,16,7,23,63265.24438573316
Case 265,Turning - Machine 8,Machine 15 - Turning,2012-01-05 07:34:00,2012-01-05 08:26:00,000:52,9,O-Ring,ID0997,D,9,0,0,,52.0,2015.0,16,7,13,62089.81726111845
Case 265,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,2012-01-09 07:04:00,2012-01-09 10:49:00,003:45,9,O-Ring,ID0997,S,0,0,0,,225.0,2015.0,16,7,26,56903.228363796516
Case 265,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,2012-01-09 09:49:00,2012-01-09 10:29:00,000:40,9,O-Ring,ID0997,S,0,0,0,,40.0,2015.0,16,7,14,56747.6523557904
Case 265,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,2012-01-09 10:27:00,2012-01-09 11:21:00,000:54,9,O-Ring,ID0997,D,9,0,0,,54.0,2015.0,16,7,18,56714.82276530163
Case 265,Turning & Milling Q.C.,Quality Check 1,2012-01-09 11:35:00,2012-01-09 12:50:00,000:00,9,O-Ring,ID4618,D,9,0,0,,75.0,2015.0,16,7,13,56656.23271686482
Case 265,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-01-16 08:12:00,2012-01-16 08:28:00,000:16,9,O-Ring,ID0998,D,9,0,0,,16.0,2015.0,16,7,9,48876.279172170856
Case 265,Lapping - Machine 1,Machine 1 - Lapping,2012-01-16 08:28:00,2012-01-16 09:37:00,001:09,9,O-Ring,ID0998,D,9,0,0,,69.0,2015.0,16,7,12,48864.58740642889
Case 265,Round Grinding - Manual,Machine 27 - Grinding,2012-01-16 13:37:00,2012-01-16 14:54:00,001:17,9,O-Ring,ID4872,S,0,0,0,,77.0,2015.0,16,7,12,48639.88177014531
Case 265,Round Grinding - Manual,Machine 27 - Grinding,2012-01-16 14:54:00,2012-01-16 15:53:00,000:59,9,O-Ring,ID4872,D,1,0,0,,59.0,2015.0,16,7,13,48584.1774548657
Case 265,Round Grinding - Manual,Machine 27 - Grinding,2012-01-17 06:50:00,2012-01-17 07:18:00,000:28,9,O-Ring,ID4872,D,0,0,0,,28.0,2015.0,16,7,6,47901.41127256715
Case 265,Round Grinding - Manual,Machine 27 - Grinding,2012-01-17 07:22:00,2012-01-17 11:10:00,003:48,9,O-Ring,ID4872,D,8,0,0,,228.0,2015.0,16,7,21,47878.72699251431
Case 265,Final Inspection Q.C.,Quality Check 1,2012-01-17 13:00:00,2012-01-17 18:03:00,005:03,9,O-Ring,ID4618,D,0,0,0,,303.0,2015.0,16,7,27,47662.066519823784
Case 265,Final Inspection Q.C.,Quality Check 1,2012-01-18 10:20:00,2012-01-18 16:07:00,005:47,9,O-Ring,ID4618,D,0,0,0,,347.0,2015.0,16,7,26,46764.7155438133
Case 265,Packing,Packing,2012-01-19 00:00:00,2012-01-19 01:00:00,000:00,9,O-Ring,ID4291,D,8,0,0,,60.0,2015.0,16,7,9,46232.74917419071
Case 265,Final Inspection Q.C.,Quality Check 1,2012-01-19 10:46:00,2012-01-19 12:01:00,000:00,9,O-Ring,ID4618,D,8,0,0,,75.0,2015.0,16,7,20,45802.29722589168
Case 266,Turning & Milling Q.C.,Quality Check 1,2012-01-04 07:00:00,2012-01-04 08:40:00,001:40,153,Cable Head,ID4163,D,0,0,0,,100.0,13345.0,71,8,12,63515.55859030837
Case 266,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-04 14:15:00,2012-01-04 16:09:00,001:54,153,Cable Head,ID4429,S,0,0,0,,114.0,13345.0,71,8,15,63071.773888154996
Case 266,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-04 19:54:00,2012-01-05 06:45:00,010:51,153,Cable Head,ID4932,D,117,0,0,,651.0,13345.0,71,8,14,62750.06913254073
Case 266,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-05 07:06:00,2012-01-05 14:17:00,007:11,153,Cable Head,ID4429,D,36,0,0,,431.0,13345.0,71,8,28,62116.097313958606
Case 266,Turning & Milling Q.C.,Quality Check 1,2012-01-05 14:00:00,2012-01-05 16:10:00,002:10,153,Cable Head,ID4163,S,0,0,0,,130.0,13345.0,71,8,18,61729.34566270365
Case 266,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-05 14:22:00,2012-01-05 17:37:00,003:15,153,Cable Head,ID4429,S,1,0,0,,195.0,13345.0,71,8,21,61722.47368421053
Case 266,Turning & Milling Q.C.,Quality Check 1,2012-01-05 17:00:00,2012-01-05 17:35:00,000:35,153,Cable Head,ID4287,D,153,0,0,,35.0,13345.0,71,8,10,61589.333259911895
Case 266,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-05 19:51:00,2012-01-05 20:50:00,000:59,153,Cable Head,ID4932,S,0,0,0,,59.0,13345.0,71,8,7,61403.99317481286
Case 266,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-05 20:51:00,2012-01-06 06:41:00,009:50,153,Cable Head,ID4932,D,33,0,0,,590.0,13345.0,71,8,14,61348.550198150595
Case 266,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-06 07:21:00,2012-01-06 12:39:00,005:18,153,Cable Head,ID4429,D,20,0,0,,318.0,13345.0,71,8,19,60768.678335535005
Case 266,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-06 13:00:00,2012-01-07 07:00:00,018:00,153,Cable Head,ID4529,D,0,0,0,,1080.0,13345.0,71,8,5,60472.35234529839
Case 266,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-07 07:00:00,2012-01-07 23:30:00,016:30,153,Cable Head,ID4529,D,0,0,0,,990.0,13345.0,71,8,3,59489.388240475666
Case 266,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-07 23:36:00,2012-01-08 06:35:00,006:59,153,Cable Head,ID4641,D,36,0,0,,419.0,13345.0,71,8,6,58570.89960369882
Case 266,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-08 07:06:00,2012-01-08 08:39:00,001:33,153,Cable Head,ID4932,D,0,0,0,,93.0,13345.0,71,8,10,58162.76398062528
Case 266,Turning & Milling Q.C.,Quality Check 1,2012-01-08 09:00:00,2012-01-08 12:50:00,003:50,153,Cable Head,ID4163,D,131,0,0,,230.0,13345.0,71,8,22,58085.44317180617
Case 266,Turning & Milling Q.C.,Quality Check 1,2012-01-08 13:20:00,2012-01-08 13:40:00,000:20,153,Cable Head,ID4163,D,0,1,0,,20.0,13345.0,71,8,14,57839.46619687294
Case 266,Turning & Milling Q.C.,Quality Check 1,2012-01-08 13:40:00,2012-01-08 14:00:00,000:20,153,Cable Head,ID4163,D,0,3,0,,20.0,13345.0,71,8,12,57808.87714663144
Case 266,Turning & Milling Q.C.,Quality Check 1,2012-01-08 14:00:00,2012-01-08 14:20:00,000:20,153,Cable Head,ID4163,D,0,6,0,,20.0,13345.0,71,8,13,57803.760625412906
Case 266,Turning & Milling Q.C.,Quality Check 1,2012-01-08 14:20:00,2012-01-08 14:40:00,000:20,153,Cable Head,ID4163,D,0,6,0,,20.0,13345.0,71,8,13,57773.21708498459
Case 266,Turning & Milling Q.C.,Quality Check 1,2012-01-08 14:40:00,2012-01-08 15:00:00,000:20,153,Cable Head,ID4163,D,0,5,0,,20.0,13345.0,71,8,14,57755.41435490973
Case 266,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-08 19:42:00,2012-01-09 11:35:00,015:53,153,Cable Head,ID4429,D,63,0,0,,953.0,13345.0,71,8,54,57488.26199911933
Case 266,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-01-08 21:14:00,2012-01-08 23:17:00,002:03,153,Cable Head,ID4445,D,131,0,0,,123.0,13345.0,71,8,9,57407.284896521356
Case 266,Lapping - Machine 1,Machine 1 - Lapping,2012-01-31 12:08:00,2012-01-31 17:02:00,004:54,153,Cable Head,ID0998,D,24,0,0,,294.0,13345.0,71,8,22,36635.36988110965
Case 266,Lapping - Machine 1,Machine 1 - Lapping,2012-02-01 13:52:00,2012-02-01 17:07:00,003:15,153,Cable Head,ID0998,D,29,0,0,,195.0,13345.0,71,8,30,36051.55120017617
Case 266,Lapping - Machine 1,Machine 1 - Lapping,2012-02-01 16:04:00,2012-02-01 17:19:00,000:00,153,Cable Head,ID4882,D,8,0,0,,75.0,13345.0,71,8,15,35995.51387054161
Case 266,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-02 21:09:00,2012-02-02 23:35:00,002:26,153,Cable Head,ID4385,S,0,0,0,,146.0,13345.0,71,8,9,35393.96059004844
Case 266,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-02 23:36:00,2012-02-03 06:56:00,007:20,153,Cable Head,ID4385,D,24,0,0,,440.0,13345.0,71,8,15,35345.749449581686
Case 266,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-03 07:04:00,2012-02-03 09:51:00,002:47,153,Cable Head,ID4355,D,8,0,0,,167.0,13345.0,71,8,12,35200.19198590929
Case 266,Lapping - Machine 1,Machine 1 - Lapping,2012-02-03 09:36:00,2012-02-03 13:00:00,003:24,153,Cable Head,ID0998,D,20,0,0,,204.0,13345.0,71,8,15,35151.45046235139
Case 266,Lapping - Machine 1,Machine 1 - Lapping,2012-02-05 00:00:00,2012-02-05 01:15:00,000:00,153,Cable Head,ID4882,D,0,0,0,,75.0,13345.0,71,8,10,34465.84832451499
Case 266,Final Inspection Q.C.,Quality Check 1,2012-02-05 14:00:00,2012-02-05 16:10:00,002:10,153,Cable Head,ID4163,D,0,0,0,,130.0,13345.0,71,8,20,34168.425897379435
Case 266,Final Inspection Q.C.,Quality Check 1,2012-02-06 07:00:00,2012-02-06 08:40:00,001:40,153,Cable Head,ID4163,D,0,0,0,,100.0,13345.0,71,8,19,33885.92156862745
Case 266,Final Inspection Q.C.,Quality Check 1,2012-02-06 09:00:00,2012-02-06 11:00:00,002:00,153,Cable Head,ID4163,D,0,0,0,,120.0,13345.0,71,8,19,33837.41290464655
Case 266,Lapping - Machine 1,Machine 1 - Lapping,2012-02-08 09:28:00,2012-02-08 09:57:00,000:29,153,Cable Head,ID0998,D,0,0,0,,29.0,13345.0,71,8,13,33110.20347940982
Case 266,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-02-09 20:01:00,2012-02-09 22:29:00,002:28,153,Cable Head,ID4445,S,1,0,0,,148.0,13345.0,71,8,11,32686.25737560546
Case 266,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-02-09 22:29:00,2012-02-10 06:52:00,008:23,153,Cable Head,ID4445,D,26,0,0,,503.0,13345.0,71,8,15,32659.64795244386
Case 266,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-02-10 06:50:00,2012-02-10 12:45:00,005:55,153,Cable Head,ID0420,D,12,0,0,,355.0,13345.0,71,8,28,32584.996475770928
Case 266,Lapping - Machine 1,Machine 1 - Lapping,2012-02-10 09:43:00,2012-02-10 12:30:00,002:47,153,Cable Head,ID4882,D,48,0,0,,167.0,13345.0,71,8,19,32540.889255834434
Case 266,Turning & Milling Q.C.,Quality Check 1,2012-02-10 12:00:00,2012-02-10 12:45:00,000:45,153,Cable Head,ID4163,D,0,0,0,,45.0,13345.0,71,8,10,32525.127945386477
Case 266,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-12 17:22:00,2012-02-12 19:48:00,002:26,153,Cable Head,ID4385,S,1,0,0,,146.0,13345.0,71,8,8,32003.48128577719
Case 266,Lapping - Machine 1,Machine 1 - Lapping,2012-02-12 17:42:00,2012-02-12 18:57:00,000:00,153,Cable Head,ID4882,D,2,0,0,,75.0,13345.0,71,8,7,32007.670557146004
Case 266,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-12 20:00:00,2012-02-13 06:50:00,010:50,153,Cable Head,ID0420,D,30,0,0,,650.0,13345.0,71,8,21,31988.071349922924
Case 266,Turning & Milling Q.C.,Quality Check 1,2012-02-12 20:03:00,2012-02-12 20:08:00,024:05,153,Cable Head,ID0420,D,0,0,0,,5.0,13345.0,71,8,6,31980.60656098635
Case 266,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-13 06:54:00,2012-02-13 15:47:00,008:53,153,Cable Head,ID4445,D,29,0,0,,533.0,13345.0,71,8,40,31892.23161602818
Case 266,Final Inspection Q.C.,Quality Check 1,2012-02-13 12:20:00,2012-02-13 12:50:00,000:30,153,Cable Head,ID4163,D,32,0,0,,30.0,13345.0,71,8,13,31858.738603831753
Case 266,Final Inspection Q.C.,Quality Check 1,2012-02-14 07:00:00,2012-02-14 08:40:00,001:40,153,Cable Head,ID4163,D,0,0,0,,100.0,13345.0,71,8,16,31750.857898215465
Case 266,Final Inspection Q.C.,Quality Check 1,2012-02-14 09:00:00,2012-02-14 12:50:00,003:50,153,Cable Head,ID4163,D,0,0,0,,230.0,13345.0,71,8,26,31725.325258753575
Case 266,Packing,Packing,2012-02-15 00:00:00,2012-02-15 01:00:00,000:00,153,Cable Head,ID4820,D,32,0,0,,60.0,13345.0,71,8,13,31686.439594356263
Case 266,Final Inspection Q.C.,Quality Check 1,2012-02-15 14:20:00,2012-02-15 18:03:00,003:43,153,Cable Head,ID4163,D,0,0,0,,223.0,13345.0,71,8,23,31594.97643690817
Case 266,Packing,Packing,2012-02-16 00:00:00,2012-02-16 01:00:00,000:00,153,Cable Head,ID4820,D,18,0,0,,60.0,13345.0,71,8,15,31593.174785100287
Case 266,Packing,Packing,2012-02-16 00:00:00,2012-02-16 01:00:00,000:00,153,Cable Head,ID4820,D,5,0,0,,60.0,13345.0,71,8,15,31593.174785100287
Case 266,Final Inspection Q.C.,Quality Check 1,2012-02-16 07:15:00,2012-02-16 08:40:00,001:25,153,Cable Head,ID4163,D,0,0,0,,85.0,13345.0,71,8,20,31553.8718061674
Case 266,Final Inspection Q.C.,Quality Check 1,2012-02-16 09:00:00,2012-02-16 11:45:00,002:45,153,Cable Head,ID4163,D,23,0,0,,165.0,13345.0,71,8,27,31543.314688394625
Case 266,Final Inspection Q.C.,Quality Check 1,2012-02-16 11:44:00,2012-02-16 12:59:00,000:00,153,Cable Head,ID4163,D,0,0,0,,75.0,13345.0,71,8,23,31538.459810614404
Case 266,Final Inspection Q.C.,Quality Check 1,2012-02-19 13:20:00,2012-02-19 14:07:00,000:47,153,Cable Head,ID4163,D,44,0,0,,47.0,13345.0,71,8,17,31555.777092511013
Case 266,Packing,Packing,2012-02-20 00:00:00,2012-02-20 01:00:00,000:00,153,Cable Head,ID4820,D,44,0,0,,60.0,13345.0,71,8,14,31591.993829881005
Case 266,Final Inspection Q.C.,Quality Check 1,2012-02-22 13:20:00,2012-02-22 14:20:00,001:00,153,Cable Head,ID4163,D,0,2,0,,60.0,13345.0,71,8,16,31865.394099515634
Case 266,Final Inspection Q.C.,Quality Check 1,2012-02-22 14:20:00,2012-02-22 14:50:00,000:30,153,Cable Head,ID4163,D,0,5,0,,30.0,13345.0,71,8,17,31872.937912813737
Case 266,Final Inspection Q.C.,Quality Check 1,2012-02-22 14:50:00,2012-02-22 15:10:00,000:20,153,Cable Head,ID4163,D,0,1,0,,20.0,13345.0,71,8,15,31883.76701167144
Case 266,Final Inspection Q.C.,Quality Check 1,2012-02-22 15:10:00,2012-02-22 15:30:00,000:20,153,Cable Head,ID4163,D,0,1,0,,20.0,13345.0,71,8,17,31879.31483927785
Case 266,Final Inspection Q.C.,Quality Check 1,2012-02-22 15:30:00,2012-02-22 15:50:00,000:20,153,Cable Head,ID4163,D,0,1,0,,20.0,13345.0,71,8,15,31881.907089387936
Case 266,Final Inspection Q.C.,Quality Check 1,2012-02-22 15:50:00,2012-02-22 16:10:00,000:20,153,Cable Head,ID4163,D,0,3,0,,20.0,13345.0,71,8,15,31884.518273888156
Case 266,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-03-05 20:24:00,2012-03-05 23:47:00,003:23,153,Cable Head,ID4872,D,0,0,0,,203.0,13345.0,71,8,11,36518.72435050639
Case 266,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-03-06 07:06:00,2012-03-06 09:23:00,002:17,153,Cable Head,ID4528,D,0,0,0,,137.0,13345.0,71,8,21,36771.64817261118
Case 266,Final Inspection Q.C.,Quality Check 1,2012-03-18 08:00:00,2012-03-18 08:40:00,000:40,153,Cable Head,ID4163,D,3,0,0,,40.0,13345.0,71,8,9,46251.51508478309
Case 266,Final Inspection Q.C.,Quality Check 1,2012-03-18 09:00:00,2012-03-18 11:00:00,002:00,153,Cable Head,ID4163,D,13,0,0,,120.0,13345.0,71,8,17,46281.673271686486
Case 266,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-03-18 11:24:00,2012-03-18 11:56:00,000:32,153,Cable Head,ID4528,D,0,0,0,,32.0,13345.0,71,8,13,46379.056362835756
Case 266,Packing,Packing,2012-03-19 00:00:00,2012-03-19 01:00:00,000:00,153,Cable Head,ID4820,D,16,0,0,,60.0,13345.0,71,8,11,46938.3644777435
Case 266,Final Inspection Q.C.,Quality Check 1,2012-03-19 08:00:00,2012-03-19 08:40:00,000:40,153,Cable Head,ID4163,D,3,0,0,,40.0,13345.0,71,8,15,47240.15282977318
Case 266,Packing,Packing,2012-03-21 00:00:00,2012-03-21 01:00:00,000:00,153,Cable Head,ID4820,D,3,0,0,,60.0,13345.0,71,8,17,49070.63459841129
Case 266,Turning & Milling Q.C.,Quality Check 1,2012-03-30 00:00:00,2012-03-30 01:15:00,000:00,153,Cable Head,ID4163,D,0,1,0,,75.0,13345.0,71,8,24,60223.66556218246
Case 267,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-01-05 12:14:00,2012-01-05 17:58:00,005:44,350,Punch Holder,ID4167,S,0,0,0,,344.0,21228.0,86,8,26,61828.04315279613
Case 267,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-01-05 20:21:00,2012-01-06 01:14:00,004:53,350,Punch Holder,ID4794,S,2,0,0,,293.0,21228.0,86,8,14,61389.72583131469
Case 267,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-01-06 01:15:00,2012-01-06 06:39:00,005:24,350,Punch Holder,ID4794,D,15,0,0,,324.0,21228.0,86,8,6,61118.65426117596
Case 267,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-01-06 07:34:00,2012-01-06 12:52:00,005:18,350,Punch Holder,ID4167,D,20,0,0,,318.0,21228.0,86,8,20,60756.76882430647
Case 267,Turning & Milling Q.C.,Quality Check 1,2012-01-06 07:39:00,2012-01-06 09:44:00,002:05,350,Punch Holder,ID4618,D,0,0,0,,125.0,21228.0,86,8,12,60752.190444738
Case 267,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-01-06 13:00:00,2012-01-07 07:00:00,018:00,350,Punch Holder,ID4529,D,30,0,0,,1080.0,21228.0,86,8,5,60472.35234529839
Case 267,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-01-07 07:00:00,2012-01-07 23:30:00,016:30,350,Punch Holder,ID4529,D,30,0,0,,990.0,21228.0,86,8,3,59489.388240475666
Case 267,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-01-07 23:37:00,2012-01-08 06:43:00,007:06,350,Punch Holder,ID4641,D,33,0,0,,426.0,21228.0,86,8,6,58569.991413474236
Case 267,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-01-08 07:00:00,2012-01-08 16:05:00,009:05,350,Punch Holder,ID4932,D,28,0,0,,545.0,21228.0,86,8,47,58193.81145374449
Case 267,Turning & Milling Q.C.,Quality Check 1,2012-01-08 07:50:00,2012-01-08 10:00:00,002:10,350,Punch Holder,ID4618,D,0,0,0,,130.0,21228.0,86,8,17,58135.80907289144
Case 267,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-01-08 16:00:00,2012-01-08 17:50:00,001:50,350,Punch Holder,ID4794,D,5,0,0,,110.0,21228.0,86,8,16,57684.38925583443
Case 267,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-01-08 20:00:00,2012-01-09 07:00:00,011:00,350,Punch Holder,ID4529,D,36,0,0,,660.0,21228.0,86,8,27,57497.64889867841
Case 267,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-01-09 06:49:00,2012-01-09 17:52:00,011:03,350,Punch Holder,ID4932,D,38,0,0,,663.0,21228.0,86,8,49,56903.77476882431
Case 267,Turning & Milling Q.C.,Quality Check 1,2012-01-09 08:04:00,2012-01-09 08:30:00,000:26,350,Punch Holder,ID4618,D,0,0,0,,26.0,21228.0,86,8,12,56838.609863496255
Case 267,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-01-09 20:30:00,2012-01-10 06:55:00,010:25,350,Punch Holder,ID4718,D,44,0,0,,625.0,21228.0,86,8,17,56198.41743725231
Case 267,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-01-10 01:00:00,2012-01-10 06:30:00,005:30,350,Punch Holder,ID4529,D,21,0,0,,330.0,21228.0,86,8,11,56005.717999559376
Case 267,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-01-10 07:02:00,2012-01-10 12:07:00,005:05,350,Punch Holder,ID4932,D,13,0,0,,305.0,21228.0,86,8,33,55662.25759577278
Case 267,Turning & Milling Q.C.,Quality Check 1,2012-01-10 07:09:00,2012-01-10 08:24:00,000:00,350,Punch Holder,ID4618,D,200,0,0,,75.0,21228.0,86,8,16,55656.35380889476
Case 267,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-01-10 12:08:00,2012-01-10 13:23:00,000:00,350,Punch Holder,ID4932,B,0,0,0,,75.0,21228.0,86,8,15,55406.161602818145
Case 267,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-01-10 12:45:00,2012-01-10 15:58:00,003:13,350,Punch Holder,ID4932,D,9,0,0,,193.0,21228.0,86,8,27,55375.39343901365
