Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,Work Order Qty,Part Desc.,Worker ID,Report Type,Qty Completed,Qty Rejected,Qty for MRB,Rework,Completion Time (minutes),case:concept:name,concept:name,time:timestamp
Case 230,Round Grinding - Machine 12,Machine 12 - Grinding,2012-02-22 16:38:00+00:00,2012-02-22 17:35:00+00:00,105,Spur Gear,ID4528,D,0,0,0,0,57.0,Case 230,Round Grinding - Machine 12,2012-02-22 16:38:00+00:00
Case 230,Round Grinding - Machine 19,Machine 19 - Grinding,2012-02-23 06:56:00+00:00,2012-02-23 09:46:00+00:00,105,Spur Gear,ID4160,D,31,0,0,0,170.0,Case 230,Round Grinding - Machine 19,2012-02-23 06:56:00+00:00
Case 230,Round Grinding - Machine 19,Machine 19 - Grinding,2012-02-23 09:50:00+00:00,2012-02-23 10:50:00+00:00,105,Spur Gear,ID4160,S,1,0,0,0,60.0,Case 230,Round Grinding - Machine 19,2012-02-23 09:50:00+00:00
Case 230,Round Grinding - Machine 19,Machine 19 - Grinding,2012-02-23 10:50:00+00:00,2012-02-23 16:00:00+00:00,105,Spur Gear,ID4160,D,48,0,0,0,310.0,Case 230,Round Grinding - Machine 19,2012-02-23 10:50:00+00:00
Case 230,Final Inspection Q.C.,Quality Check 1,2012-02-27 07:51:00+00:00,2012-02-27 11:06:00+00:00,105,Spur Gear,ID4618,D,0,0,0,0,195.0,Case 230,Final Inspection Q.C.,2012-02-27 07:51:00+00:00
Case 230,Final Inspection Q.C.,Quality Check 1,2012-02-27 14:16:00+00:00,2012-02-27 14:19:00+00:00,105,Spur Gear,ID4618,D,44,0,0,0,3.0,Case 230,Final Inspection Q.C.,2012-02-27 14:16:00+00:00
Case 230,Packing,Packing,2012-02-28 00:00:00+00:00,2012-02-28 01:00:00+00:00,105,Spur Gear,ID4820,D,44,0,0,0,60.0,Case 230,Packing,2012-02-28 00:00:00+00:00
Case 230,Fix - Machine 3,Machine 3 - Round Grinding,2012-02-28 13:19:00+00:00,2012-02-28 13:38:00+00:00,105,Spur Gear,ID4445,S,0,0,0,0,19.0,Case 230,Fix - Machine 3,2012-02-28 13:19:00+00:00
Case 230,Fix - Machine 3,Machine 3 - Round Grinding,2012-02-28 13:38:00+00:00,2012-02-28 15:53:00+00:00,105,Spur Gear,ID4445,D,0,0,0,0,135.0,Case 230,Fix - Machine 3,2012-02-28 13:38:00+00:00
Case 230,Final Inspection Q.C.,Quality Check 1,2012-02-28 16:45:00+00:00,2012-02-28 17:51:00+00:00,105,Spur Gear,ID4618,D,0,0,0,0,66.0,Case 230,Final Inspection Q.C.,2012-02-28 16:45:00+00:00
Case 230,Packing,Packing,2012-02-29 00:00:00+00:00,2012-02-29 01:00:00+00:00,105,Spur Gear,ID4820,D,60,0,0,0,60.0,Case 230,Packing,2012-02-29 00:00:00+00:00
Case 230,Final Inspection Q.C.,Quality Check 1,2012-02-29 09:20:00+00:00,2012-02-29 15:09:00+00:00,105,Spur Gear,ID4618,D,60,0,0,0,349.0,Case 230,Final Inspection Q.C.,2012-02-29 09:20:00+00:00
Case 231,Lapping - Machine 1,Machine 1 - Lapping,2012-01-12 12:25:00+00:00,2012-01-12 15:27:00+00:00,20,Cable Head,ID0998,D,19,0,0,0,182.0,Case 231,Lapping - Machine 1,2012-01-12 12:25:00+00:00
Case 231,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-01-15 10:52:00+00:00,2012-01-15 14:26:00+00:00,20,Cable Head,ID4355,S,1,0,0,0,214.0,Case 231,Round Grinding - Machine 2,2012-01-15 10:52:00+00:00
Case 231,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-01-15 14:27:00+00:00,2012-01-15 16:09:00+00:00,20,Cable Head,ID4355,D,2,0,0,0,102.0,Case 231,Round Grinding - Machine 2,2012-01-15 14:27:00+00:00
Case 231,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-01-15 16:18:00+00:00,2012-01-15 23:38:00+00:00,20,Cable Head,ID4385,D,10,0,0,0,440.0,Case 231,Round Grinding - Machine 2,2012-01-15 16:18:00+00:00
Case 231,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-01-15 23:34:00+00:00,2012-01-16 04:33:00+00:00,20,Cable Head,ID4528,D,6,0,0,0,299.0,Case 231,Round Grinding - Machine 2,2012-01-15 23:34:00+00:00
Case 231,Round Grinding - Q.C.,Quality Check 1,2012-01-18 09:42:00+00:00,2012-01-18 12:50:00+00:00,20,Cable Head,ID4163,D,0,0,0,0,188.0,Case 231,Round Grinding - Q.C.,2012-01-18 09:42:00+00:00
Case 231,Round Grinding - Q.C.,Quality Check 1,2012-01-18 13:20:00+00:00,2012-01-18 16:08:00+00:00,20,Cable Head,ID4163,D,0,0,0,0,168.0,Case 231,Round Grinding - Q.C.,2012-01-18 13:20:00+00:00
Case 231,Round Grinding - Q.C.,Quality Check 1,2012-01-19 09:00:00+00:00,2012-01-19 09:30:00+00:00,20,Cable Head,ID4163,D,2,0,0,0,30.0,Case 231,Round Grinding - Q.C.,2012-01-19 09:00:00+00:00
Case 231,Final Inspection Q.C.,Quality Check 1,2012-01-19 09:30:00+00:00,2012-01-19 10:00:00+00:00,20,Cable Head,ID4163,D,0,2,0,0,30.0,Case 231,Final Inspection Q.C.,2012-01-19 09:30:00+00:00
Case 231,Round Grinding - Q.C.,Quality Check 1,2012-01-19 13:20:00+00:00,2012-01-19 16:18:00+00:00,20,Cable Head,ID4163,D,17,0,0,0,178.0,Case 231,Round Grinding - Q.C.,2012-01-19 13:20:00+00:00
Case 231,Final Inspection Q.C.,Quality Check 1,2012-01-22 14:00:00+00:00,2012-01-22 15:10:00+00:00,20,Cable Head,ID4163,D,15,0,0,0,70.0,Case 231,Final Inspection Q.C.,2012-01-22 14:00:00+00:00
Case 231,Final Inspection Q.C.,Quality Check 1,2012-01-22 14:40:00+00:00,2012-01-22 15:49:00+00:00,20,Cable Head,ID4163,D,0,0,0,0,69.0,Case 231,Final Inspection Q.C.,2012-01-22 14:40:00+00:00
Case 231,Packing,Packing,2012-01-23 00:00:00+00:00,2012-01-23 01:00:00+00:00,20,Cable Head,ID4291,D,16,0,0,0,60.0,Case 231,Packing,2012-01-23 00:00:00+00:00
Case 231,Final Inspection Q.C.,Quality Check 1,2012-01-23 07:00:00+00:00,2012-01-23 07:30:00+00:00,20,Cable Head,ID4163,D,1,0,0,0,30.0,Case 231,Final Inspection Q.C.,2012-01-23 07:00:00+00:00
Case 231,Final Inspection Q.C.,Quality Check 1,2012-01-23 07:30:00+00:00,2012-01-23 08:10:00+00:00,20,Cable Head,ID4163,D,0,1,0,0,40.0,Case 231,Final Inspection Q.C.,2012-01-23 07:30:00+00:00
Case 232,Turning & Milling Q.C.,Quality Check 1,2012-01-03 07:01:00+00:00,2012-01-03 07:06:00+00:00,5,Cable Head,ID4493,D,4,1,0,0,5.0,Case 232,Turning & Milling Q.C.,2012-01-03 07:01:00+00:00
Case 232,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-03 07:04:00+00:00,2012-01-03 08:19:00+00:00,5,Cable Head,ID4429,D,3,0,0,0,75.0,Case 232,Turning & Milling - Machine 5,2012-01-03 07:04:00+00:00
Case 232,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-01-03 07:10:00+00:00,2012-01-03 08:25:00+00:00,5,Cable Head,ID4872,D,4,0,0,0,75.0,Case 232,Laser Marking - Machine 7,2012-01-03 07:10:00+00:00
Case 232,Lapping - Machine 1,Machine 1 - Lapping,2012-01-09 16:29:00+00:00,2012-01-09 17:14:00+00:00,5,Cable Head,ID4528,D,4,0,0,0,45.0,Case 232,Lapping - Machine 1,2012-01-09 16:29:00+00:00
Case 232,Round Grinding - Machine 12,Machine 12 - Grinding,2012-01-11 14:05:00+00:00,2012-01-11 15:05:00+00:00,5,Cable Head,ID4528,S,0,0,0,0,60.0,Case 232,Round Grinding - Machine 12,2012-01-11 14:05:00+00:00
Case 232,Round Grinding - Machine 12,Machine 12 - Grinding,2012-01-11 15:06:00+00:00,2012-01-11 17:43:00+00:00,5,Cable Head,ID4528,D,0,0,0,0,157.0,Case 232,Round Grinding - Machine 12,2012-01-11 15:06:00+00:00
Case 232,Round Grinding - Machine 12,Machine 12 - Grinding,2012-01-12 06:53:00+00:00,2012-01-12 12:34:00+00:00,5,Cable Head,ID4528,D,0,0,0,0,341.0,Case 232,Round Grinding - Machine 12,2012-01-12 06:53:00+00:00
Case 232,Lapping - Machine 1,Machine 1 - Lapping,2012-01-12 12:34:00+00:00,2012-01-12 12:53:00+00:00,5,Cable Head,ID4528,D,0,0,0,0,19.0,Case 232,Lapping - Machine 1,2012-01-12 12:34:00+00:00
Case 232,Round Grinding - Manual,Machine 27 - Grinding,2012-01-12 12:53:00+00:00,2012-01-12 13:59:00+00:00,5,Cable Head,ID4528,S,0,0,0,0,66.0,Case 232,Round Grinding - Manual,2012-01-12 12:53:00+00:00
Case 232,Round Grinding - Manual,Machine 27 - Grinding,2012-01-12 13:59:00+00:00,2012-01-12 15:43:00+00:00,5,Cable Head,ID4528,D,2,0,0,0,104.0,Case 232,Round Grinding - Manual,2012-01-12 13:59:00+00:00
Case 232,Round Grinding - Manual,Machine 27 - Grinding,2012-01-14 21:46:00+00:00,2012-01-14 23:54:00+00:00,5,Cable Head,ID4528,D,2,0,0,0,128.0,Case 232,Round Grinding - Manual,2012-01-14 21:46:00+00:00
Case 232,Round Grinding - Machine 12,Machine 12 - Grinding,2012-01-14 23:55:00+00:00,2012-01-15 00:25:00+00:00,5,Cable Head,ID4528,S,0,0,0,0,30.0,Case 232,Round Grinding - Machine 12,2012-01-14 23:55:00+00:00
Case 232,Round Grinding - Machine 12,Machine 12 - Grinding,2012-01-15 00:26:00+00:00,2012-01-15 06:40:00+00:00,5,Cable Head,ID4528,D,2,0,0,0,374.0,Case 232,Round Grinding - Machine 12,2012-01-15 00:26:00+00:00
Case 232,Round Grinding - Machine 12,Machine 12 - Grinding,2012-01-15 20:02:00+00:00,2012-01-15 23:32:00+00:00,5,Cable Head,ID4528,D,0,0,0,0,210.0,Case 232,Round Grinding - Machine 12,2012-01-15 20:02:00+00:00
Case 232,Round Grinding - Machine 12,Machine 12 - Grinding,2012-01-16 05:20:00+00:00,2012-01-16 06:55:00+00:00,5,Cable Head,ID4528,D,1,0,0,0,95.0,Case 232,Round Grinding - Machine 12,2012-01-16 05:20:00+00:00
Case 232,Round Grinding - Machine 12,Machine 12 - Grinding,2012-01-16 20:14:00+00:00,2012-01-16 23:50:00+00:00,5,Cable Head,ID4528,D,1,0,0,0,216.0,Case 232,Round Grinding - Machine 12,2012-01-16 20:14:00+00:00
Case 232,Final Inspection Q.C.,Quality Check 1,2012-01-17 13:00:00+00:00,2012-01-17 17:00:00+00:00,5,Cable Head,ID4493,D,0,1,0,0,240.0,Case 232,Final Inspection Q.C.,2012-01-17 13:00:00+00:00
Case 232,Packing,Packing,2012-01-18 00:00:00+00:00,2012-01-18 01:00:00+00:00,5,Cable Head,ID4820,D,3,0,0,0,60.0,Case 232,Packing,2012-01-18 00:00:00+00:00
Case 232,Final Inspection Q.C.,Quality Check 1,2012-01-18 12:08:00+00:00,2012-01-18 12:09:00+00:00,5,Cable Head,ID4493,D,3,0,0,0,1.0,Case 232,Final Inspection Q.C.,2012-01-18 12:08:00+00:00
Case 233,Turn & Mill. & Screw Assem - Machine 9,Machine 9 - Turning & Milling,2012-01-03 11:00:00+00:00,2012-01-03 16:00:00+00:00,24,Ballnut,ID4641,D,0,0,0,0,300.0,Case 233,Turn & Mill. & Screw Assem - Machine 9,2012-01-03 11:00:00+00:00
Case 233,Turn & Mill. & Screw Assem - Machine 9,Machine 9 - Turning & Milling,2012-01-03 15:55:00+00:00,2012-01-03 20:24:00+00:00,24,Ballnut,ID3846,S,2,0,0,0,269.0,Case 233,Turn & Mill. & Screw Assem - Machine 9,2012-01-03 15:55:00+00:00
Case 233,Turn & Mill. & Screw Assem - Machine 9,Machine 9 - Turning & Milling,2012-01-03 20:25:00+00:00,2012-01-03 23:41:00+00:00,24,Ballnut,ID3846,D,7,0,0,0,196.0,Case 233,Turn & Mill. & Screw Assem - Machine 9,2012-01-03 20:25:00+00:00
Case 233,Turn & Mill. & Screw Assem - Machine 9,Machine 9 - Turning & Milling,2012-01-04 00:04:00+00:00,2012-01-04 04:34:00+00:00,24,Ballnut,ID4932,D,9,0,0,0,270.0,Case 233,Turn & Mill. & Screw Assem - Machine 9,2012-01-04 00:04:00+00:00
Case 233,Turning & Milling Q.C.,Quality Check 1,2012-01-04 14:30:00+00:00,2012-01-04 17:04:00+00:00,24,Ballnut,ID4287,D,15,2,0,0,154.0,Case 233,Turning & Milling Q.C.,2012-01-04 14:30:00+00:00
Case 233,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-01-05 11:23:00+00:00,2012-01-05 11:45:00+00:00,24,Ballnut,ID0998,D,15,0,0,0,22.0,Case 233,Laser Marking - Machine 7,2012-01-05 11:23:00+00:00
Case 233,Flat Grinding - Machine 11,Machine 11 - Grinding,2012-01-05 12:28:00+00:00,2012-01-05 14:51:00+00:00,24,Ballnut,ID0998,D,15,0,0,0,143.0,Case 233,Flat Grinding - Machine 11,2012-01-05 12:28:00+00:00
Case 233,Turn & Mill. & Screw Assem - Machine 9,Machine 9 - Turning & Milling,2012-01-08 03:13:00+00:00,2012-01-08 05:58:00+00:00,24,Ballnut,ID4641,S,1,0,0,0,165.0,Case 233,Turn & Mill. & Screw Assem - Machine 9,2012-01-08 03:13:00+00:00
Case 233,Turn & Mill. & Screw Assem - Machine 9,Machine 9 - Turning & Milling,2012-01-08 05:59:00+00:00,2012-01-08 06:36:00+00:00,24,Ballnut,ID4641,D,2,0,0,0,37.0,Case 233,Turn & Mill. & Screw Assem - Machine 9,2012-01-08 05:59:00+00:00
Case 233,Turning & Milling Q.C.,Quality Check 1,2012-01-08 07:00:00+00:00,2012-01-08 08:00:00+00:00,24,Ballnut,ID4287,D,0,0,0,0,60.0,Case 233,Turning & Milling Q.C.,2012-01-08 07:00:00+00:00
Case 233,Turn & Mill. & Screw Assem - Machine 9,Machine 9 - Turning & Milling,2012-01-08 09:03:00+00:00,2012-01-08 10:34:00+00:00,24,Ballnut,ID3846,D,3,0,0,0,91.0,Case 233,Turn & Mill. & Screw Assem - Machine 9,2012-01-08 09:03:00+00:00
Case 233,Turning & Milling Q.C.,Quality Check 1,2012-01-08 12:20:00+00:00,2012-01-08 14:01:00+00:00,24,Ballnut,ID4287,D,6,0,0,0,101.0,Case 233,Turning & Milling Q.C.,2012-01-08 12:20:00+00:00
Case 233,Turning & Milling Q.C.,Quality Check 1,2012-01-09 07:00:00+00:00,2012-01-09 07:37:00+00:00,24,Ballnut,ID4287,D,1,0,0,0,37.0,Case 233,Turning & Milling Q.C.,2012-01-09 07:00:00+00:00
Case 233,Turning Rework - Machine 21,Machine 21 - Turning,2012-01-09 07:00:00+00:00,2012-01-09 08:00:00+00:00,24,Ballnut,ID4442,D,2,0,0,0,60.0,Case 233,Turning Rework - Machine 21,2012-01-09 07:00:00+00:00
Case 233,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-01-09 10:46:00+00:00,2012-01-09 10:50:00+00:00,24,Ballnut,ID0998,D,7,0,0,0,4.0,Case 233,Laser Marking - Machine 7,2012-01-09 10:46:00+00:00
Case 233,Flat Grinding - Machine 11,Machine 11 - Grinding,2012-01-09 10:51:00+00:00,2012-01-09 11:13:00+00:00,24,Ballnut,ID0998,D,7,0,0,0,22.0,Case 233,Flat Grinding - Machine 11,2012-01-09 10:51:00+00:00
Case 233,Turning & Milling Q.C.,Quality Check 1,2012-01-10 08:09:00+00:00,2012-01-10 08:40:00+00:00,24,Ballnut,ID4287,D,0,0,0,0,31.0,Case 233,Turning & Milling Q.C.,2012-01-10 08:09:00+00:00
Case 233,Lapping - Machine 1,Machine 1 - Lapping,2012-01-10 10:12:00+00:00,2012-01-10 10:37:00+00:00,24,Ballnut,ID0998,D,22,0,0,0,25.0,Case 233,Lapping - Machine 1,2012-01-10 10:12:00+00:00
Case 233,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-01-10 16:04:00+00:00,2012-01-10 17:45:00+00:00,24,Ballnut,ID4355,S,0,0,0,0,101.0,Case 233,Round Grinding - Machine 2,2012-01-10 16:04:00+00:00
Case 233,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-01-10 20:06:00+00:00,2012-01-10 20:51:00+00:00,24,Ballnut,ID4355,S,1,0,0,0,45.0,Case 233,Round Grinding - Machine 2,2012-01-10 20:06:00+00:00
Case 233,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-01-10 20:52:00+00:00,2012-01-10 23:39:00+00:00,24,Ballnut,ID4355,D,9,0,0,0,167.0,Case 233,Round Grinding - Machine 2,2012-01-10 20:52:00+00:00
Case 233,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-01-11 00:12:00+00:00,2012-01-11 04:04:00+00:00,24,Ballnut,ID4445,D,12,0,0,0,232.0,Case 233,Round Grinding - Machine 2,2012-01-11 00:12:00+00:00
Case 233,Final Inspection Q.C.,Quality Check 1,2012-01-11 07:00:00+00:00,2012-01-11 10:00:00+00:00,24,Ballnut,ID4287,D,0,0,0,0,180.0,Case 233,Final Inspection Q.C.,2012-01-11 07:00:00+00:00
Case 233,Final Inspection Q.C.,Quality Check 1,2012-01-11 13:24:00+00:00,2012-01-11 15:00:00+00:00,24,Ballnut,ID4287,D,0,0,0,0,96.0,Case 233,Final Inspection Q.C.,2012-01-11 13:24:00+00:00
Case 233,Packing,Packing,2012-01-15 00:00:00+00:00,2012-01-15 01:00:00+00:00,24,Ballnut,ID4820,D,22,0,0,0,60.0,Case 233,Packing,2012-01-15 00:00:00+00:00
Case 233,Final Inspection Q.C.,Quality Check 1,2012-01-15 06:52:00+00:00,2012-01-15 07:13:00+00:00,24,Ballnut,ID4287,D,22,0,0,0,21.0,Case 233,Final Inspection Q.C.,2012-01-15 06:52:00+00:00
Case 234,Turning Q.C.,Quality Check 1,2012-01-30 14:30:00+00:00,2012-01-30 15:19:00+00:00,60,Shim,ID4287,D,0,0,0,0,49.0,Case 234,Turning Q.C.,2012-01-30 14:30:00+00:00
Case 234,Turning Q.C.,Quality Check 1,2012-02-01 00:00:00+00:00,2012-02-01 01:15:00+00:00,60,Shim,ID4287,D,59,1,0,0,75.0,Case 234,Turning Q.C.,2012-02-01 00:00:00+00:00
Case 234,Wire Cut - Machine 18,Machine 18 - Wire Cutting,2012-02-01 11:00:00+00:00,2012-02-01 16:00:00+00:00,60,Shim,ID3767,D,0,0,0,0,300.0,Case 234,Wire Cut - Machine 18,2012-02-01 11:00:00+00:00
Case 234,Wire Cut - Machine 18,Machine 18 - Wire Cutting,2012-02-01 17:00:00+00:00,2012-02-01 21:00:00+00:00,60,Shim,ID4861,D,0,0,0,0,240.0,Case 234,Wire Cut - Machine 18,2012-02-01 17:00:00+00:00
Case 234,Wire Cut - Machine 18,Machine 18 - Wire Cutting,2012-02-02 09:00:00+00:00,2012-02-02 17:00:00+00:00,60,Shim,ID3767,D,0,0,0,0,480.0,Case 234,Wire Cut - Machine 18,2012-02-02 09:00:00+00:00
Case 234,Turning Q.C.,Quality Check 1,2012-02-06 07:00:00+00:00,2012-02-06 08:13:00+00:00,60,Shim,ID4287,D,0,0,0,0,73.0,Case 234,Turning Q.C.,2012-02-06 07:00:00+00:00
Case 234,Turning Q.C.,Quality Check 1,2012-02-06 07:00:00+00:00,2012-02-06 08:13:00+00:00,60,Shim,ID4287,D,0,0,0,0,73.0,Case 234,Turning Q.C.,2012-02-06 07:00:00+00:00
Case 234,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-02-13 16:00:00+00:00,2012-02-13 23:43:00+00:00,60,Shim,ID4429,S,0,0,0,0,463.0,Case 234,Turning & Milling - Machine 5,2012-02-13 16:00:00+00:00
Case 234,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-02-13 23:44:00+00:00,2012-02-14 06:46:00+00:00,60,Shim,ID4932,S,0,0,0,0,422.0,Case 234,Turning & Milling - Machine 5,2012-02-13 23:44:00+00:00
Case 234,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-02-14 07:27:00+00:00,2012-02-14 15:58:00+00:00,60,Shim,ID4167,S,1,0,0,0,511.0,Case 234,Turning & Milling - Machine 5,2012-02-14 07:27:00+00:00
Case 234,Turning & Milling Q.C.,Quality Check 1,2012-02-14 15:09:00+00:00,2012-02-14 18:04:00+00:00,60,Shim,ID4287,D,0,0,0,0,175.0,Case 234,Turning & Milling Q.C.,2012-02-14 15:09:00+00:00
Case 234,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-02-14 16:27:00+00:00,2012-02-14 17:57:00+00:00,60,Shim,ID4429,B,0,0,0,0,90.0,Case 234,Turning & Milling - Machine 5,2012-02-14 16:27:00+00:00
Case 234,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-02-14 18:58:00+00:00,2012-02-14 23:54:00+00:00,60,Shim,ID4429,D,2,0,0,0,296.0,Case 234,Turning & Milling - Machine 5,2012-02-14 18:58:00+00:00
Case 234,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-02-14 23:56:00+00:00,2012-02-15 06:46:00+00:00,60,Shim,ID4794,D,4,0,0,0,410.0,Case 234,Turning & Milling - Machine 5,2012-02-14 23:56:00+00:00
Case 234,Turning & Milling Q.C.,Quality Check 1,2012-02-15 07:00:00+00:00,2012-02-15 10:00:00+00:00,60,Shim,ID4287,D,0,0,0,0,180.0,Case 234,Turning & Milling Q.C.,2012-02-15 07:00:00+00:00
Case 234,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-02-15 07:17:00+00:00,2012-02-15 15:52:00+00:00,60,Shim,ID4529,D,3,0,0,0,515.0,Case 234,Turning & Milling - Machine 5,2012-02-15 07:17:00+00:00
Case 234,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-02-15 17:54:00+00:00,2012-02-15 18:00:00+00:00,60,Shim,ID4167,D,0,0,0,0,6.0,Case 234,Turning & Milling - Machine 5,2012-02-15 17:54:00+00:00
Case 234,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-02-15 18:16:00+00:00,2012-02-15 23:46:00+00:00,60,Shim,ID4429,D,3,0,0,0,330.0,Case 234,Turning & Milling - Machine 5,2012-02-15 18:16:00+00:00
Case 234,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-02-15 23:48:00+00:00,2012-02-16 06:39:00+00:00,60,Shim,ID4794,D,4,0,0,0,411.0,Case 234,Turning & Milling - Machine 5,2012-02-15 23:48:00+00:00
Case 234,Turning & Milling Q.C.,Quality Check 1,2012-02-16 07:00:00+00:00,2012-02-16 08:40:00+00:00,60,Shim,ID4287,D,0,0,0,0,100.0,Case 234,Turning & Milling Q.C.,2012-02-16 07:00:00+00:00
Case 234,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-02-16 07:14:00+00:00,2012-02-16 15:48:00+00:00,60,Shim,ID4529,D,5,0,0,0,514.0,Case 234,Turning & Milling - Machine 5,2012-02-16 07:14:00+00:00
Case 234,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-02-16 16:28:00+00:00,2012-02-16 23:46:00+00:00,60,Shim,ID4429,D,4,0,0,0,438.0,Case 234,Turning & Milling - Machine 5,2012-02-16 16:28:00+00:00
Case 234,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-02-17 00:47:00+00:00,2012-02-17 06:53:00+00:00,60,Shim,ID4794,D,4,0,0,0,366.0,Case 234,Turning & Milling - Machine 5,2012-02-17 00:47:00+00:00
Case 234,Turning & Milling Q.C.,Quality Check 1,2012-02-17 07:00:00+00:00,2012-02-17 08:40:00+00:00,60,Shim,ID4287,D,0,0,0,0,100.0,Case 234,Turning & Milling Q.C.,2012-02-17 07:00:00+00:00
Case 234,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-02-19 06:50:00+00:00,2012-02-19 11:00:00+00:00,60,Shim,ID4429,B,0,0,0,0,250.0,Case 234,Turning & Milling - Machine 5,2012-02-19 06:50:00+00:00
Case 234,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-02-19 11:01:00+00:00,2012-02-19 18:02:00+00:00,60,Shim,ID4429,D,5,0,0,0,421.0,Case 234,Turning & Milling - Machine 5,2012-02-19 11:01:00+00:00
Case 234,Turning & Milling Q.C.,Quality Check 1,2012-02-19 11:30:00+00:00,2012-02-19 12:50:00+00:00,60,Shim,ID4287,D,0,0,0,0,80.0,Case 234,Turning & Milling Q.C.,2012-02-19 11:30:00+00:00
Case 234,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-02-19 20:14:00+00:00,2012-02-20 06:16:00+00:00,60,Shim,ID4529,D,6,0,0,0,602.0,Case 234,Turning & Milling - Machine 5,2012-02-19 20:14:00+00:00
Case 234,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-02-20 07:00:00+00:00,2012-02-20 17:00:00+00:00,60,Shim,ID4429,D,6,0,0,0,600.0,Case 234,Turning & Milling - Machine 5,2012-02-20 07:00:00+00:00
Case 234,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-02-20 20:25:00+00:00,2012-02-21 06:28:00+00:00,60,Shim,ID4529,D,8,0,0,0,603.0,Case 234,Turning & Milling - Machine 5,2012-02-20 20:25:00+00:00
Case 234,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-02-21 06:50:00+00:00,2012-02-21 14:20:00+00:00,60,Shim,ID4429,D,4,0,0,0,450.0,Case 234,Turning & Milling - Machine 5,2012-02-21 06:50:00+00:00
Case 234,Turning & Milling Q.C.,Quality Check 1,2012-02-26 15:32:00+00:00,2012-02-26 16:42:00+00:00,60,Shim,ID4287,D,0,1,0,0,70.0,Case 234,Turning & Milling Q.C.,2012-02-26 15:32:00+00:00
Case 234,Turning & Milling Q.C.,Quality Check 1,2012-03-01 10:51:00+00:00,2012-03-01 15:00:00+00:00,60,Shim,ID4287,D,58,0,0,0,249.0,Case 234,Turning & Milling Q.C.,2012-03-01 10:51:00+00:00
Case 234,Turning & Milling Q.C.,Quality Check 1,2012-03-04 07:00:00+00:00,2012-03-04 08:40:00+00:00,60,Shim,ID4287,D,0,0,0,0,100.0,Case 234,Turning & Milling Q.C.,2012-03-04 07:00:00+00:00
Case 234,Turning & Milling Q.C.,Quality Check 1,2012-03-06 09:00:00+00:00,2012-03-06 10:30:00+00:00,60,Shim,ID4287,D,0,0,0,0,90.0,Case 234,Turning & Milling Q.C.,2012-03-06 09:00:00+00:00
Case 234,Packing,Packing,2012-03-28 00:00:00+00:00,2012-03-28 01:00:00+00:00,60,Shim,ID4820,D,58,0,0,0,60.0,Case 234,Packing,2012-03-28 00:00:00+00:00
Case 234,Final Inspection Q.C.,Quality Check 1,2012-03-28 07:00:00+00:00,2012-03-28 10:06:00+00:00,60,Shim,ID4287,D,58,0,0,0,186.0,Case 234,Final Inspection Q.C.,2012-03-28 07:00:00+00:00
Case 235,Turning & Milling Q.C.,Quality Check 1,2012-01-16 14:11:00+00:00,2012-01-16 14:12:00+00:00,13,Flange Bolt,ID4163,S,0,0,0,0,1.0,Case 235,Turning & Milling Q.C.,2012-01-16 14:11:00+00:00
Case 235,Turning & Milling Q.C.,Quality Check 1,2012-01-16 16:24:00+00:00,2012-01-16 18:00:00+00:00,13,Flange Bolt,ID4163,S,0,0,0,0,96.0,Case 235,Turning & Milling Q.C.,2012-01-16 16:24:00+00:00
