case:concept:name,concept:name,Resource,time:timestamp,Complete Timestamp,case:Work Order Qty,case:Part Desc.,Worker ID,Report Type,Qty Completed,Qty Rejected,Qty for MRB,Rework,Event Start Hour,Event Start Day,Event Start Month,Event Start Day of Week,Time Gap Between Events,Cumulative Qty Completed,Cumulative Qty Rejected,Cumulative Qty for MRB,Has Rejections,Total Events Per Case,Unique Activities Count,Unique Resources Count,Event Completion Time (minutes),case:Total Duration,Case Remaining Time (minutes)
Case 25,Round Grinding - Manual,Machine 27 - Grinding,2012-01-30 09:05:00,2012-01-30 10:20:00,13,Plug,ID4872,S,0,0,0,0,9,30,1,0,3.0,53,0,0,0,24,8,6,75.0,3535.0,1854.0
Case 25,Round Grinding - Manual,Machine 27 - Grinding,2012-01-30 09:06:00,2012-01-30 11:36:00,13,Plug,ID4872,S,0,0,0,0,9,30,1,0,1.0,53,0,0,0,24,8,6,150.0,3535.0,1779.0
Case 25,Lapping - Machine 1,Machine 1 - Lapping,2012-01-30 09:09:00,2012-01-30 10:04:00,13,Plug,ID4882,D,12,0,0,0,9,30,1,0,3.0,65,0,0,0,24,8,6,55.0,3535.0,1629.0
Case 25,Round Grinding - Manual,Machine 27 - Grinding,2012-01-30 11:36:00,2012-01-30 15:53:00,13,Plug,ID4872,D,1,0,0,0,11,30,1,0,147.0,66,0,0,0,24,8,6,257.0,3535.0,1574.0
Case 25,Round Grinding - Manual,Machine 27 - Grinding,2012-01-30 16:09:00,2012-01-30 23:58:00,13,Plug,ID4528,D,5,0,0,0,16,30,1,0,273.0,71,0,0,0,24,8,6,469.0,3535.0,1317.0
Case 25,Round Grinding - Manual,Machine 27 - Grinding,2012-01-31 22:25:00,2012-01-31 23:29:00,13,Plug,ID4528,D,2,0,0,0,22,31,1,1,1816.0,73,0,0,0,24,8,6,64.0,3535.0,848.0
Case 25,Round Grinding - Manual,Machine 27 - Grinding,2012-02-01 07:26:00,2012-02-01 11:26:00,13,Plug,ID4872,D,5,0,0,0,7,1,2,2,541.0,78,0,0,0,24,8,6,240.0,3535.0,784.0
Case 25,Round Grinding - Q.C.,Quality Check 1,2012-02-01 11:10:00,2012-02-01 13:50:00,13,Plug,ID4287,D,13,0,0,0,11,1,2,2,224.0,91,0,0,0,24,8,6,160.0,3535.0,544.0
Case 25,Round Grinding - Q.C.,Quality Check 1,2012-02-13 08:00:00,2012-02-13 08:40:00,13,Plug,ID4163,D,0,0,0,0,8,13,2,0,17090.0,91,0,0,0,24,8,6,40.0,3535.0,384.0
Case 25,Round Grinding - Q.C.,Quality Check 1,2012-02-13 09:00:00,2012-02-13 10:30:00,13,Plug,ID4163,D,0,0,0,0,9,13,2,0,60.0,91,0,0,0,24,8,6,90.0,3535.0,344.0
Case 25,Lapping - Machine 1,Machine 1 - Lapping,2012-02-26 09:33:00,2012-02-26 09:56:00,13,Plug,ID0998,D,2,0,0,0,9,26,2,6,18753.0,93,0,0,0,24,8,6,23.0,3535.0,254.0
Case 25,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-02-26 15:55:00,2012-02-26 18:06:00,13,Plug,ID4355,S,0,0,0,0,15,26,2,6,382.0,93,0,0,0,24,8,6,131.0,3535.0,231.0
Case 25,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-02-26 20:39:00,2012-02-26 21:49:00,13,Plug,ID4385,D,2,0,0,0,20,26,2,6,284.0,95,0,0,0,24,8,6,70.0,3535.0,100.0
Case 25,Final Inspection Q.C.,Quality Check 1,2012-02-29 09:00:00,2012-02-29 09:30:00,13,Plug,ID4163,D,0,2,0,0,9,29,2,2,3621.0,95,2,0,1,24,8,6,30.0,3535.0,30.0
Case 250,Milling - Machine 16,Machine 16 - Milling,2012-01-03 07:30:00,2012-01-03 16:00:00,32,Barrel,ID4326,S,0,0,0,0,7,3,1,1,0.0,0,0,0,0,14,4,4,510.0,3524.0,3524.0
Case 250,Milling - Machine 16,Machine 16 - Milling,2012-01-04 14:00:00,2012-01-04 18:00:00,32,Barrel,ID4326,S,0,0,0,0,14,4,1,2,1830.0,0,0,0,0,14,4,4,240.0,3524.0,3014.0
Case 250,Final Inspection Q.C.,Quality Check 1,2012-01-05 07:00:00,2012-01-05 12:50:00,32,Barrel,ID4163,D,0,0,0,0,7,5,1,3,1020.0,0,0,0,0,14,4,4,350.0,3524.0,2774.0
Case 250,Milling - Machine 16,Machine 16 - Milling,2012-01-05 07:00:00,2012-01-05 16:00:00,32,Barrel,ID4326,D,8,0,0,0,7,5,1,3,0.0,8,0,0,0,14,4,4,540.0,3524.0,2424.0
Case 250,Milling - Machine 16,Machine 16 - Milling,2012-01-06 07:00:00,2012-01-06 13:00:00,32,Barrel,ID4326,D,7,0,0,0,7,6,1,4,1440.0,15,0,0,0,14,4,4,360.0,3524.0,1884.0
Case 250,Milling - Machine 16,Machine 16 - Milling,2012-01-08 06:49:00,2012-01-08 17:59:00,32,Barrel,ID4326,D,17,0,0,0,6,8,1,6,2869.0,32,0,0,0,14,4,4,670.0,3524.0,1524.0
Case 250,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-01-09 14:32:00,2012-01-09 15:47:00,32,Barrel,ID0998,D,32,0,0,0,14,9,1,0,1903.0,64,0,0,0,14,4,4,75.0,3524.0,854.0
Case 250,Final Inspection Q.C.,Quality Check 1,2012-01-10 07:00:00,2012-01-10 08:40:00,32,Barrel,ID4163,D,0,0,0,0,7,10,1,1,988.0,64,0,0,0,14,4,4,100.0,3524.0,779.0
Case 250,Final Inspection Q.C.,Quality Check 1,2012-01-10 07:00:00,2012-01-10 08:40:00,32,Barrel,ID4163,D,0,0,0,0,7,10,1,1,0.0,64,0,0,0,14,4,4,100.0,3524.0,679.0
Case 250,Final Inspection Q.C.,Quality Check 1,2012-01-10 08:21:00,2012-01-10 08:40:00,32,Barrel,ID4163,D,32,0,0,0,8,10,1,1,81.0,96,0,0,0,14,4,4,19.0,3524.0,579.0
Case 250,Final Inspection Q.C.,Quality Check 1,2012-01-10 09:00:00,2012-01-10 12:50:00,32,Barrel,ID4163,D,0,0,0,1,9,10,1,1,39.0,96,0,0,0,14,4,4,230.0,3524.0,560.0
Case 250,Final Inspection Q.C.,Quality Check 1,2012-01-10 13:20:00,2012-01-10 14:50:00,32,Barrel,ID4163,D,0,0,0,0,13,10,1,1,260.0,96,0,0,0,14,4,4,90.0,3524.0,330.0
Case 250,Final Inspection Q.C.,Quality Check 1,2012-01-10 15:00:00,2012-01-10 18:00:00,32,Barrel,ID4163,D,0,0,0,0,15,10,1,1,100.0,96,0,0,0,14,4,4,180.0,3524.0,240.0
Case 250,Packing,Packing,2012-01-12 00:00:00,2012-01-12 01:00:00,32,Barrel,ID4820,D,32,0,0,0,0,12,1,3,1980.0,128,0,0,0,14,4,4,60.0,3524.0,60.0
Case 251,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-08 15:04:00,2012-01-08 16:15:00,5,Cable Head,ID4429,S,0,0,0,0,15,8,1,6,0.0,0,0,0,0,14,7,6,71.0,1346.0,1346.0
Case 251,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-09 06:50:00,2012-01-09 11:28:00,5,Cable Head,ID4932,S,1,0,0,0,6,9,1,0,946.0,1,0,0,0,14,7,6,278.0,1346.0,1275.0
Case 251,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-09 11:28:00,2012-01-09 12:56:00,5,Cable Head,ID4932,D,4,0,0,0,11,9,1,0,278.0,5,0,0,0,14,7,6,88.0,1346.0,997.0
Case 251,Turning & Milling Q.C.,Quality Check 1,2012-01-10 07:00:00,2012-01-10 08:21:00,5,Cable Head,ID4163,D,5,0,0,0,7,10,1,1,1172.0,10,0,0,0,14,7,6,81.0,1346.0,909.0
Case 251,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-01-10 09:10:00,2012-01-10 09:22:00,5,Cable Head,ID0998,D,5,0,0,0,9,10,1,1,130.0,15,0,0,0,14,7,6,12.0,1346.0,828.0
Case 251,Turning & Milling Q.C.,Quality Check 1,2012-01-10 14:50:00,2012-01-10 16:10:00,5,Cable Head,ID4163,D,0,0,0,0,14,10,1,1,340.0,15,0,0,0,14,7,6,80.0,1346.0,816.0
Case 251,Lapping - Machine 1,Machine 1 - Lapping,2012-02-14 15:07:00,2012-02-14 15:27:00,5,Cable Head,ID4882,D,5,0,0,0,15,14,2,1,50417.0,20,0,0,0,14,7,6,20.0,1346.0,736.0
Case 251,Round Grinding - Machine 23,Machine 23 - Turning,2012-02-19 21:42:00,2012-02-19 23:29:00,5,Cable Head,ID4109,D,5,0,0,0,21,19,2,6,7595.0,25,0,0,0,14,7,6,107.0,1346.0,716.0
Case 251,Final Inspection Q.C.,Quality Check 1,2012-02-20 09:00:00,2012-02-20 12:50:00,5,Cable Head,ID4163,D,0,0,0,0,9,20,2,0,678.0,25,0,0,0,14,7,6,230.0,1346.0,609.0
Case 251,Final Inspection Q.C.,Quality Check 1,2012-02-21 07:00:00,2012-02-21 08:40:00,5,Cable Head,ID4163,D,0,0,0,0,7,21,2,1,1320.0,25,0,0,0,14,7,6,100.0,1346.0,379.0
Case 251,Round Grinding - Machine 23,Machine 23 - Turning,2012-02-21 12:25:00,2012-02-21 14:19:00,5,Cable Head,ID3854,D,0,0,0,0,12,21,2,1,325.0,25,0,0,0,14,7,6,114.0,1346.0,279.0
Case 251,Packing,Packing,2012-02-23 00:00:00,2012-02-23 01:00:00,5,Cable Head,ID4820,D,5,0,0,0,0,23,2,3,2135.0,30,0,0,0,14,7,6,60.0,1346.0,165.0
Case 251,Final Inspection Q.C.,Quality Check 1,2012-02-23 09:00:00,2012-02-23 10:30:00,5,Cable Head,ID4163,D,0,0,0,0,9,23,2,3,540.0,30,0,0,0,14,7,6,90.0,1346.0,105.0
Case 251,Final Inspection Q.C.,Quality Check 1,2012-02-23 13:20:00,2012-02-23 13:35:00,5,Cable Head,ID4163,D,5,0,0,0,13,23,2,3,260.0,35,0,0,0,14,7,6,15.0,1346.0,15.0
Case 252,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2012-01-24 07:04:00,2012-01-24 07:17:00,12,Ballnut,ID4794,S,2,0,0,0,7,24,1,1,0.0,2,0,0,0,11,6,5,13.0,958.0,958.0
Case 252,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2012-01-24 07:18:00,2012-01-24 09:35:00,12,Ballnut,ID4794,S,0,0,0,0,7,24,1,1,14.0,2,0,0,0,11,6,5,137.0,958.0,945.0
Case 252,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2012-01-24 07:20:00,2012-01-24 09:48:00,12,Ballnut,ID4618,D,0,0,0,0,7,24,1,1,2.0,2,0,0,0,11,6,5,148.0,958.0,808.0
Case 252,Turning & Milling Q.C.,Quality Check 1,2012-01-25 06:50:00,2012-01-25 07:17:00,12,Ballnut,ID4618,D,0,0,0,0,6,25,1,2,1410.0,2,0,0,0,11,6,5,27.0,958.0,660.0
Case 252,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2012-01-26 07:02:00,2012-01-26 13:55:00,12,Ballnut,ID4794,D,10,0,0,0,7,26,1,3,1452.0,12,0,0,0,11,6,5,413.0,958.0,633.0
Case 252,Turning & Milling Q.C.,Quality Check 1,2012-01-26 15:18:00,2012-01-26 15:20:00,12,Ballnut,ID4618,D,12,0,0,0,15,26,1,3,496.0,24,0,0,0,11,6,5,2.0,958.0,220.0
Case 252,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-01-27 08:00:00,2012-01-27 08:20:00,12,Ballnut,ID0998,D,12,0,0,0,8,27,1,4,1002.0,36,0,0,0,11,6,5,20.0,958.0,218.0
Case 252,Lapping - Machine 1,Machine 1 - Lapping,2012-01-27 08:20:00,2012-01-27 10:00:00,12,Ballnut,ID0998,D,12,0,0,0,8,27,1,4,20.0,48,0,0,0,11,6,5,100.0,958.0,198.0
Case 252,Final Inspection Q.C.,Quality Check 1,2012-01-27 12:20:00,2012-01-27 12:57:00,12,Ballnut,ID4618,D,0,0,0,0,12,27,1,4,240.0,48,0,0,0,11,6,5,37.0,958.0,98.0
Case 252,Final Inspection Q.C.,Quality Check 1,2012-01-29 07:21:00,2012-01-29 07:22:00,12,Ballnut,ID4493,D,12,0,0,0,7,29,1,6,2581.0,60,0,0,0,11,6,5,1.0,958.0,61.0
Case 252,Packing,Packing,2012-01-30 00:00:00,2012-01-30 01:00:00,12,Ballnut,ID4820,D,12,0,0,0,0,30,1,0,999.0,72,0,0,0,11,6,5,60.0,958.0,60.0
Case 253,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2012-01-09 02:21:00,2012-01-09 05:49:00,16,Blade,ID4641,S,1,0,0,0,2,9,1,0,0.0,1,0,0,0,14,7,6,208.0,1074.0,1074.0
Case 253,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2012-01-09 05:49:00,2012-01-09 06:55:00,16,Blade,ID4641,D,2,0,0,0,5,9,1,0,208.0,3,0,0,0,14,7,6,66.0,1074.0,866.0
Case 253,Turning & Milling Q.C.,Quality Check 1,2012-01-09 07:04:00,2012-01-09 08:03:00,16,Blade,ID4618,D,0,0,0,0,7,9,1,0,75.0,3,0,0,0,14,7,6,59.0,1074.0,800.0
Case 253,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2012-01-09 07:10:00,2012-01-09 09:46:00,16,Blade,ID3846,D,13,0,0,0,7,9,1,0,6.0,16,0,0,0,14,7,6,156.0,1074.0,741.0
Case 253,Turning & Milling Q.C.,Quality Check 1,2012-01-09 09:05:00,2012-01-09 10:05:00,16,Blade,ID4618,D,15,1,0,0,9,9,1,0,115.0,31,1,0,1,14,7,6,60.0,1074.0,585.0
Case 253,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-01-10 10:37:00,2012-01-10 10:54:00,16,Blade,ID0998,D,15,0,0,0,10,10,1,1,1532.0,46,1,0,0,14,7,6,17.0,1074.0,525.0
Case 253,Lapping - Machine 1,Machine 1 - Lapping,2012-01-10 10:54:00,2012-01-10 13:25:00,16,Blade,ID0998,D,0,0,0,0,10,10,1,1,17.0,46,1,0,0,14,7,6,151.0,1074.0,508.0
Case 253,Lapping - Machine 1,Machine 1 - Lapping,2012-01-10 11:59:00,2012-01-10 13:14:00,16,Blade,ID0998,D,15,0,0,0,11,10,1,1,65.0,61,1,0,0,14,7,6,75.0,1074.0,357.0
Case 253,Flat Grinding - Machine 11,Machine 11 - Grinding,2012-01-10 11:59:00,2012-01-10 11:59:00,16,Blade,ID0998,D,15,0,0,0,11,10,1,1,0.0,76,1,0,0,14,7,6,0.0,1074.0,282.0
Case 253,Lapping - Machine 1,Machine 1 - Lapping,2012-01-11 00:00:00,2012-01-11 01:15:00,16,Blade,ID4882,D,0,0,0,0,0,11,1,2,721.0,76,1,0,0,14,7,6,75.0,1074.0,282.0
Case 253,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-01-11 14:23:00,2012-01-11 15:38:00,16,Blade,ID4882,D,0,0,0,0,14,11,1,2,863.0,76,1,0,0,14,7,6,75.0,1074.0,207.0
Case 253,Final Inspection Q.C.,Quality Check 1,2012-01-15 06:50:00,2012-01-15 07:02:00,16,Blade,ID4618,D,15,0,0,0,6,15,1,6,5307.0,91,1,0,0,14,7,6,12.0,1074.0,132.0
Case 253,Packing,Packing,2012-01-16 00:00:00,2012-01-16 01:00:00,16,Blade,ID4820,D,3,0,0,0,0,16,1,0,1030.0,94,1,0,0,14,7,6,60.0,1074.0,120.0
Case 253,Packing,Packing,2012-01-16 00:00:00,2012-01-16 01:00:00,16,Blade,ID4820,D,12,0,0,0,0,16,1,0,0.0,106,1,0,0,14,7,6,60.0,1074.0,60.0
Case 254,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-01-02 10:15:00,2012-01-02 12:15:00,225,Spur Gear,ID0998,D,225,0,0,0,10,2,1,0,0.0,225,0,0,0,7,4,4,120.0,497.0,497.0
Case 254,Flat Grinding - Machine 11,Machine 11 - Grinding,2012-01-02 14:00:00,2012-01-02 16:00:00,225,Spur Gear,ID0998,D,100,0,0,0,14,2,1,0,225.0,325,0,0,0,7,4,4,120.0,497.0,377.0
Case 254,Flat Grinding - Machine 11,Machine 11 - Grinding,2012-01-03 17:04:00,2012-01-03 18:23:00,225,Spur Gear,ID0998,D,50,0,0,0,17,3,1,1,1624.0,375,0,0,0,7,4,4,79.0,497.0,257.0
Case 254,Flat Grinding - Machine 11,Machine 11 - Grinding,2012-01-04 10:28:00,2012-01-04 11:54:00,225,Spur Gear,ID4882,D,75,0,0,0,10,4,1,2,1044.0,450,0,0,0,7,4,4,86.0,497.0,178.0
Case 254,Final Inspection Q.C.,Quality Check 1,2012-01-04 15:26:00,2012-01-04 15:57:00,225,Spur Gear,ID4618,D,0,0,0,0,15,4,1,2,298.0,450,0,0,0,7,4,4,31.0,497.0,92.0
Case 254,Packing,Packing,2012-01-06 00:00:00,2012-01-06 01:00:00,225,Spur Gear,ID4820,D,225,0,0,0,0,6,1,4,1954.0,675,0,0,0,7,4,4,60.0,497.0,61.0
Case 254,Final Inspection Q.C.,Quality Check 1,2012-01-06 10:24:00,2012-01-06 10:25:00,225,Spur Gear,ID4618,D,225,0,0,0,10,6,1,4,624.0,900,0,0,0,7,4,4,1.0,497.0,1.0
Case 255,Turning - Machine 8,Machine 15 - Turning,2012-01-02 07:00:00,2012-01-02 18:00:00,40,Bushing,ID0997,D,40,0,0,0,7,2,1,0,0.0,40,0,0,0,5,5,4,660.0,900.0,900.0
Case 255,Turning Q.C.,Quality Check 1,2012-01-05 13:58:00,2012-01-05 15:13:00,40,Bushing,ID4618,D,40,0,0,0,13,5,1,3,4738.0,80,0,0,0,5,5,4,75.0,900.0,240.0
Case 255,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-01-10 09:22:00,2012-01-10 10:07:00,40,Bushing,ID0998,D,40,0,0,0,9,10,1,1,6924.0,120,0,0,0,5,5,4,45.0,900.0,165.0
Case 255,Final Inspection Q.C.,Quality Check 1,2012-01-11 10:22:00,2012-01-11 11:22:00,40,Bushing,ID4618,D,40,0,0,0,10,11,1,2,1500.0,160,0,0,0,5,5,4,60.0,900.0,120.0
Case 255,Packing,Packing,2012-01-16 00:00:00,2012-01-16 01:00:00,40,Bushing,ID4820,D,40,0,0,0,0,16,1,0,6578.0,200,0,0,0,5,5,4,60.0,900.0,60.0
Case 256,Turning - Machine 8,Machine 15 - Turning,2012-01-16 16:21:00,2012-01-16 17:51:00,100,Spinner,ID0997,D,20,0,0,0,16,16,1,0,0.0,20,0,0,0,62,11,9,90.0,14742.0,14742.0
Case 256,Turning - Machine 8,Machine 15 - Turning,2012-01-16 20:11:00,2012-01-17 02:04:00,100,Spinner,ID4932,D,45,0,0,0,20,16,1,0,230.0,65,0,0,0,62,11,9,353.0,14742.0,14652.0
Case 256,Turning - Machine 8,Machine 15 - Turning,2012-01-17 02:04:00,2012-01-17 06:21:00,100,Spinner,ID4794,D,35,0,0,0,2,17,1,1,353.0,100,0,0,0,62,11,9,257.0,14742.0,14299.0
Case 256,Turning Q.C.,Quality Check 1,2012-01-17 10:30:00,2012-01-17 12:50:00,100,Spinner,ID4287,D,100,0,0,0,10,17,1,1,506.0,200,0,0,0,62,11,9,140.0,14742.0,14042.0
Case 256,Turning - Machine 8,Machine 8 - Turning & Milling,2012-01-17 13:00:00,2012-01-17 15:00:00,100,Spinner,ID0997,S,0,0,0,0,13,17,1,1,150.0,200,0,0,0,62,11,9,120.0,14742.0,13902.0
Case 256,Turning - Machine 8,Machine 8 - Turning & Milling,2012-01-17 16:48:00,2012-01-17 18:08:00,100,Spinner,ID4219,S,1,0,0,0,16,17,1,1,228.0,201,0,0,0,62,11,9,80.0,14742.0,13782.0
Case 256,Turning - Machine 8,Machine 8 - Turning & Milling,2012-01-17 18:09:00,2012-01-17 18:40:00,100,Spinner,ID4219,D,0,0,0,0,18,17,1,1,81.0,201,0,0,0,62,11,9,31.0,14742.0,13702.0
Case 256,Turning - Machine 8,Machine 8 - Turning & Milling,2012-01-17 18:41:00,2012-01-17 18:45:00,100,Spinner,ID4219,D,8,0,0,0,18,17,1,1,32.0,209,0,0,0,62,11,9,4.0,14742.0,13671.0
Case 256,Turning - Machine 8,Machine 8 - Turning & Milling,2012-01-17 20:10:00,2012-01-18 06:31:00,100,Spinner,ID4794,D,26,0,0,0,20,17,1,1,89.0,235,0,0,0,62,11,9,621.0,14742.0,13667.0
Case 256,Turning - Machine 8,Machine 8 - Turning & Milling,2012-01-18 07:10:00,2012-01-18 14:59:00,100,Spinner,ID0997,D,65,0,0,0,7,18,1,2,660.0,300,0,0,0,62,11,9,469.0,14742.0,13046.0
Case 256,Turning Q.C.,Quality Check 1,2012-01-18 14:00:00,2012-01-18 15:50:00,100,Spinner,ID4287,D,100,0,0,0,14,18,1,2,410.0,400,0,0,0,62,11,9,110.0,14742.0,12577.0
Case 256,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-01-30 08:06:00,2012-01-30 15:21:00,100,Spinner,ID4132,S,1,0,0,0,8,30,1,0,16926.0,401,0,0,0,62,11,9,435.0,14742.0,12467.0
Case 256,Turning & Milling Q.C.,Quality Check 1,2012-01-30 15:30:00,2012-01-30 17:54:00,100,Spinner,ID4287,D,0,0,0,0,15,30,1,0,444.0,401,0,0,0,62,11,9,144.0,14742.0,12032.0
Case 256,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-01-31 07:47:00,2012-01-31 11:39:00,100,Spinner,ID4132,S,1,0,0,0,7,31,1,1,977.0,402,0,0,0,62,11,9,232.0,14742.0,11888.0
Case 256,Turning & Milling Q.C.,Quality Check 1,2012-01-31 09:00:00,2012-01-31 12:00:00,100,Spinner,ID4287,D,0,2,0,0,9,31,1,1,73.0,402,2,0,1,62,11,9,180.0,14742.0,11656.0
Case 256,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-01-31 11:40:00,2012-01-31 15:51:00,100,Spinner,ID4132,D,8,0,0,0,11,31,1,1,160.0,410,2,0,0,62,11,9,251.0,14742.0,11476.0
Case 256,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-01-31 16:48:00,2012-01-31 23:37:00,100,Spinner,ID3846,D,13,0,0,0,16,31,1,1,308.0,423,2,0,0,62,11,9,409.0,14742.0,11225.0
Case 256,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-02-01 07:02:00,2012-02-01 10:46:00,100,Spinner,ID4641,D,4,0,0,0,7,1,2,2,854.0,427,2,0,0,62,11,9,224.0,14742.0,10816.0
Case 256,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-02-01 16:07:00,2012-02-01 23:41:00,100,Spinner,ID3846,B,0,0,0,0,16,1,2,2,545.0,427,2,0,0,62,11,9,454.0,14742.0,10592.0
Case 256,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-02-02 07:10:00,2012-02-02 13:27:00,100,Spinner,ID4132,D,8,0,0,0,7,2,2,3,903.0,435,2,0,0,62,11,9,377.0,14742.0,10138.0
Case 256,Turning & Milling Q.C.,Quality Check 1,2012-02-02 11:37:00,2012-02-02 15:04:00,100,Spinner,ID4287,D,32,1,0,0,11,2,2,3,267.0,467,3,0,1,62,11,9,207.0,14742.0,9761.0
Case 256,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-02-02 13:27:00,2012-02-02 17:39:00,100,Spinner,ID4132,D,8,0,0,0,13,2,2,3,110.0,475,3,0,0,62,11,9,252.0,14742.0,9554.0
Case 256,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-02-03 07:03:00,2012-02-03 12:14:00,100,Spinner,ID4132,D,8,0,0,0,7,3,2,4,1056.0,483,3,0,0,62,11,9,311.0,14742.0,9302.0
Case 256,Turning & Milling Q.C.,Quality Check 1,2012-02-03 12:00:00,2012-02-03 12:50:00,100,Spinner,ID4287,D,16,0,0,0,12,3,2,4,297.0,499,3,0,0,62,11,9,50.0,14742.0,8991.0
Case 256,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-02-05 00:42:00,2012-02-05 06:54:00,100,Spinner,ID4641,D,8,0,0,0,0,5,2,6,2202.0,507,3,0,0,62,11,9,372.0,14742.0,8941.0
Case 256,Turning & Milling Q.C.,Quality Check 1,2012-02-05 07:00:00,2012-02-05 08:40:00,100,Spinner,ID4287,D,0,0,0,0,7,5,2,6,378.0,507,3,0,0,62,11,9,100.0,14742.0,8569.0
Case 256,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-02-05 07:09:00,2012-02-05 17:47:00,100,Spinner,ID4132,D,17,0,0,0,7,5,2,6,9.0,524,3,0,0,62,11,9,638.0,14742.0,8469.0
Case 256,Lapping - Machine 1,Machine 1 - Lapping,2012-02-05 11:18:00,2012-02-05 12:43:00,100,Spinner,ID0998,D,48,0,0,0,11,5,2,6,249.0,572,3,0,0,62,11,9,85.0,14742.0,7831.0
Case 256,Turning & Milling Q.C.,Quality Check 1,2012-02-05 15:00:00,2012-02-05 15:56:00,100,Spinner,ID4287,D,16,0,0,0,15,5,2,6,222.0,588,3,0,0,62,11,9,56.0,14742.0,7746.0
Case 256,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-02-05 20:35:00,2012-02-06 06:39:00,100,Spinner,ID4641,D,12,0,0,0,20,5,2,6,335.0,600,3,0,0,62,11,9,604.0,14742.0,7690.0
Case 256,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-06 07:08:00,2012-02-06 08:08:00,100,Spinner,ID4385,S,0,0,0,0,7,6,2,0,633.0,600,3,0,0,62,11,9,60.0,14742.0,7086.0
Case 256,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-02-06 07:29:00,2012-02-06 14:40:00,100,Spinner,ID4132,D,12,0,0,0,7,6,2,0,21.0,612,3,0,0,62,11,9,431.0,14742.0,7026.0
Case 256,Turning & Milling Q.C.,Quality Check 1,2012-02-06 08:00:00,2012-02-06 09:07:00,100,Spinner,ID4287,D,16,0,0,0,8,6,2,0,31.0,628,3,0,0,62,11,9,67.0,14742.0,6595.0
Case 256,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-02-06 08:08:00,2012-02-06 12:10:00,100,Spinner,ID4385,S,0,0,0,0,8,6,2,0,8.0,628,3,0,0,62,11,9,242.0,14742.0,6528.0
Case 256,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-06 08:10:00,2012-02-06 12:12:00,100,Spinner,ID0420,D,20,0,0,0,8,6,2,0,2.0,648,3,0,0,62,11,9,242.0,14742.0,6286.0
Case 256,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-02-06 12:10:00,2012-02-06 16:02:00,100,Spinner,ID4385,D,15,0,0,0,12,6,2,0,240.0,663,3,0,0,62,11,9,232.0,14742.0,6044.0
Case 256,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-06 12:12:00,2012-02-06 17:53:00,100,Spinner,ID0420,D,28,0,0,0,12,6,2,0,2.0,691,3,0,0,62,11,9,341.0,14742.0,5812.0
Case 256,Lapping - Machine 1,Machine 1 - Lapping,2012-02-06 13:47:00,2012-02-06 15:20:00,100,Spinner,ID0998,D,32,0,0,0,13,6,2,0,95.0,723,3,0,0,62,11,9,93.0,14742.0,5471.0
Case 256,Turning & Milling Q.C.,Quality Check 1,2012-02-06 15:00:00,2012-02-06 16:00:00,100,Spinner,ID4287,D,16,1,0,0,15,6,2,0,73.0,739,4,0,1,62,11,9,60.0,14742.0,5378.0
Case 256,Round Grinding - Q.C.,Quality Check 1,2012-02-06 16:00:00,2012-02-06 18:00:00,100,Spinner,ID4287,D,0,0,0,0,16,6,2,0,60.0,739,4,0,0,62,11,9,120.0,14742.0,5318.0
