Case ID,Activity,Concurrent Case Count,Avg Qty Completed by Others,Avg Qty Rejected by Others,Avg Duration of Concurrent Cases,Active Resources Count,Total Qty Completed by Others,Completion Time (minutes)
Case 238,Turning & Milling - Machine 4,2,50.0,0.5,125.0,2,100,120.0
Case 238,Turning & Milling - Machine 4,1,0.0,0.0,180.0,1,0,660.0
Case 238,Turning & Milling - Machine 4,0,,,,0,0,75.0
Case 238,Turning & Milling - Machine 4,0,,,,0,0,8.0
Case 238,Turning & Milling Q.C.,0,,,,0,0,87.0
Case 238,Turning & Milling - Machine 4,0,,,,0,0,350.0
Case 238,Turning & Milling - Machine 4,1,1.0,0.0,50.0,1,1,618.0
Case 238,Turning & Milling Q.C.,0,,,,0,0,39.0
Case 238,Turning & Milling - Machine 4,1,24.0,0.0,419.0,1,24,650.0
Case 238,Turning & Milling - Machine 4,1,18.0,0.0,619.0,1,18,11.0
Case 238,Turning & Milling - Machine 4,0,,,,0,0,627.0
Case 238,Turning & Milling - Machine 4,0,,,,0,0,643.0
Case 238,Turning & Milling Q.C.,1,22.0,0.0,540.0,1,22,83.0
Case 238,Turning & Milling Q.C.,1,0.0,0.0,88.0,1,0,32.0
Case 238,Laser Marking - Machine 7,0,,,,0,0,199.0
Case 238,Round Grinding - Machine 3,0,,,,0,0,51.0
Case 238,Round Grinding - Machine 3,0,,,,0,0,243.0
Case 238,Round Grinding - Machine 3,5,9.6,0.0,182.0,4,48,10.0
Case 238,Turning & Milling Q.C.,0,,,,0,0,307.0
Case 238,Round Grinding - Machine 3,2,14.5,0.0,57.5,2,29,393.0
Case 238,Round Grinding - Machine 3,0,,,,0,0,172.0
Case 238,Round Grinding - Machine 3,1,1.0,0.0,211.0,1,1,647.0
Case 238,Round Grinding - Machine 3,2,0.5,0.5,103.5,1,1,625.0
Case 238,Round Grinding - Machine 3,0,,,,0,0,80.0
Case 238,Round Grinding - Machine 2,0,,,,0,0,43.0
Case 238,Round Grinding - Machine 2,4,8.25,0.0,309.25,4,33,5.0
Case 238,Round Grinding - Machine 2,0,,,,0,0,45.0
Case 238,Round Grinding - Machine 2,2,0.5,0.0,243.0,1,1,540.0
Case 238,Round Grinding - Machine 2,1,10.0,0.0,132.0,1,10,385.0
Case 238,Round Grinding - Machine 2,4,18.2,0.0,60.0,1,91,75.0
Case 238,Final Inspection Q.C.,2,16.5,0.0,127.0,1,33,302.0
Case 238,Final Inspection Q.C.,1,10.0,0.0,38.0,1,10,80.0
Case 238,Packing,6,16.25,0.0,63.75,2,130,60.0
Case 239,Turning & Milling - Machine 6,1,28.0,0.0,424.0,1,28,462.0
Case 239,Turning & Milling - Machine 6,0,,,,0,0,49.0
Case 239,Turning & Milling - Machine 6,0,,,,0,0,188.0
Case 239,Turning & Milling Q.C.,0,,,,0,0,26.0
Case 239,Turning & Milling - Machine 6,1,20.0,0.0,70.0,1,20,322.0
Case 239,Turning & Milling Q.C.,1,3.0,0.0,107.0,1,3,125.0
Case 239,Nitration Q.C.,0,,,,0,0,3.0
Case 239,Laser Marking - Machine 7,0,,,,0,0,13.0
Case 239,Lapping - Machine 1,1,97.0,0.0,178.0,1,97,61.0
Case 239,Final Inspection Q.C.,0,,,,0,0,221.0
Case 239,Final Inspection Q.C.,0,,,,0,0,75.0
Case 239,Packing,7,25.11111111111111,0.0,65.0,3,226,60.0
Case 24,Turning & Milling - Machine 5,1,17.0,0.0,222.0,1,17,203.0
Case 24,Turning & Milling - Machine 5,0,,,,0,0,278.0
Case 24,Turning & Milling Q.C.,1,0.0,0.0,77.5,1,0,211.0
Case 24,Laser Marking - Machine 7,1,0.0,2.0,30.0,1,0,75.0
Case 24,Round Grinding - Machine 23,0,,,,0,0,240.0
Case 24,Lapping - Machine 1,0,,,,0,0,1.0
Case 24,Round Grinding - Q.C.,0,,,,0,0,75.0
Case 24,Round Grinding - Machine 3,0,,,,0,0,173.0
Case 24,Lapping - Machine 1,1,0.0,0.0,141.0,1,0,146.0
Case 24,Lapping - Machine 1,1,0.0,0.0,50.0,1,0,75.0
Case 24,Lapping - Machine 1,1,0.0,0.0,50.0,1,0,29.0
Case 24,Round Grinding - Machine 3,1,0.0,0.0,50.0,1,0,141.0
Case 24,Final Inspection Q.C.,0,,,,0,0,120.0
Case 24,Final Inspection Q.C.,0,,,,0,0,120.0
Case 24,Packing,13,53.86666666666667,0.0,65.0,3,808,60.0
Case 240,Turning & Milling - Machine 6,0,,,,0,0,218.0
Case 240,Turning & Milling - Machine 6,7,14.0,0.2857142857142857,288.7142857142857,6,98,479.0
Case 240,Turning & Milling - Machine 6,0,,,,0,0,190.0
Case 240,Turning & Milling - Machine 6,0,,,,0,0,651.0
Case 240,Turning & Milling - Machine 6,4,11.5,0.0,278.0,4,46,526.0
Case 240,Turning & Milling - Machine 6,1,10.0,0.0,205.0,1,10,215.0
Case 240,Flat Grinding - Machine 11,6,31.125,0.0,82.375,3,249,75.0
Case 240,Turning & Milling Q.C.,0,,,,0,0,1.0
Case 240,Laser Marking - Machine 7,0,,,,0,0,40.0
Case 240,Flat Grinding - Machine 11,0,,,,0,0,42.0
Case 240,Packing,4,33.333333333333336,0.0,65.0,2,200,60.0
Case 240,Turning & Milling - Machine 6,0,,,,0,0,122.0
Case 240,Lapping - Machine 1,1,30.0,0.0,98.0,1,30,53.0
Case 240,Turning & Milling - Machine 6,1,2.0,0.0,382.0,1,2,389.0
Case 240,Final Inspection Q.C.,0,,,,0,0,195.0
Case 240,Final Inspection Q.C.,2,64.33333333333333,0.0,129.33333333333334,2,193,75.0
Case 240,Turning & Milling Q.C.,0,,,,0,0,1.0
Case 240,Laser Marking - Machine 7,1,10.0,0.0,154.0,1,10,125.0
Case 240,Turning & Milling Q.C.,0,,,,0,0,3.0
Case 240,Flat Grinding - Machine 11,0,,,,0,0,95.0
Case 240,Lapping - Machine 1,6,10.5,0.0,65.0,3,63,75.0
Case 240,Lapping - Machine 1,2,0.0,0.5,52.5,1,0,47.0
Case 240,Lapping - Machine 1,1,0.0,0.0,140.0,1,0,61.0
Case 240,Final Inspection Q.C.,0,,,,0,0,55.0
Case 240,Final Inspection Q.C.,0,,,,0,0,75.0
Case 240,Final Inspection Q.C.,0,,,,0,0,75.0
Case 240,Packing,3,22.4,0.0,69.0,3,112,60.0
Case 241,Turning & Milling - Machine 6,4,20.0,0.0,65.0,2,120,75.0
Case 241,Turning & Milling - Machine 6,3,42.666666666666664,0.0,76.33333333333333,2,128,75.0
Case 241,Turning & Milling - Machine 6,1,105.0,0.0,647.0,1,105,211.0
Case 241,Turning & Milling Q.C.,3,36.333333333333336,0.0,401.3333333333333,3,109,177.0
Case 241,Turning & Milling - Machine 6,1,251.0,0.0,152.0,1,251,170.0
Case 241,Turning & Milling - Machine 6,0,,,,0,0,321.0
Case 241,Turning & Milling Q.C.,3,27.4,0.2,271.0,3,137,100.0
Case 241,Laser Marking - Machine 7,1,0.0,0.0,287.0,1,0,72.0
Case 241,Flat Grinding - Machine 11,0,,,,0,0,75.0
Case 241,Lapping - Machine 1,0,,,,0,0,75.0
Case 241,Final Inspection Q.C.,0,,,,0,0,203.0
Case 241,Packing,0,,,,0,0,60.0
Case 242,Turning & Milling - Machine 6,3,11.0,0.0,293.3333333333333,3,33,439.0
Case 242,Turning & Milling - Machine 6,1,10.0,0.0,100.0,1,10,91.0
Case 242,Turning & Milling - Machine 6,0,,,,0,0,222.0
Case 242,Turning & Milling - Machine 6,3,0.0,0.0,72.33333333333333,3,0,390.0
Case 242,Turning & Milling - Machine 6,1,0.0,0.0,189.0,1,0,49.0
Case 242,Turning & Milling Q.C.,1,0.0,0.0,302.0,1,0,119.0
Case 242,Turning & Milling Q.C.,2,4.5,0.0,121.5,2,9,1.0
Case 242,Lapping - Machine 1,4,16.75,0.0,127.5,4,67,75.0
Case 242,Turning & Milling - Machine 6,1,24.0,0.0,233.0,1,24,205.0
Case 242,Laser Marking - Machine 7,0,,,,0,0,16.0
Case 242,Lapping - Machine 1,2,8.5,0.0,417.5,2,17,99.0
Case 242,Turning & Milling - Machine 6,0,,,,0,0,138.0
Case 242,Round Grinding - Manual,0,,,,0,0,105.0
Case 242,Round Grinding - Manual,0,,,,0,0,520.0
Case 242,Turning & Milling - Machine 6,1,4.0,0.0,60.0,1,4,362.0
Case 242,Round Grinding - Machine 12,6,8.333333333333334,0.0,65.0,3,50,75.0
Case 242,Turning & Milling Q.C.,2,18.0,0.5,114.0,2,36,30.0
Case 242,Round Grinding - Machine 12,2,18.0,0.5,114.0,2,36,547.0
Case 242,Round Grinding - Manual,2,18.0,0.5,114.0,2,36,547.0
Case 242,Laser Marking - Machine 7,1,0.0,0.0,721.0,1,0,45.0
Case 242,Lapping - Machine 1,1,0.0,0.0,460.0,1,0,72.0
Case 242,Final Inspection Q.C.,0,,,,0,0,120.0
Case 242,Round Grinding - Manual,1,0.0,0.0,176.0,1,0,524.0
Case 242,Round Grinding - Machine 12,1,1.0,0.0,188.0,1,1,500.0
Case 242,Packing,5,22.5,0.0,63.75,2,180,60.0
Case 242,Final Inspection Q.C.,4,6.5,0.0,264.25,3,26,19.0
Case 242,Final Inspection Q.C.,0,,,,0,0,120.0
Case 242,Packing,6,52.0,0.0,63.75,2,416,60.0
Case 242,Final Inspection Q.C.,0,,,,0,0,30.0
Case 243,Turning & Milling - Machine 6,1,22.0,0.0,122.0,1,22,238.0
Case 243,Turning & Milling - Machine 6,5,18.2,0.0,227.0,4,91,240.0
Case 243,Turning & Milling Q.C.,0,,,,0,0,138.0
Case 243,Turning & Milling - Machine 6,0,,,,0,0,338.0
Case 243,Turning & Milling Q.C.,0,,,,0,0,126.0
Case 243,Laser Marking - Machine 7,1,0.0,0.0,262.0,1,0,54.0
Case 243,Lapping - Machine 1,0,,,,0,0,130.0
Case 243,Round Grinding - Machine 2,1,0.0,0.0,40.0,1,0,147.0
Case 243,Round Grinding - Machine 2,0,,,,0,0,78.0
Case 243,Final Inspection Q.C.,0,,,,0,0,357.0
Case 243,Final Inspection Q.C.,0,,,,0,0,262.0
Case 243,Packing,4,11.25,0.0,71.25,4,45,60.0
Case 243,Final Inspection Q.C.,3,11.333333333333334,0.0,237.0,2,34,75.0
Case 244,Lapping - Machine 1,0,,,,0,0,34.0
Case 244,Lapping - Machine 1,4,1.2,0.2,177.6,2,6,75.0
Case 244,Round Grinding - Machine 12,1,0.0,0.0,31.0,1,0,98.0
Case 244,Round Grinding - Machine 12,0,,,,0,0,364.0
Case 244,Round Grinding - Machine 12,5,16.0,0.2,338.8,4,80,262.0
Case 244,Final Inspection Q.C.,0,,,,0,0,100.0
Case 244,Round Grinding - Machine 12,0,,,,0,0,78.0
Case 244,Round Grinding - Machine 12,1,12.0,0.0,73.0,1,12,87.0
Case 244,Final Inspection Q.C.,0,,,,0,0,210.0
Case 244,Final Inspection Q.C.,0,,,,0,0,27.0
Case 244,Packing,7,15.125,0.0,63.75,3,121,60.0
Case 245,Turning & Milling - Machine 9,3,4.333333333333333,0.3333333333333333,391.0,3,13,1430.0
Case 245,Turning & Milling - Machine 9,0,,,,0,0,75.0
Case 245,Turning & Milling Q.C.,0,,,,0,0,74.0
Case 245,Turning & Milling - Machine 9,1,20.0,0.0,330.0,1,20,102.0
Case 245,Turning & Milling - Machine 9,0,,,,0,0,83.0
Case 245,Turning & Milling - Machine 9,1,26.0,0.0,625.0,1,26,428.0
Case 245,Turning & Milling - Machine 9,0,,,,0,0,109.0
Case 245,Turning & Milling Q.C.,0,,,,0,0,60.0
Case 245,Laser Marking - Machine 7,0,,,,0,0,8.0
Case 245,Lapping - Machine 1,4,16.75,0.0,127.5,4,67,75.0
Case 245,Round Grinding - Manual,0,,,,0,0,340.0
Case 245,Lapping - Machine 1,0,,,,0,0,104.0
Case 245,Round Grinding - Manual,1,2.0,0.0,48.0,1,2,120.0
Case 245,Round Grinding - Manual,2,20.0,0.0,385.5,2,40,635.0
Case 245,Round Grinding - Manual,1,53.0,0.0,637.0,1,53,634.0
Case 245,Final Inspection Q.C.,3,8.0,0.0,73.66666666666667,2,24,500.0
Case 245,Packing,5,29.6,0.0,134.0,3,148,60.0
Case 246,Turning & Milling - Machine 9,1,0.0,0.0,120.0,1,0,420.0
Case 246,Turning & Milling - Machine 9,1,144.0,0.0,60.0,1,144,460.0
Case 246,Turning & Milling - Machine 9,0,,,,0,0,75.0
Case 246,Turning & Milling Q.C.,3,23.0,0.0,253.33333333333334,2,69,100.0
Case 246,Laser Marking - Machine 7,0,,,,0,0,42.0
Case 246,Flat Grinding - Machine 11,1,11.0,0.0,321.0,1,11,415.0
Case 246,Flat Grinding - Machine 11,4,3.8,0.0,60.0,1,19,75.0
Case 246,Flat Grinding - Machine 11,0,,,,0,0,139.0
Case 246,Final Inspection Q.C.,0,,,,0,0,83.0
Case 246,Packing,6,10.5,0.0,70.0,4,63,60.0
Case 248,Turning & Milling - Machine 9,0,,,,0,0,318.0
Case 248,Turning & Milling - Machine 9,0,,,,0,0,111.0
Case 248,Turning & Milling - Machine 9,1,7.0,0.0,122.0,1,7,344.0
Case 248,Lapping - Machine 1,4,25.25,0.0,71.25,4,101,75.0
Case 248,Turning & Milling Q.C.,2,100.5,0.0,38.0,2,201,60.0
Case 248,Laser Marking - Machine 7,1,0.0,0.0,144.0,1,0,69.0
Case 248,Flat Grinding - Machine 11,1,7.0,0.0,75.0,1,7,75.0
Case 248,Flat Grinding - Machine 11,0,,,,0,0,179.0
Case 248,Lapping - Machine 1,0,,,,0,0,107.0
Case 248,Round Grinding - Machine 2,0,,,,0,0,144.0
Case 248,Round Grinding - Machine 2,0,,,,0,0,23.0
Case 248,Round Grinding - Machine 2,3,19.666666666666668,0.0,382.6666666666667,3,59,279.0
Case 248,Final Inspection Q.C.,0,,,,0,0,161.0
Case 248,Packing,5,10.0,0.0,66.0,3,50,60.0
Case 248,Final Inspection Q.C.,6,5.5,0.6666666666666666,247.66666666666666,5,33,84.0
Case 249,Turning & Milling - Machine 8,0,,,,0,0,422.0
Case 249,Turning & Milling - Machine 8,1,0.0,0.0,54.0,1,0,54.0
Case 249,Turning & Milling Q.C.,1,7.0,0.0,356.0,1,7,48.0
Case 249,Turning & Milling - Machine 8,0,,,,0,0,292.0
Case 249,Turning & Milling - Machine 8,0,,,,0,0,506.0
Case 249,Turning & Milling - Machine 8,0,,,,0,0,129.0
Case 249,Turning & Milling Q.C.,5,5.8,0.0,255.0,5,29,100.0
Case 249,Flat Grinding - Machine 11,1,0.0,0.0,77.0,1,0,149.0
Case 249,Lapping - Machine 1,0,,,,0,0,74.0
Case 249,Round Grinding - Manual,1,18.0,0.0,40.0,1,18,44.0
Case 249,Round Grinding - Machine 2,0,,,,0,0,234.0
Case 249,Round Grinding - Machine 2,0,,,,0,0,74.0
Case 249,Round Grinding - Machine 2,5,4.6,0.8,201.0,3,23,540.0
Case 249,Round Grinding - Machine 2,1,8.0,0.0,4.0,1,8,111.0
Case 249,Round Grinding - Machine 2,0,,,,0,0,364.0
Case 249,Final Inspection Q.C.,2,0.0,0.0,97.0,2,0,250.0
Case 249,Laser Marking - Machine 7,2,0.5,0.0,168.0,2,1,1.0
Case 249,Laser Marking - Machine 7,2,0.5,0.0,168.0,2,1,51.0
Case 249,Packing,3,14.333333333333334,0.0,127.5,6,86,60.0
Case 249,Final Inspection Q.C.,0,,,,0,0,35.0
Case 25,Turning & Milling - Machine 5,1,10.0,0.0,436.0,1,10,233.0
Case 25,Turning & Milling - Machine 5,0,,,,0,0,194.0
Case 25,Turning & Milling - Machine 5,1,15.0,0.0,72.0,1,15,287.0
Case 25,Turning & Milling - Machine 5,0,,,,0,0,517.0
Case 25,Turning & Milling - Machine 5,0,,,,0,0,101.0
Case 25,Turning & Milling - Machine 5,0,,,,0,0,145.0
Case 25,Turning & Milling Q.C.,2,15.0,0.0,330.0,2,30,100.0
Case 25,Laser Marking - Machine 7,3,12.0,0.0,260.3333333333333,2,36,24.0
Case 25,Lapping - Machine 1,7,26.88888888888889,0.0,63.333333333333336,3,242,75.0
Case 25,Lapping - Machine 1,1,0.0,0.0,230.0,1,0,5.0
Case 25,Round Grinding - Manual,0,,,,0,0,75.0
Case 25,Round Grinding - Manual,0,,,,0,0,150.0
Case 25,Lapping - Machine 1,0,,,,0,0,55.0
Case 25,Round Grinding - Manual,0,,,,0,0,257.0
Case 25,Round Grinding - Manual,2,15.5,0.0,67.0,2,31,469.0
Case 25,Round Grinding - Manual,0,,,,0,0,64.0
Case 25,Round Grinding - Manual,1,20.0,0.0,7.0,1,20,240.0
Case 25,Round Grinding - Q.C.,0,,,,0,0,160.0
Case 25,Round Grinding - Q.C.,0,,,,0,0,40.0
Case 25,Round Grinding - Q.C.,2,19.5,0.5,31.0,2,39,90.0
Case 25,Lapping - Machine 1,1,0.0,0.0,61.0,1,0,23.0
Case 25,Round Grinding - Machine 3,1,0.0,0.0,128.0,1,0,131.0
Case 25,Round Grinding - Machine 3,0,,,,0,0,70.0
Case 25,Final Inspection Q.C.,1,0.0,0.0,146.0,1,0,30.0
Case 250,Milling - Machine 16,0,,,,0,0,510.0
Case 250,Milling - Machine 16,0,,,,0,0,240.0
Case 250,Final Inspection Q.C.,2,5.0,0.0,295.5,2,10,350.0
Case 250,Milling - Machine 16,2,5.0,0.0,295.5,2,10,540.0
Case 250,Milling - Machine 16,2,23.666666666666668,0.0,667.3333333333334,3,71,360.0
Case 250,Milling - Machine 16,1,3.0,0.0,100.0,1,3,670.0
Case 250,Laser Marking - Machine 7,1,9.0,1.0,75.0,1,9,75.0
Case 250,Final Inspection Q.C.,5,4.4,0.2,213.6,4,22,100.0
Case 250,Final Inspection Q.C.,5,4.4,0.2,213.6,4,22,100.0
Case 250,Final Inspection Q.C.,2,13.0,0.0,390.0,2,26,19.0
Case 250,Final Inspection Q.C.,1,0.0,0.0,230.0,1,0,230.0
Case 250,Final Inspection Q.C.,2,0.0,0.0,111.0,1,0,90.0
Case 250,Final Inspection Q.C.,0,,,,0,0,180.0
Case 250,Packing,1,5.0,0.0,60.0,1,5,60.0
Case 251,Turning & Milling - Machine 5,1,0.0,0.0,5.0,1,0,71.0
Case 251,Turning & Milling - Machine 5,1,38.0,0.0,663.0,1,38,278.0
Case 251,Turning & Milling - Machine 5,1,9.0,0.0,60.0,1,9,88.0
Case 251,Turning & Milling Q.C.,5,2.8333333333333335,0.16666666666666666,197.83333333333334,4,17,81.0
Case 251,Laser Marking - Machine 7,0,,,,0,0,12.0
Case 251,Turning & Milling Q.C.,0,,,,0,0,80.0
Case 251,Lapping - Machine 1,1,0.0,0.0,175.0,1,0,20.0
Case 251,Round Grinding - Machine 23,0,,,,0,0,107.0
Case 251,Final Inspection Q.C.,0,,,,0,0,230.0
Case 251,Final Inspection Q.C.,1,91.0,0.0,120.0,1,91,100.0
Case 251,Round Grinding - Machine 23,0,,,,0,0,114.0
Case 251,Packing,7,46.6,0.0,60.0,1,466,60.0
Case 251,Final Inspection Q.C.,0,,,,0,0,90.0
Case 251,Final Inspection Q.C.,0,,,,0,0,15.0
Case 252,Turning & Milling - Machine 6,0,,,,0,0,13.0
Case 252,Turning & Milling - Machine 6,1,13.0,0.0,243.0,1,13,137.0
Case 252,Turning & Milling - Machine 6,1,13.0,0.0,243.0,1,13,148.0
Case 252,Turning & Milling Q.C.,0,,,,0,0,27.0
Case 252,Turning & Milling - Machine 6,2,0.0,0.0,65.0,1,0,413.0
Case 252,Turning & Milling Q.C.,0,,,,0,0,2.0
Case 252,Laser Marking - Machine 7,1,0.0,0.0,121.0,1,0,20.0
Case 252,Lapping - Machine 1,0,,,,0,0,100.0
Case 252,Final Inspection Q.C.,0,,,,0,0,37.0
Case 252,Final Inspection Q.C.,3,10.333333333333334,0.0,261.6666666666667,2,31,1.0
Case 252,Packing,7,25.555555555555557,0.0,65.0,3,230,60.0
Case 253,Turning & Milling - Machine 9,1,2.0,0.0,275.0,1,2,208.0
Case 253,Turning & Milling - Machine 9,0,,,,0,0,66.0
Case 253,Turning & Milling Q.C.,1,0.0,0.0,225.0,1,0,59.0
Case 253,Turning & Milling - Machine 9,1,2.0,0.0,510.0,1,2,156.0
Case 253,Turning & Milling Q.C.,2,25.5,0.0,72.5,2,51,60.0
Case 253,Laser Marking - Machine 7,0,,,,0,0,17.0
Case 253,Lapping - Machine 1,0,,,,0,0,151.0
Case 253,Lapping - Machine 1,0,,,,0,0,75.0
Case 253,Flat Grinding - Machine 11,0,,,,0,0,0.0
Case 253,Lapping - Machine 1,3,11.25,0.0,67.5,2,45,75.0
Case 253,Laser Marking - Machine 7,0,,,,0,0,75.0
Case 253,Final Inspection Q.C.,1,22.0,0.0,21.0,1,22,12.0
Case 253,Packing,4,21.0,0.0,69.0,3,105,60.0
Case 253,Packing,4,21.0,0.0,69.0,3,105,60.0
Case 254,Laser Marking - Machine 7,0,,,,0,0,120.0
Case 254,Flat Grinding - Machine 11,2,5.0,0.5,125.0,2,10,120.0
Case 254,Flat Grinding - Machine 11,0,,,,0,0,79.0
Case 254,Flat Grinding - Machine 11,0,,,,0,0,86.0
Case 254,Final Inspection Q.C.,1,39.0,0.0,30.0,1,39,31.0
Case 254,Packing,3,8.0,0.0,63.666666666666664,2,24,60.0
Case 254,Final Inspection Q.C.,0,,,,0,0,1.0
Case 255,Turning - Machine 8,2,0.0,0.0,285.0,2,0,660.0
Case 255,Turning Q.C.,1,0.0,0.0,130.0,1,0,75.0
Case 255,Laser Marking - Machine 7,0,,,,0,0,45.0
Case 255,Final Inspection Q.C.,0,,,,0,0,60.0
Case 255,Packing,4,13.333333333333334,0.0,67.5,3,80,60.0
Case 256,Turning - Machine 8,2,2.0,0.0,91.0,2,4,90.0
Case 256,Turning - Machine 8,2,28.0,0.0,425.5,2,56,353.0
Case 256,Turning - Machine 8,0,,,,0,0,257.0
Case 256,Turning Q.C.,0,,,,0,0,140.0
Case 256,Turning - Machine 8,2,0.0,0.5,271.5,1,0,120.0
Case 256,Turning - Machine 8,0,,,,0,0,80.0
Case 256,Turning - Machine 8,0,,,,0,0,31.0
Case 256,Turning - Machine 8,0,,,,0,0,4.0
Case 256,Turning - Machine 8,1,1.0,0.0,147.0,1,1,621.0
Case 256,Turning - Machine 8,1,4.0,0.0,80.0,1,4,469.0
Case 256,Turning Q.C.,0,,,,0,0,110.0
Case 256,Turning & Milling - Machine 10,1,10.0,0.0,20.0,1,10,435.0
Case 256,Turning & Milling Q.C.,1,1.0,0.0,118.0,1,1,144.0
Case 256,Turning & Milling - Machine 10,1,0.0,9.0,235.0,1,0,232.0
Case 256,Turning & Milling Q.C.,1,0.0,0.0,230.0,1,0,180.0
Case 256,Turning & Milling - Machine 10,0,,,,0,0,251.0
Case 256,Turning & Milling - Machine 10,0,,,,0,0,409.0
Case 256,Turning & Milling - Machine 10,7,13.571428571428571,0.2857142857142857,325.14285714285717,6,95,224.0
Case 256,Turning & Milling - Machine 10,3,3.0,0.0,202.33333333333334,3,9,454.0
Case 256,Turning & Milling - Machine 10,0,,,,0,0,377.0
Case 256,Turning & Milling Q.C.,0,,,,0,0,207.0
Case 256,Turning & Milling - Machine 10,2,18.5,0.0,38.0,2,37,252.0
Case 256,Turning & Milling - Machine 10,4,29.0,0.0,179.0,4,116,311.0
Case 256,Turning & Milling Q.C.,0,,,,0,0,50.0
Case 256,Turning & Milling - Machine 10,0,,,,0,0,372.0
Case 256,Turning & Milling Q.C.,3,2.6666666666666665,0.6666666666666666,86.66666666666667,1,8,100.0
Case 256,Turning & Milling - Machine 10,1,7.0,0.0,636.0,1,7,638.0
Case 256,Lapping - Machine 1,0,,,,0,0,85.0
Case 256,Turning & Milling Q.C.,0,,,,0,0,56.0
Case 256,Turning & Milling - Machine 10,1,7.0,0.0,605.0,1,7,604.0
Case 256,Round Grinding - Machine 2,0,,,,0,0,60.0
Case 256,Turning & Milling - Machine 10,0,,,,0,0,431.0
Case 256,Turning & Milling Q.C.,0,,,,0,0,67.0
Case 256,Round Grinding - Machine 3,0,,,,0,0,242.0
Case 256,Round Grinding - Machine 2,0,,,,0,0,242.0
Case 256,Round Grinding - Machine 3,1,12.0,0.0,229.0,1,12,232.0
Case 256,Round Grinding - Machine 2,1,12.0,0.0,229.0,1,12,341.0
Case 256,Lapping - Machine 1,0,,,,0,0,93.0
Case 256,Turning & Milling Q.C.,0,,,,0,0,60.0
Case 256,Round Grinding - Q.C.,0,,,,0,0,120.0
Case 256,Round Grinding - Machine 3,0,,,,0,0,444.0
Case 256,Lapping - Machine 1,0,,,,0,0,34.0
Case 256,Round Grinding - Machine 2,0,,,,0,0,443.0
Case 256,Round Grinding - Machine 3,0,,,,0,0,190.0
Case 256,Round Grinding - Q.C.,1,0.0,0.0,100.0,1,0,540.0
Case 256,Round Grinding - Machine 3,2,0.0,0.0,87.0,1,0,524.0
Case 256,Round Grinding - Machine 2,2,0.0,0.0,231.5,2,0,46.0
Case 256,Round Grinding - Machine 3,1,29.0,0.0,374.0,1,29,169.0
Case 256,Round Grinding - Machine 3,0,,,,0,0,283.0
Case 256,Round Grinding - Machine 3,2,2.0,0.0,185.0,3,6,227.0
Case 256,Round Grinding - Q.C.,1,56.0,0.0,28.0,1,56,415.0
Case 256,Round Grinding - Q.C.,1,0.0,0.0,230.0,1,0,422.0
Case 256,Round Grinding - Q.C.,0,,,,0,0,131.0
Case 256,Round Grinding - Q.C.,1,15.0,0.0,173.0,1,15,544.0
Case 256,Laser Marking - Machine 7,0,,,,0,0,91.0
Case 256,Round Grinding - Q.C.,0,,,,0,0,180.0
Case 256,Round Grinding - Q.C.,2,0.5,0.0,264.5,2,1,70.0
Case 256,Laser Marking - Machine 7,0,,,,0,0,90.0
Case 256,Final Inspection Q.C.,1,49.0,0.0,24.0,1,49,54.0
Case 256,Final Inspection Q.C.,0,,,,0,0,121.0
Case 256,Packing,13,36.75,0.9375,65.625,6,588,60.0
Case 256,Final Inspection Q.C.,1,0.0,0.0,100.0,1,0,120.0
Case 257,Turning & Milling - Machine 5,0,,,,0,0,127.0
Case 257,Turning & Milling - Machine 5,0,,,,0,0,183.0
Case 257,Turning & Milling - Machine 5,0,,,,0,0,95.0
Case 257,Turning & Milling - Machine 5,0,,,,0,0,175.0
Case 257,Turning & Milling - Machine 5,0,,,,0,0,596.0
Case 257,Turning & Milling - Machine 5,2,5.5,0.0,649.0,2,11,239.0
Case 257,Turning & Milling - Machine 5,2,25.5,0.0,240.5,2,51,409.0
Case 257,Turning & Milling - Machine 5,0,,,,0,0,329.0
Case 257,Turning & Milling - Machine 5,1,35.0,0.0,1252.0,1,35,1255.0
Case 257,Turning & Milling - Machine 5,1,35.0,0.0,1252.0,1,35,540.0
Case 257,Turning & Milling - Machine 5,1,1.0,0.0,462.0,1,1,424.0
Case 257,Turning & Milling - Machine 5,7,15.625,0.0,61.875,2,125,75.0
Case 257,Turning & Milling - Machine 5,0,,,,0,0,363.0
Case 257,Turning & Milling Q.C.,0,,,,0,0,192.0
Case 257,Turning & Milling Q.C.,0,,,,0,0,7.0
Case 257,Laser Marking - Machine 7,0,,,,0,0,115.0
Case 257,Lapping - Machine 1,0,,,,0,0,290.0
Case 257,Lapping - Machine 1,0,,,,0,0,208.0
Case 257,Round Grinding - Machine 2,1,7.0,0.0,524.0,1,7,176.0
Case 257,Round Grinding - Machine 2,0,,,,0,0,463.0
Case 257,Round Grinding - Machine 2,4,4.5,0.0,132.0,2,18,548.0
Case 257,Lapping - Machine 1,0,,,,0,0,254.0
Case 257,Lapping - Machine 1,1,3.0,0.0,75.0,1,3,109.0
Case 257,Round Grinding - Machine 2,1,80.0,0.0,640.0,1,80,650.0
Case 257,Round Grinding - Machine 2,2,12.0,0.0,140.0,1,24,184.0
Case 257,Round Grinding - Machine 2,2,12.0,0.0,140.0,1,24,28.0
