Case ID,Activity,Last Qty Completed,Last Qty Rejected,Completion Time (minutes)
Case 244,Final Inspection Q.C.,0,0,100.0
Case 244,Round Grinding - Machine 12,0,0,78.0
Case 244,Round Grinding - Machine 12,4,0,87.0
Case 244,Final Inspection Q.C.,0,1,210.0
Case 244,Final Inspection Q.C.,4,0,27.0
Case 244,Packing,4,0,60.0
Case 245,Turning & Milling - Machine 9,0,0,1430.0
Case 245,Turning & Milling - Machine 9,0,0,75.0
Case 245,Turning & Milling Q.C.,0,0,74.0
Case 245,Turning & Milling - Machine 9,1,0,102.0
Case 245,Turning & Milling - Machine 9,4,0,83.0
Case 245,Turning & Milling - Machine 9,1,0,428.0
Case 245,Turning & Milling - Machine 9,4,0,109.0
Case 245,Turning & Milling Q.C.,5,0,60.0
Case 245,Laser Marking - Machine 7,5,0,8.0
Case 245,Lapping - Machine 1,0,0,75.0
Case 245,Round Grinding - Manual,0,0,340.0
Case 245,Lapping - Machine 1,5,0,104.0
Case 245,Round Grinding - Manual,0,0,120.0
Case 245,Round Grinding - Manual,0,0,635.0
Case 245,Round Grinding - Manual,5,0,634.0
Case 245,Final Inspection Q.C.,4,1,500.0
Case 245,Packing,4,0,60.0
Case 246,Turning & Milling - Machine 9,10,0,420.0
Case 246,Turning & Milling - Machine 9,7,0,460.0
Case 246,Turning & Milling - Machine 9,14,0,75.0
Case 246,Turning & Milling Q.C.,31,2,100.0
Case 246,Laser Marking - Machine 7,31,0,42.0
Case 246,Flat Grinding - Machine 11,15,0,415.0
Case 246,Flat Grinding - Machine 11,0,0,75.0
Case 246,Flat Grinding - Machine 11,16,0,139.0
Case 246,Final Inspection Q.C.,31,0,83.0
Case 246,Packing,31,0,60.0
Case 248,Turning & Milling - Machine 9,1,0,318.0
Case 248,Turning & Milling - Machine 9,7,0,111.0
Case 248,Turning & Milling - Machine 9,16,0,344.0
Case 248,Lapping - Machine 1,0,0,75.0
Case 248,Turning & Milling Q.C.,24,0,60.0
Case 248,Laser Marking - Machine 7,24,0,69.0
Case 248,Flat Grinding - Machine 11,10,0,75.0
Case 248,Flat Grinding - Machine 11,14,0,179.0
Case 248,Lapping - Machine 1,24,0,107.0
Case 248,Round Grinding - Machine 2,0,0,144.0
Case 248,Round Grinding - Machine 2,2,0,23.0
Case 248,Round Grinding - Machine 2,22,0,279.0
Case 248,Final Inspection Q.C.,0,1,161.0
Case 248,Packing,23,0,60.0
Case 248,Final Inspection Q.C.,23,0,84.0
Case 249,Turning & Milling - Machine 8,1,0,422.0
Case 249,Turning & Milling - Machine 8,0,0,54.0
Case 249,Turning & Milling Q.C.,0,0,48.0
Case 249,Turning & Milling - Machine 8,18,0,292.0
Case 249,Turning & Milling - Machine 8,38,0,506.0
Case 249,Turning & Milling - Machine 8,6,0,129.0
Case 249,Turning & Milling Q.C.,63,0,100.0
Case 249,Flat Grinding - Machine 11,63,0,149.0
Case 249,Lapping - Machine 1,63,0,74.0
Case 249,Round Grinding - Manual,0,0,44.0
Case 249,Round Grinding - Machine 2,0,0,234.0
Case 249,Round Grinding - Machine 2,5,0,74.0
Case 249,Round Grinding - Machine 2,29,0,540.0
Case 249,Round Grinding - Machine 2,7,0,111.0
Case 249,Round Grinding - Machine 2,22,0,364.0
Case 249,Final Inspection Q.C.,0,0,250.0
Case 249,Laser Marking - Machine 7,1,0,1.0
Case 249,Laser Marking - Machine 7,62,0,51.0
Case 249,Packing,62,0,60.0
Case 249,Final Inspection Q.C.,62,1,35.0
Case 25,Turning & Milling - Machine 5,4,0,233.0
Case 25,Turning & Milling - Machine 5,9,0,194.0
Case 25,Turning & Milling - Machine 5,0,0,287.0
Case 25,Turning & Milling - Machine 5,1,0,517.0
Case 25,Turning & Milling - Machine 5,7,0,101.0
Case 25,Turning & Milling - Machine 5,5,0,145.0
Case 25,Turning & Milling Q.C.,13,0,100.0
Case 25,Laser Marking - Machine 7,13,0,24.0
Case 25,Lapping - Machine 1,0,0,75.0
Case 25,Lapping - Machine 1,1,0,5.0
Case 25,Round Grinding - Manual,0,0,75.0
Case 25,Round Grinding - Manual,0,0,150.0
Case 25,Lapping - Machine 1,12,0,55.0
Case 25,Round Grinding - Manual,1,0,257.0
Case 25,Round Grinding - Manual,5,0,469.0
Case 25,Round Grinding - Manual,2,0,64.0
Case 25,Round Grinding - Manual,5,0,240.0
Case 25,Round Grinding - Q.C.,13,0,160.0
Case 25,Round Grinding - Q.C.,0,0,40.0
Case 25,Round Grinding - Q.C.,0,0,90.0
Case 25,Lapping - Machine 1,2,0,23.0
Case 25,Round Grinding - Machine 3,0,0,131.0
Case 25,Round Grinding - Machine 3,2,0,70.0
Case 25,Final Inspection Q.C.,0,2,30.0
Case 250,Milling - Machine 16,0,0,510.0
Case 250,Milling - Machine 16,0,0,240.0
Case 250,Final Inspection Q.C.,0,0,350.0
Case 250,Milling - Machine 16,8,0,540.0
Case 250,Milling - Machine 16,7,0,360.0
Case 250,Milling - Machine 16,17,0,670.0
Case 250,Laser Marking - Machine 7,32,0,75.0
Case 250,Final Inspection Q.C.,0,0,100.0
Case 250,Final Inspection Q.C.,0,0,100.0
Case 250,Final Inspection Q.C.,32,0,19.0
Case 250,Final Inspection Q.C.,0,0,230.0
Case 250,Final Inspection Q.C.,0,0,90.0
Case 250,Final Inspection Q.C.,0,0,180.0
Case 250,Packing,32,0,60.0
Case 251,Turning & Milling - Machine 5,0,0,71.0
Case 251,Turning & Milling - Machine 5,1,0,278.0
Case 251,Turning & Milling - Machine 5,4,0,88.0
Case 251,Turning & Milling Q.C.,5,0,81.0
Case 251,Laser Marking - Machine 7,5,0,12.0
Case 251,Turning & Milling Q.C.,0,0,80.0
Case 251,Lapping - Machine 1,5,0,20.0
Case 251,Round Grinding - Machine 23,5,0,107.0
Case 251,Final Inspection Q.C.,0,0,230.0
Case 251,Final Inspection Q.C.,0,0,100.0
Case 251,Round Grinding - Machine 23,0,0,114.0
Case 251,Packing,5,0,60.0
Case 251,Final Inspection Q.C.,0,0,90.0
Case 251,Final Inspection Q.C.,5,0,15.0
Case 252,Turning & Milling - Machine 6,2,0,13.0
Case 252,Turning & Milling - Machine 6,0,0,137.0
Case 252,Turning & Milling - Machine 6,0,0,148.0
Case 252,Turning & Milling Q.C.,0,0,27.0
Case 252,Turning & Milling - Machine 6,10,0,413.0
Case 252,Turning & Milling Q.C.,12,0,2.0
Case 252,Laser Marking - Machine 7,12,0,20.0
Case 252,Lapping - Machine 1,12,0,100.0
Case 252,Final Inspection Q.C.,0,0,37.0
Case 252,Final Inspection Q.C.,12,0,1.0
Case 252,Packing,12,0,60.0
Case 253,Turning & Milling - Machine 9,1,0,208.0
Case 253,Turning & Milling - Machine 9,2,0,66.0
Case 253,Turning & Milling Q.C.,0,0,59.0
Case 253,Turning & Milling - Machine 9,13,0,156.0
Case 253,Turning & Milling Q.C.,15,1,60.0
Case 253,Laser Marking - Machine 7,15,0,17.0
Case 253,Lapping - Machine 1,0,0,151.0
Case 253,Lapping - Machine 1,15,0,75.0
Case 253,Flat Grinding - Machine 11,15,0,0.0
Case 253,Lapping - Machine 1,0,0,75.0
Case 253,Laser Marking - Machine 7,0,0,75.0
Case 253,Final Inspection Q.C.,15,0,12.0
Case 253,Packing,3,0,60.0
Case 253,Packing,12,0,60.0
Case 254,Laser Marking - Machine 7,225,0,120.0
Case 254,Flat Grinding - Machine 11,100,0,120.0
Case 254,Flat Grinding - Machine 11,50,0,79.0
Case 254,Flat Grinding - Machine 11,75,0,86.0
Case 254,Final Inspection Q.C.,0,0,31.0
Case 254,Packing,225,0,60.0
Case 254,Final Inspection Q.C.,225,0,1.0
Case 255,Turning - Machine 8,40,0,660.0
Case 255,Turning Q.C.,40,0,75.0
Case 255,Laser Marking - Machine 7,40,0,45.0
Case 255,Final Inspection Q.C.,40,0,60.0
Case 255,Packing,40,0,60.0
Case 256,Turning - Machine 8,20,0,90.0
Case 256,Turning - Machine 8,45,0,353.0
Case 256,Turning - Machine 8,35,0,257.0
Case 256,Turning Q.C.,100,0,140.0
Case 256,Turning - Machine 8,0,0,120.0
Case 256,Turning - Machine 8,1,0,80.0
Case 256,Turning - Machine 8,0,0,31.0
Case 256,Turning - Machine 8,8,0,4.0
Case 256,Turning - Machine 8,26,0,621.0
Case 256,Turning - Machine 8,65,0,469.0
Case 256,Turning Q.C.,100,0,110.0
Case 256,Turning & Milling - Machine 10,1,0,435.0
Case 256,Turning & Milling Q.C.,0,0,144.0
Case 256,Turning & Milling - Machine 10,1,0,232.0
Case 256,Turning & Milling Q.C.,0,2,180.0
Case 256,Turning & Milling - Machine 10,8,0,251.0
Case 256,Turning & Milling - Machine 10,13,0,409.0
Case 256,Turning & Milling - Machine 10,4,0,224.0
Case 256,Turning & Milling - Machine 10,0,0,454.0
Case 256,Turning & Milling - Machine 10,8,0,377.0
Case 256,Turning & Milling Q.C.,32,1,207.0
Case 256,Turning & Milling - Machine 10,8,0,252.0
Case 256,Turning & Milling - Machine 10,8,0,311.0
Case 256,Turning & Milling Q.C.,16,0,50.0
Case 256,Turning & Milling - Machine 10,8,0,372.0
Case 256,Turning & Milling Q.C.,0,0,100.0
Case 256,Turning & Milling - Machine 10,17,0,638.0
Case 256,Lapping - Machine 1,48,0,85.0
Case 256,Turning & Milling Q.C.,16,0,56.0
Case 256,Turning & Milling - Machine 10,12,0,604.0
Case 256,Round Grinding - Machine 2,0,0,60.0
Case 256,Turning & Milling - Machine 10,12,0,431.0
Case 256,Turning & Milling Q.C.,16,0,67.0
Case 256,Round Grinding - Machine 3,0,0,242.0
Case 256,Round Grinding - Machine 2,20,0,242.0
Case 256,Round Grinding - Machine 3,15,0,232.0
Case 256,Round Grinding - Machine 2,28,0,341.0
Case 256,Lapping - Machine 1,32,0,93.0
Case 256,Turning & Milling Q.C.,16,1,60.0
Case 256,Round Grinding - Q.C.,0,0,120.0
Case 256,Round Grinding - Machine 3,21,0,444.0
Case 256,Lapping - Machine 1,16,0,34.0
Case 256,Round Grinding - Machine 2,45,0,443.0
Case 256,Round Grinding - Machine 3,11,0,190.0
Case 256,Round Grinding - Q.C.,0,0,540.0
Case 256,Round Grinding - Machine 3,28,0,524.0
Case 256,Round Grinding - Machine 2,3,0,46.0
Case 256,Round Grinding - Machine 3,1,0,169.0
Case 256,Round Grinding - Machine 3,10,0,283.0
Case 256,Round Grinding - Machine 3,10,0,227.0
Case 256,Round Grinding - Q.C.,0,0,415.0
Case 256,Round Grinding - Q.C.,0,2,422.0
Case 256,Round Grinding - Q.C.,0,0,131.0
Case 256,Round Grinding - Q.C.,65,0,544.0
Case 256,Laser Marking - Machine 7,65,0,91.0
Case 256,Round Grinding - Q.C.,20,0,180.0
Case 256,Round Grinding - Q.C.,6,0,70.0
Case 256,Laser Marking - Machine 7,26,0,90.0
Case 256,Final Inspection Q.C.,0,0,54.0
Case 256,Final Inspection Q.C.,0,0,121.0
Case 256,Packing,91,0,60.0
Case 256,Final Inspection Q.C.,91,0,120.0
Case 257,Turning & Milling - Machine 5,0,0,127.0
Case 257,Turning & Milling - Machine 5,1,0,183.0
Case 257,Turning & Milling - Machine 5,10,0,95.0
Case 257,Turning & Milling - Machine 5,20,0,175.0
Case 257,Turning & Milling - Machine 5,75,0,596.0
Case 257,Turning & Milling - Machine 5,18,0,239.0
Case 257,Turning & Milling - Machine 5,26,0,409.0
Case 257,Turning & Milling - Machine 5,23,0,329.0
Case 257,Turning & Milling - Machine 5,36,0,1255.0
Case 257,Turning & Milling - Machine 5,36,0,540.0
Case 257,Turning & Milling - Machine 5,28,0,424.0
Case 257,Turning & Milling - Machine 5,0,0,75.0
Case 257,Turning & Milling - Machine 5,27,0,363.0
Case 257,Turning & Milling Q.C.,148,1,192.0
Case 257,Turning & Milling Q.C.,0,1,7.0
Case 257,Laser Marking - Machine 7,148,0,115.0
Case 257,Lapping - Machine 1,0,0,290.0
Case 257,Lapping - Machine 1,75,0,208.0
Case 257,Round Grinding - Machine 2,0,0,176.0
Case 257,Round Grinding - Machine 2,22,0,463.0
Case 257,Round Grinding - Machine 2,20,0,548.0
Case 257,Lapping - Machine 1,0,0,254.0
Case 257,Lapping - Machine 1,52,0,109.0
Case 257,Round Grinding - Machine 2,25,0,650.0
Case 257,Round Grinding - Machine 2,3,0,184.0
Case 257,Round Grinding - Machine 2,1,0,28.0
Case 257,Round Grinding - Machine 2,13,0,284.0
Case 257,Round Grinding - Machine 2,0,0,24.0
Case 257,Round Grinding - Machine 2,16,0,338.0
Case 257,Round Grinding - Machine 2,19,0,398.0
Case 257,Round Grinding - Machine 2,2,0,38.0
Case 257,Round Grinding - Machine 2,0,0,28.0
Case 257,Final Inspection Q.C.,0,0,66.0
Case 257,Final Inspection Q.C.,0,0,173.0
Case 257,Final Inspection Q.C.,0,0,100.0
Case 257,Final Inspection Q.C.,41,0,100.0
Case 257,Final Inspection Q.C.,0,0,130.0
Case 257,Final Inspection Q.C.,0,0,235.0
Case 257,Packing,41,0,60.0
Case 257,Final Inspection Q.C.,0,0,100.0
Case 257,Packing,52,0,60.0
Case 257,Final Inspection Q.C.,52,0,105.0
Case 257,Final Inspection Q.C.,0,0,62.0
Case 257,Final Inspection Q.C.,0,0,140.0
Case 257,Final Inspection Q.C.,0,2,55.0
Case 257,Final Inspection Q.C.,0,3,50.0
Case 257,Packing,1,0,60.0
Case 257,Final Inspection Q.C.,0,0,10.0
Case 257,Grinding Rework - Machine 27,0,0,213.0
Case 257,Grinding Rework - Machine 27,0,0,65.0
Case 257,Lapping - Machine 1,19,0,345.0
Case 257,Round Grinding - Machine 2,7,0,160.0
Case 257,Round Grinding - Machine 2,19,0,282.0
Case 257,Round Grinding - Machine 2,1,0,21.0
Case 257,Packing,8,0,60.0
Case 257,Final Inspection Q.C.,8,0,60.0
Case 257,Grinding Rework - Machine 27,0,0,215.0
Case 257,Final Inspection Q.C.,16,0,230.0
Case 257,Final Inspection Q.C.,0,4,30.0
Case 257,Final Inspection Q.C.,0,1,15.0
Case 257,Final Inspection Q.C.,0,1,15.0
Case 257,Final Inspection Q.C.,0,1,15.0
Case 257,Packing,26,0,60.0
Case 257,Final Inspection Q.C.,10,0,50.0
Case 257,Grinding Rework - Machine 27,0,0,160.0
Case 257,Grinding Rework - Machine 27,0,0,17.0
Case 257,Lapping - Machine 1,2,0,148.0
Case 257,Final Inspection Q.C.,0,1,75.0
Case 257,Packing,5,0,60.0
Case 257,Final Inspection Q.C.,5,0,20.0
Case 257,Final Inspection Q.C.,0,2,28.0
Case 258,Turning & Milling - Machine 6,1,0,224.0
Case 258,Turning & Milling - Machine 6,1,0,109.0
Case 258,Turning & Milling - Machine 6,3,0,107.0
Case 258,Turning & Milling - Machine 6,0,0,26.0
Case 258,Turning & Milling - Machine 6,2,0,270.0
Case 258,Turning & Milling - Machine 6,5,0,47.0
Case 258,Turning & Milling - Machine 6,38,0,619.0
Case 258,Turning & Milling Q.C.,0,0,162.0
Case 258,Turning & Milling Q.C.,50,0,34.0
Case 258,Laser Marking - Machine 7,50,0,41.0
Case 258,Lapping - Machine 1,50,0,290.0
Case 258,Turning & Milling Q.C.,0,0,15.0
Case 258,Final Inspection Q.C.,0,0,309.0
Case 258,Final Inspection Q.C.,0,16,75.0
Case 258,Final Inspection Q.C.,34,0,75.0
Case 258,Packing,34,0,60.0
Case 259,Turning & Milling - Machine 10,0,0,240.0
Case 259,Turning & Milling - Machine 10,2,0,55.0
Case 259,Turning & Milling - Machine 10,18,0,430.0
Case 259,Turning & Milling - Machine 10,17,0,407.0
Case 259,Turning & Milling - Machine 10,4,0,80.0
Case 259,Turning & Milling - Machine 10,1,0,102.0
Case 259,Turning & Milling - Machine 10,1,0,16.0
Case 259,Turning & Milling - Machine 10,26,0,621.0
Case 259,Turning & Milling - Machine 10,1,0,122.0
Case 259,Turning & Milling - Machine 10,22,0,562.0
Case 259,Turning & Milling - Machine 10,8,0,143.0
Case 259,Turning & Milling - Machine 10,12,0,287.0
Case 259,Turning & Milling - Machine 10,2,0,31.0
Case 259,Turning & Milling - Machine 10,27,0,524.0
Case 259,Turning & Milling - Machine 10,26,0,625.0
Case 259,Turning & Milling Q.C.,0,0,60.0
Case 259,Turning & Milling - Machine 10,1,0,92.0
Case 259,Turning & Milling - Machine 10,20,0,559.0
Case 259,Turning & Milling Q.C.,185,0,1.0
Case 259,Turning & Milling Q.C.,0,1,75.0
Case 259,Turning & Milling - Machine 10,1,0,164.0
Case 259,Turning & Milling - Machine 10,16,0,257.0
Case 259,Turning & Milling - Machine 10,5,0,115.0
Case 259,Turning & Milling - Machine 10,1,0,118.0
Case 259,Turning & Milling - Machine 10,15,0,308.0
Case 259,Turning & Milling - Machine 10,15,0,1.0
Case 259,Turning & Milling - Machine 10,22,0,417.0
Case 259,Turning & Milling - Machine 10,2,0,32.0
Case 259,Turning & Milling - Machine 10,0,0,94.0
Case 259,Turning & Milling - Machine 10,1,0,226.0
Case 259,Turning & Milling - Machine 10,6,0,108.0
Case 259,Turning & Milling - Machine 6,22,0,430.0
Case 259,Turning & Milling - Machine 10,12,0,263.0
Case 259,Laser Marking - Machine 7,185,0,96.0
Case 259,Lapping - Machine 1,0,0,75.0
Case 259,Lapping - Machine 1,0,0,75.0
Case 259,Lapping - Machine 1,185,0,230.0
Case 259,Final Inspection Q.C.,185,0,151.0
Case 259,Packing,185,0,60.0
Case 259,Turning & Milling - Machine 10,3,0,325.0
Case 259,Turning & Milling - Machine 10,10,0,245.0
Case 259,Lapping - Machine 1,0,0,75.0
Case 259,Turning & Milling Q.C.,133,0,75.0
Case 259,Laser Marking - Machine 7,15,0,1.0
Case 259,Laser Marking - Machine 7,93,0,92.0
Case 259,Lapping - Machine 1,108,0,82.0
Case 259,Laser Marking - Machine 7,4,0,75.0
Case 259,Lapping - Machine 1,4,0,0.0
Case 259,Final Inspection Q.C.,112,0,75.0
Case 259,Packing,112,0,60.0
Case 26,Turning & Milling - Machine 4,0,0,40.0
Case 26,Turning & Milling - Machine 4,1,0,147.0
Case 26,Turning & Milling - Machine 4,0,0,475.0
Case 26,Turning & Milling - Machine 4,0,0,81.0
Case 26,Turning & Milling - Machine 4,12,0,296.0
Case 26,Turning & Milling Q.C.,12,1,180.0
Case 26,Laser Marking - Machine 7,12,0,75.0
Case 26,Lapping - Machine 1,12,0,203.0
Case 26,Round Grinding - Machine 12,0,0,81.0
Case 26,Round Grinding - Machine 12,0,0,152.0
Case 26,Round Grinding - Machine 12,0,0,642.0
Case 26,Round Grinding - Machine 12,12,0,298.0
Case 26,Round Grinding - Q.C.,12,0,4.0
Case 26,Lapping - Machine 1,12,0,118.0
Case 26,Round Grinding - Machine 3,1,0,82.0
Case 26,Round Grinding - Machine 3,4,0,50.0
Case 26,Round Grinding - Machine 3,7,0,139.0
Case 26,Final Inspection Q.C.,0,0,120.0
Case 26,Final Inspection Q.C.,0,0,259.0
Case 26,Final Inspection Q.C.,12,0,1.0
Case 26,Packing,12,0,60.0
Case 260,Turning & Milling - Machine 6,0,0,150.0
Case 260,Turning & Milling - Machine 6,1,0,487.0
Case 260,Turning & Milling - Machine 6,3,0,41.0
Case 260,Turning & Milling - Machine 6,6,0,65.0
Case 260,Turning & Milling - Machine 6,28,0,480.0
Case 260,Turning & Milling - Machine 6,39,0,423.0
Case 260,Turning & Milling Q.C.,0,0,313.0
Case 260,Turning & Milling - Machine 6,14,0,282.0
Case 260,Turning & Milling - Machine 6,0,0,90.0
Case 260,Turning & Milling Q.C.,0,0,57.0
Case 260,Turning & Milling Q.C.,83,0,30.0
Case 260,Turning & Milling - Machine 6,0,0,128.0
Case 260,Turning & Milling - Machine 6,1,0,324.0
Case 260,Turning & Milling - Machine 6,13,0,278.0
Case 260,Turning & Milling Q.C.,0,0,31.0
Case 260,Turning & Milling Q.C.,0,0,15.0
Case 260,Turning & Milling - Machine 6,20,0,360.0
Case 260,Turning & Milling - Machine 6,26,0,1342.0
Case 260,Turning & Milling - Machine 6,14,0,515.0
Case 260,Turning & Milling - Machine 6,18,0,241.0
Case 260,Turning & Milling - Machine 6,8,0,218.0
Case 260,Turning & Milling - Machine 6,30,0,640.0
Case 260,Turning & Milling Q.C.,0,0,211.0
Case 260,Turning & Milling - Machine 6,24,0,525.0
Case 260,Turning & Milling - Machine 6,20,0,445.0
Case 260,Turning & Milling - Machine 6,20,0,430.0
Case 260,Turning & Milling - Machine 6,7,0,141.0
Case 260,Turning & Milling Q.C.,0,9,235.0
Case 260,Turning & Milling Q.C.,172,0,1.0
Case 260,Laser Marking - Machine 7,83,0,41.0
Case 260,Turning & Milling Q.C.,0,0,106.0
Case 260,Laser Marking - Machine 7,20,0,13.0
Case 260,Flat Grinding - Machine 11,0,0,75.0
Case 260,Lapping - Machine 1,0,0,75.0
Case 260,Lapping - Machine 1,0,0,75.0
Case 260,Laser Marking - Machine 7,152,0,95.0
Case 260,Flat Grinding - Machine 11,23,0,28.0
Case 260,Flat Grinding - Machine 11,170,0,412.0
Case 260,Round Grinding - Machine 3,0,0,47.0
Case 260,Lapping - Machine 1,1,0,75.0
Case 260,Round Grinding - Machine 3,61,0,364.0
Case 260,Lapping - Machine 1,192,0,172.0
Case 260,Round Grinding - Machine 3,25,0,230.0
Case 260,Round Grinding - Machine 3,85,0,664.0
Case 260,Flat Grinding - Machine 11,62,0,148.0
Case 260,Lapping - Machine 1,62,0,179.0
Case 260,Round Grinding - Machine 3,83,0,627.0
Case 260,Round Grinding - Machine 3,0,0,6.0
Case 260,Final Inspection Q.C.,0,0,106.0
Case 260,Final Inspection Q.C.,0,0,2.0
Case 260,Final Inspection Q.C.,192,0,475.0
Case 260,Packing,192,0,60.0
Case 260,Fix - Machine 15,0,0,63.0
Case 260,Fix - Machine 15,0,0,96.0
Case 260,Packing,62,0,60.0
Case 260,Turning & Milling Q.C.,0,1,32.0
Case 260,Final Inspection Q.C.,62,0,75.0
Case 261,Turning & Milling - Machine 8,0,0,327.0
Case 261,Turning & Milling - Machine 8,30,0,278.0
Case 261,Turning & Milling Q.C.,0,0,24.0
Case 261,Turning & Milling - Machine 8,30,0,263.0
Case 261,Turning & Milling Q.C.,60,0,21.0
Case 261,Flat Grinding - Machine 11,0,0,75.0
Case 261,Laser Marking - Machine 7,60,0,38.0
Case 261,Flat Grinding - Machine 11,60,0,37.0
Case 261,Packing,60,0,60.0
Case 261,Final Inspection Q.C.,60,0,1.0
Case 262,Turning & Milling - Machine 6,2,0,310.0
Case 262,Turning & Milling - Machine 6,0,0,66.0
Case 262,Turning & Milling - Machine 6,34,0,330.0
Case 262,Turning & Milling Q.C.,0,0,74.0
Case 262,Turning & Milling Q.C.,33,3,3.0
Case 262,Laser Marking - Machine 7,33,0,50.0
Case 262,Flat Grinding - Machine 11,0,0,21.0
Case 262,Flat Grinding - Machine 11,10,0,53.0
Case 262,Flat Grinding - Machine 11,23,0,14.0
Case 262,Lapping - Machine 1,10,0,76.0
Case 262,Lapping - Machine 1,23,0,98.0
Case 262,Round Grinding - Manual,4,0,148.0
Case 262,Round Grinding - Manual,29,0,374.0
Case 262,Final Inspection Q.C.,0,2,122.0
Case 262,Packing,31,0,60.0
Case 262,Final Inspection Q.C.,31,0,1.0
Case 263,Turning & Milling - Machine 8,0,0,120.0
Case 263,Turning & Milling - Machine 8,0,0,366.0
Case 263,Turning & Milling - Machine 8,1,0,139.0
Case 263,Turning & Milling Q.C.,0,0,60.0
Case 263,Turning & Milling - Machine 8,0,0,99.0
Case 263,Turning & Milling - Machine 8,11,0,321.0
Case 263,Turning & Milling - Machine 8,1,0,18.0
Case 263,Turning & Milling - Machine 8,5,0,135.0
Case 263,Turning & Milling Q.C.,18,0,60.0
Case 263,Flat Grinding - Machine 11,18,0,41.0
Case 263,Nitration Q.C.,18,0,100.0
Case 263,Laser Marking - Machine 7,18,0,13.0
Case 263,Lapping - Machine 1,18,0,40.0
Case 263,Round Grinding - Manual,0,0,62.0
Case 263,Round Grinding - Manual,0,0,75.0
Case 263,Final Inspection Q.C.,0,0,230.0
Case 263,Final Inspection Q.C.,0,0,0.0
Case 263,Round Grinding - Manual,18,0,393.0
Case 263,Final Inspection Q.C.,0,0,279.0
Case 263,Final Inspection Q.C.,18,0,31.0
Case 263,Packing,0,0,60.0
Case 263,Packing,18,0,60.0
Case 264,Turning & Milling - Machine 6,2,0,410.0
Case 264,Turning & Milling - Machine 6,2,0,33.0
Case 264,Turning & Milling - Machine 6,4,0,130.0
Case 264,Turning & Milling - Machine 6,32,0,613.0
Case 264,Turning & Milling Q.C.,0,0,17.0
Case 264,Turning & Milling - Machine 6,28,0,472.0
Case 264,Turning & Milling - Machine 6,5,0,54.0
Case 264,Turning & Milling - Machine 6,30,0,633.0
Case 264,Turning & Milling - Machine 6,2,0,27.0
Case 264,Turning & Milling Q.C.,0,0,26.0
Case 264,Turning & Milling Q.C.,59,0,7.0
Case 264,Turning & Milling - Machine 6,16,0,255.0
Case 264,Laser Marking - Machine 7,59,0,139.0
Case 264,Turning & Milling Q.C.,0,5,19.0
Case 265,Turning - Machine 8,0,0,307.0
Case 265,Turning - Machine 8,9,0,52.0
Case 265,Turning & Milling - Machine 8,0,0,225.0
Case 265,Turning & Milling - Machine 8,0,0,40.0
Case 265,Turning & Milling - Machine 8,9,0,54.0
Case 265,Turning & Milling Q.C.,9,0,75.0
Case 265,Laser Marking - Machine 7,9,0,16.0
Case 265,Lapping - Machine 1,9,0,69.0
Case 265,Round Grinding - Manual,0,0,77.0
Case 265,Round Grinding - Manual,1,0,59.0
Case 265,Round Grinding - Manual,0,0,28.0
Case 265,Round Grinding - Manual,8,0,228.0
Case 265,Final Inspection Q.C.,0,0,303.0
Case 265,Final Inspection Q.C.,0,0,347.0
Case 265,Packing,8,0,60.0
Case 265,Final Inspection Q.C.,8,0,75.0
Case 266,Turning & Milling Q.C.,0,0,100.0
Case 266,Turning & Milling - Machine 5,0,0,114.0
Case 266,Turning & Milling - Machine 5,117,0,651.0
Case 266,Turning & Milling - Machine 5,36,0,431.0
Case 266,Turning & Milling Q.C.,0,0,130.0
Case 266,Turning & Milling - Machine 5,1,0,195.0
Case 266,Turning & Milling Q.C.,153,0,35.0
Case 266,Turning & Milling - Machine 5,0,0,59.0
Case 266,Turning & Milling - Machine 5,33,0,590.0
Case 266,Turning & Milling - Machine 5,20,0,318.0
Case 266,Turning & Milling - Machine 5,0,0,1080.0
Case 266,Turning & Milling - Machine 5,0,0,990.0
Case 266,Turning & Milling - Machine 5,36,0,419.0
Case 266,Turning & Milling - Machine 5,0,0,93.0
Case 266,Turning & Milling Q.C.,131,0,230.0
Case 266,Turning & Milling Q.C.,0,1,20.0
Case 266,Turning & Milling Q.C.,0,3,20.0
Case 266,Turning & Milling Q.C.,0,6,20.0
Case 266,Turning & Milling Q.C.,0,6,20.0
Case 266,Turning & Milling Q.C.,0,5,20.0
Case 266,Turning & Milling - Machine 5,63,0,953.0
Case 266,Laser Marking - Machine 7,131,0,123.0
Case 266,Lapping - Machine 1,24,0,294.0
Case 266,Lapping - Machine 1,29,0,195.0
Case 266,Lapping - Machine 1,8,0,75.0
Case 266,Round Grinding - Machine 2,0,0,146.0
Case 266,Round Grinding - Machine 2,24,0,440.0
Case 266,Round Grinding - Machine 2,8,0,167.0
Case 266,Lapping - Machine 1,20,0,204.0
Case 266,Lapping - Machine 1,0,0,75.0
Case 266,Final Inspection Q.C.,0,0,130.0
Case 266,Final Inspection Q.C.,0,0,100.0
Case 266,Final Inspection Q.C.,0,0,120.0
Case 266,Lapping - Machine 1,0,0,29.0
Case 266,Round Grinding - Machine 3,1,0,148.0
Case 266,Round Grinding - Machine 3,26,0,503.0
Case 266,Round Grinding - Machine 3,12,0,355.0
Case 266,Lapping - Machine 1,48,0,167.0
Case 266,Turning & Milling Q.C.,0,0,45.0
