Case ID,Activity,Similar Case Count,Avg Qty Completed by Similar,Avg Qty Rejected by Similar,Avg Duration of Concurrent Cases,Active Resources Count,Total Qty Completed by Similar,Completion Time (minutes)
Case 242,Turning & Milling - Machine 6,0,,,,0,0,439.0
Case 242,Turning & Milling - Machine 6,0,,,,0,0,91.0
Case 242,Turning & Milling - Machine 6,0,,,,0,0,222.0
Case 242,Turning & Milling - Machine 6,0,,,,0,0,390.0
Case 242,Turning & Milling - Machine 6,0,,,,0,0,49.0
Case 242,Turning & Milling Q.C.,0,,,,0,0,119.0
Case 242,Turning & Milling Q.C.,1,0.0,0.0,63.0,1,0,1.0
Case 242,Lapping - Machine 1,1,0.0,0.0,75.0,1,0,75.0
Case 242,Turning & Milling - Machine 6,0,,,,0,0,205.0
Case 242,Laser Marking - Machine 7,0,,,,0,0,16.0
Case 242,Lapping - Machine 1,0,,,,0,0,99.0
Case 242,Turning & Milling - Machine 6,0,,,,0,0,138.0
Case 242,Round Grinding - Manual,0,,,,0,0,105.0
Case 242,Round Grinding - Manual,0,,,,0,0,520.0
Case 242,Turning & Milling - Machine 6,0,,,,0,0,362.0
Case 242,Round Grinding - Machine 12,0,,,,0,0,75.0
Case 242,Turning & Milling Q.C.,1,28.0,1.0,100.0,1,28,30.0
Case 242,Round Grinding - Machine 12,0,,,,0,0,547.0
Case 242,Round Grinding - Manual,0,,,,0,0,547.0
Case 242,Laser Marking - Machine 7,0,,,,0,0,45.0
Case 242,Lapping - Machine 1,0,,,,0,0,72.0
Case 242,Final Inspection Q.C.,0,,,,0,0,120.0
Case 242,Round Grinding - Manual,0,,,,0,0,524.0
Case 242,Round Grinding - Machine 12,0,,,,0,0,500.0
Case 242,Packing,4,30.0,0.0,60.0,1,180,60.0
Case 242,Final Inspection Q.C.,1,0.0,0.0,100.0,1,0,19.0
Case 242,Final Inspection Q.C.,0,,,,0,0,120.0
Case 242,Packing,5,69.33333333333333,0.0,60.0,1,416,60.0
Case 242,Final Inspection Q.C.,0,,,,0,0,30.0
Case 243,Turning & Milling - Machine 6,0,,,,0,0,238.0
Case 243,Turning & Milling - Machine 6,0,,,,0,0,240.0
Case 243,Turning & Milling Q.C.,0,,,,0,0,138.0
Case 243,Turning & Milling - Machine 6,0,,,,0,0,338.0
Case 243,Turning & Milling Q.C.,0,,,,0,0,126.0
Case 243,Laser Marking - Machine 7,0,,,,0,0,54.0
Case 243,Lapping - Machine 1,0,,,,0,0,130.0
Case 243,Round Grinding - Machine 2,0,,,,0,0,147.0
Case 243,Round Grinding - Machine 2,0,,,,0,0,78.0
Case 243,Final Inspection Q.C.,0,,,,0,0,357.0
Case 243,Final Inspection Q.C.,0,,,,0,0,262.0
Case 243,Packing,1,4.0,0.0,60.0,1,4,60.0
Case 243,Final Inspection Q.C.,1,12.0,0.0,1.0,1,12,75.0
Case 244,Lapping - Machine 1,0,,,,0,0,34.0
Case 244,Lapping - Machine 1,0,,,,0,0,75.0
Case 244,Round Grinding - Machine 12,0,,,,0,0,98.0
Case 244,Round Grinding - Machine 12,0,,,,0,0,364.0
Case 244,Round Grinding - Machine 12,0,,,,0,0,262.0
Case 244,Final Inspection Q.C.,0,,,,0,0,100.0
Case 244,Round Grinding - Machine 12,0,,,,0,0,78.0
Case 244,Round Grinding - Machine 12,0,,,,0,0,87.0
Case 244,Final Inspection Q.C.,0,,,,0,0,210.0
Case 244,Final Inspection Q.C.,0,,,,0,0,27.0
Case 244,Packing,5,20.166666666666668,0.0,60.0,1,121,60.0
Case 245,Turning & Milling - Machine 9,0,,,,0,0,1430.0
Case 245,Turning & Milling - Machine 9,0,,,,0,0,75.0
Case 245,Turning & Milling Q.C.,0,,,,0,0,74.0
Case 245,Turning & Milling - Machine 9,0,,,,0,0,102.0
Case 245,Turning & Milling - Machine 9,0,,,,0,0,83.0
Case 245,Turning & Milling - Machine 9,0,,,,0,0,428.0
Case 245,Turning & Milling - Machine 9,0,,,,0,0,109.0
Case 245,Turning & Milling Q.C.,0,,,,0,0,60.0
Case 245,Laser Marking - Machine 7,0,,,,0,0,8.0
Case 245,Lapping - Machine 1,1,0.0,0.0,75.0,1,0,75.0
Case 245,Round Grinding - Manual,0,,,,0,0,340.0
Case 245,Lapping - Machine 1,0,,,,0,0,104.0
Case 245,Round Grinding - Manual,0,,,,0,0,120.0
Case 245,Round Grinding - Manual,0,,,,0,0,635.0
Case 245,Round Grinding - Manual,0,,,,0,0,634.0
Case 245,Final Inspection Q.C.,2,10.5,0.0,100.0,1,21,500.0
Case 245,Packing,3,37.666666666666664,0.0,60.0,1,113,60.0
Case 246,Turning & Milling - Machine 9,0,,,,0,0,420.0
Case 246,Turning & Milling - Machine 9,0,,,,0,0,460.0
Case 246,Turning & Milling - Machine 9,0,,,,0,0,75.0
Case 246,Turning & Milling Q.C.,2,34.0,0.0,310.5,1,68,100.0
Case 246,Laser Marking - Machine 7,0,,,,0,0,42.0
Case 246,Flat Grinding - Machine 11,0,,,,0,0,415.0
Case 246,Flat Grinding - Machine 11,0,,,,0,0,75.0
Case 246,Flat Grinding - Machine 11,0,,,,0,0,139.0
Case 246,Final Inspection Q.C.,0,,,,0,0,83.0
Case 246,Packing,2,31.0,0.0,60.0,1,62,60.0
Case 248,Turning & Milling - Machine 9,0,,,,0,0,318.0
Case 248,Turning & Milling - Machine 9,0,,,,0,0,111.0
Case 248,Turning & Milling - Machine 9,0,,,,0,0,344.0
Case 248,Lapping - Machine 1,1,0.0,0.0,75.0,1,0,75.0
Case 248,Turning & Milling Q.C.,1,200.0,0.0,75.0,1,200,60.0
Case 248,Laser Marking - Machine 7,0,,,,0,0,69.0
Case 248,Flat Grinding - Machine 11,0,,,,0,0,75.0
Case 248,Flat Grinding - Machine 11,0,,,,0,0,179.0
Case 248,Lapping - Machine 1,0,,,,0,0,107.0
Case 248,Round Grinding - Machine 2,0,,,,0,0,144.0
Case 248,Round Grinding - Machine 2,0,,,,0,0,23.0
Case 248,Round Grinding - Machine 2,0,,,,0,0,279.0
Case 248,Final Inspection Q.C.,0,,,,0,0,161.0
Case 248,Packing,3,10.0,0.0,60.0,1,30,60.0
Case 248,Final Inspection Q.C.,1,0.0,4.0,60.0,1,0,84.0
Case 249,Turning & Milling - Machine 8,0,,,,0,0,422.0
Case 249,Turning & Milling - Machine 8,0,,,,0,0,54.0
Case 249,Turning & Milling Q.C.,0,,,,0,0,48.0
Case 249,Turning & Milling - Machine 8,0,,,,0,0,292.0
Case 249,Turning & Milling - Machine 8,0,,,,0,0,506.0
Case 249,Turning & Milling - Machine 8,0,,,,0,0,129.0
Case 249,Turning & Milling Q.C.,1,0.0,0.0,100.0,1,0,100.0
Case 249,Flat Grinding - Machine 11,0,,,,0,0,149.0
Case 249,Lapping - Machine 1,0,,,,0,0,74.0
Case 249,Round Grinding - Manual,0,,,,0,0,44.0
Case 249,Round Grinding - Machine 2,0,,,,0,0,234.0
Case 249,Round Grinding - Machine 2,0,,,,0,0,74.0
Case 249,Round Grinding - Machine 2,0,,,,0,0,540.0
Case 249,Round Grinding - Machine 2,0,,,,0,0,111.0
Case 249,Round Grinding - Machine 2,0,,,,0,0,364.0
Case 249,Final Inspection Q.C.,1,0.0,0.0,100.0,1,0,250.0
Case 249,Laser Marking - Machine 7,0,,,,0,0,1.0
Case 249,Laser Marking - Machine 7,0,,,,0,0,51.0
Case 249,Packing,0,,,,0,0,60.0
Case 249,Final Inspection Q.C.,0,,,,0,0,35.0
Case 25,Turning & Milling - Machine 5,0,,,,0,0,233.0
Case 25,Turning & Milling - Machine 5,0,,,,0,0,194.0
Case 25,Turning & Milling - Machine 5,0,,,,0,0,287.0
Case 25,Turning & Milling - Machine 5,0,,,,0,0,517.0
Case 25,Turning & Milling - Machine 5,0,,,,0,0,101.0
Case 25,Turning & Milling - Machine 5,0,,,,0,0,145.0
Case 25,Turning & Milling Q.C.,0,,,,0,0,100.0
Case 25,Laser Marking - Machine 7,0,,,,0,0,24.0
Case 25,Lapping - Machine 1,1,1.0,0.0,75.0,1,1,75.0
Case 25,Lapping - Machine 1,0,,,,0,0,5.0
Case 25,Round Grinding - Manual,0,,,,0,0,75.0
Case 25,Round Grinding - Manual,0,,,,0,0,150.0
Case 25,Lapping - Machine 1,0,,,,0,0,55.0
Case 25,Round Grinding - Manual,0,,,,0,0,257.0
Case 25,Round Grinding - Manual,0,,,,0,0,469.0
Case 25,Round Grinding - Manual,0,,,,0,0,64.0
Case 25,Round Grinding - Manual,0,,,,0,0,240.0
Case 25,Round Grinding - Q.C.,0,,,,0,0,160.0
Case 25,Round Grinding - Q.C.,0,,,,0,0,40.0
Case 25,Round Grinding - Q.C.,0,,,,0,0,90.0
Case 25,Lapping - Machine 1,0,,,,0,0,23.0
Case 25,Round Grinding - Machine 3,0,,,,0,0,131.0
Case 25,Round Grinding - Machine 3,0,,,,0,0,70.0
Case 25,Final Inspection Q.C.,0,,,,0,0,30.0
Case 250,Milling - Machine 16,0,,,,0,0,510.0
Case 250,Milling - Machine 16,0,,,,0,0,240.0
Case 250,Final Inspection Q.C.,1,10.0,0.0,56.0,1,10,350.0
Case 250,Milling - Machine 16,0,,,,0,0,540.0
Case 250,Milling - Machine 16,0,,,,0,0,360.0
Case 250,Milling - Machine 16,0,,,,0,0,670.0
Case 250,Laser Marking - Machine 7,0,,,,0,0,75.0
Case 250,Final Inspection Q.C.,0,,,,0,0,100.0
Case 250,Final Inspection Q.C.,0,,,,0,0,100.0
Case 250,Final Inspection Q.C.,1,20.0,0.0,315.0,1,20,19.0
Case 250,Final Inspection Q.C.,1,0.0,0.0,230.0,1,0,230.0
Case 250,Final Inspection Q.C.,1,0.0,0.0,66.0,1,0,90.0
Case 250,Final Inspection Q.C.,0,,,,0,0,180.0
Case 250,Packing,1,5.0,0.0,60.0,1,5,60.0
Case 251,Turning & Milling - Machine 5,0,,,,0,0,71.0
Case 251,Turning & Milling - Machine 5,0,,,,0,0,278.0
Case 251,Turning & Milling - Machine 5,0,,,,0,0,88.0
Case 251,Turning & Milling Q.C.,1,0.0,1.0,68.0,1,0,81.0
Case 251,Laser Marking - Machine 7,0,,,,0,0,12.0
Case 251,Turning & Milling Q.C.,0,,,,0,0,80.0
Case 251,Lapping - Machine 1,0,,,,0,0,20.0
Case 251,Round Grinding - Machine 23,0,,,,0,0,107.0
Case 251,Final Inspection Q.C.,0,,,,0,0,230.0
Case 251,Final Inspection Q.C.,1,91.0,0.0,120.0,1,91,100.0
Case 251,Round Grinding - Machine 23,0,,,,0,0,114.0
Case 251,Packing,7,46.6,0.0,60.0,1,466,60.0
Case 251,Final Inspection Q.C.,0,,,,0,0,90.0
Case 251,Final Inspection Q.C.,0,,,,0,0,15.0
Case 252,Turning & Milling - Machine 6,0,,,,0,0,13.0
Case 252,Turning & Milling - Machine 6,0,,,,0,0,137.0
Case 252,Turning & Milling - Machine 6,0,,,,0,0,148.0
Case 252,Turning & Milling Q.C.,0,,,,0,0,27.0
Case 252,Turning & Milling - Machine 6,0,,,,0,0,413.0
Case 252,Turning & Milling Q.C.,0,,,,0,0,2.0
Case 252,Laser Marking - Machine 7,0,,,,0,0,20.0
Case 252,Lapping - Machine 1,0,,,,0,0,100.0
Case 252,Final Inspection Q.C.,0,,,,0,0,37.0
Case 252,Final Inspection Q.C.,1,9.0,0.0,75.0,1,9,1.0
Case 252,Packing,5,38.0,0.0,60.0,1,228,60.0
Case 253,Turning & Milling - Machine 9,0,,,,0,0,208.0
Case 253,Turning & Milling - Machine 9,0,,,,0,0,66.0
Case 253,Turning & Milling Q.C.,0,,,,0,0,59.0
Case 253,Turning & Milling - Machine 9,0,,,,0,0,156.0
Case 253,Turning & Milling Q.C.,0,,,,0,0,60.0
Case 253,Laser Marking - Machine 7,0,,,,0,0,17.0
Case 253,Lapping - Machine 1,0,,,,0,0,151.0
Case 253,Lapping - Machine 1,0,,,,0,0,75.0
Case 253,Flat Grinding - Machine 11,0,,,,0,0,0.0
Case 253,Lapping - Machine 1,0,,,,0,0,75.0
Case 253,Laser Marking - Machine 7,0,,,,0,0,75.0
Case 253,Final Inspection Q.C.,1,22.0,0.0,21.0,1,22,12.0
Case 253,Packing,2,52.5,0.0,60.0,1,105,60.0
Case 253,Packing,2,52.5,0.0,60.0,1,105,60.0
Case 254,Laser Marking - Machine 7,0,,,,0,0,120.0
Case 254,Flat Grinding - Machine 11,0,,,,0,0,120.0
Case 254,Flat Grinding - Machine 11,0,,,,0,0,79.0
Case 254,Flat Grinding - Machine 11,0,,,,0,0,86.0
Case 254,Final Inspection Q.C.,0,,,,0,0,31.0
Case 254,Packing,2,12.0,0.0,60.0,1,24,60.0
Case 254,Final Inspection Q.C.,0,,,,0,0,1.0
Case 255,Turning - Machine 8,0,,,,0,0,660.0
Case 255,Turning Q.C.,0,,,,0,0,75.0
Case 255,Laser Marking - Machine 7,0,,,,0,0,45.0
Case 255,Final Inspection Q.C.,0,,,,0,0,60.0
Case 255,Packing,2,26.666666666666668,0.0,60.0,1,80,60.0
Case 256,Turning - Machine 8,0,,,,0,0,90.0
Case 256,Turning - Machine 8,0,,,,0,0,353.0
Case 256,Turning - Machine 8,0,,,,0,0,257.0
Case 256,Turning Q.C.,0,,,,0,0,140.0
Case 256,Turning - Machine 8,0,,,,0,0,120.0
Case 256,Turning - Machine 8,0,,,,0,0,80.0
Case 256,Turning - Machine 8,0,,,,0,0,31.0
Case 256,Turning - Machine 8,0,,,,0,0,4.0
Case 256,Turning - Machine 8,0,,,,0,0,621.0
Case 256,Turning - Machine 8,0,,,,0,0,469.0
Case 256,Turning Q.C.,0,,,,0,0,110.0
Case 256,Turning & Milling - Machine 10,0,,,,0,0,435.0
Case 256,Turning & Milling Q.C.,0,,,,0,0,144.0
Case 256,Turning & Milling - Machine 10,0,,,,0,0,232.0
Case 256,Turning & Milling Q.C.,0,,,,0,0,180.0
Case 256,Turning & Milling - Machine 10,0,,,,0,0,251.0
Case 256,Turning & Milling - Machine 10,0,,,,0,0,409.0
Case 256,Turning & Milling - Machine 10,0,,,,0,0,224.0
Case 256,Turning & Milling - Machine 10,0,,,,0,0,454.0
Case 256,Turning & Milling - Machine 10,0,,,,0,0,377.0
Case 256,Turning & Milling Q.C.,0,,,,0,0,207.0
Case 256,Turning & Milling - Machine 10,0,,,,0,0,252.0
Case 256,Turning & Milling - Machine 10,0,,,,0,0,311.0
Case 256,Turning & Milling Q.C.,0,,,,0,0,50.0
Case 256,Turning & Milling - Machine 10,0,,,,0,0,372.0
Case 256,Turning & Milling Q.C.,3,2.6666666666666665,0.6666666666666666,86.66666666666667,1,8,100.0
Case 256,Turning & Milling - Machine 10,0,,,,0,0,638.0
Case 256,Lapping - Machine 1,0,,,,0,0,85.0
Case 256,Turning & Milling Q.C.,0,,,,0,0,56.0
Case 256,Turning & Milling - Machine 10,0,,,,0,0,604.0
Case 256,Round Grinding - Machine 2,0,,,,0,0,60.0
Case 256,Turning & Milling - Machine 10,0,,,,0,0,431.0
Case 256,Turning & Milling Q.C.,0,,,,0,0,67.0
Case 256,Round Grinding - Machine 3,0,,,,0,0,242.0
Case 256,Round Grinding - Machine 2,0,,,,0,0,242.0
Case 256,Round Grinding - Machine 3,0,,,,0,0,232.0
Case 256,Round Grinding - Machine 2,0,,,,0,0,341.0
Case 256,Lapping - Machine 1,0,,,,0,0,93.0
Case 256,Turning & Milling Q.C.,0,,,,0,0,60.0
Case 256,Round Grinding - Q.C.,0,,,,0,0,120.0
Case 256,Round Grinding - Machine 3,0,,,,0,0,444.0
Case 256,Lapping - Machine 1,0,,,,0,0,34.0
Case 256,Round Grinding - Machine 2,0,,,,0,0,443.0
Case 256,Round Grinding - Machine 3,0,,,,0,0,190.0
Case 256,Round Grinding - Q.C.,0,,,,0,0,540.0
Case 256,Round Grinding - Machine 3,0,,,,0,0,524.0
Case 256,Round Grinding - Machine 2,0,,,,0,0,46.0
Case 256,Round Grinding - Machine 3,0,,,,0,0,169.0
Case 256,Round Grinding - Machine 3,0,,,,0,0,283.0
Case 256,Round Grinding - Machine 3,1,0.0,0.0,90.0,1,0,227.0
Case 256,Round Grinding - Q.C.,0,,,,0,0,415.0
Case 256,Round Grinding - Q.C.,1,0.0,0.0,230.0,1,0,422.0
Case 256,Round Grinding - Q.C.,0,,,,0,0,131.0
Case 256,Round Grinding - Q.C.,0,,,,0,0,544.0
Case 256,Laser Marking - Machine 7,0,,,,0,0,91.0
Case 256,Round Grinding - Q.C.,0,,,,0,0,180.0
Case 256,Round Grinding - Q.C.,0,,,,0,0,70.0
Case 256,Laser Marking - Machine 7,0,,,,0,0,90.0
Case 256,Final Inspection Q.C.,0,,,,0,0,54.0
Case 256,Final Inspection Q.C.,0,,,,0,0,121.0
Case 256,Packing,9,58.5,0.0,60.0,1,585,60.0
Case 256,Final Inspection Q.C.,1,0.0,0.0,100.0,1,0,120.0
Case 257,Turning & Milling - Machine 5,0,,,,0,0,127.0
Case 257,Turning & Milling - Machine 5,0,,,,0,0,183.0
Case 257,Turning & Milling - Machine 5,0,,,,0,0,95.0
Case 257,Turning & Milling - Machine 5,0,,,,0,0,175.0
Case 257,Turning & Milling - Machine 5,0,,,,0,0,596.0
Case 257,Turning & Milling - Machine 5,0,,,,0,0,239.0
Case 257,Turning & Milling - Machine 5,0,,,,0,0,409.0
Case 257,Turning & Milling - Machine 5,0,,,,0,0,329.0
Case 257,Turning & Milling - Machine 5,0,,,,0,0,1255.0
Case 257,Turning & Milling - Machine 5,0,,,,0,0,540.0
Case 257,Turning & Milling - Machine 5,0,,,,0,0,424.0
Case 257,Turning & Milling - Machine 5,0,,,,0,0,75.0
Case 257,Turning & Milling - Machine 5,0,,,,0,0,363.0
Case 257,Turning & Milling Q.C.,0,,,,0,0,192.0
Case 257,Turning & Milling Q.C.,0,,,,0,0,7.0
Case 257,Laser Marking - Machine 7,0,,,,0,0,115.0
Case 257,Lapping - Machine 1,0,,,,0,0,290.0
Case 257,Lapping - Machine 1,0,,,,0,0,208.0
Case 257,Round Grinding - Machine 2,0,,,,0,0,176.0
Case 257,Round Grinding - Machine 2,0,,,,0,0,463.0
Case 257,Round Grinding - Machine 2,0,,,,0,0,548.0
Case 257,Lapping - Machine 1,0,,,,0,0,254.0
Case 257,Lapping - Machine 1,0,,,,0,0,109.0
Case 257,Round Grinding - Machine 2,0,,,,0,0,650.0
Case 257,Round Grinding - Machine 2,0,,,,0,0,184.0
Case 257,Round Grinding - Machine 2,0,,,,0,0,28.0
Case 257,Round Grinding - Machine 2,0,,,,0,0,284.0
Case 257,Round Grinding - Machine 2,0,,,,0,0,24.0
Case 257,Round Grinding - Machine 2,0,,,,0,0,338.0
Case 257,Round Grinding - Machine 2,0,,,,0,0,398.0
Case 257,Round Grinding - Machine 2,0,,,,0,0,38.0
Case 257,Round Grinding - Machine 2,0,,,,0,0,28.0
Case 257,Final Inspection Q.C.,1,0.0,0.0,75.0,1,0,66.0
Case 257,Final Inspection Q.C.,1,18.0,0.0,20.0,1,18,173.0
Case 257,Final Inspection Q.C.,2,12.5,0.5,300.0,1,25,100.0
Case 257,Final Inspection Q.C.,1,49.0,0.0,298.0,1,49,100.0
Case 257,Final Inspection Q.C.,0,,,,0,0,130.0
Case 257,Final Inspection Q.C.,0,,,,0,0,235.0
Case 257,Packing,3,25.333333333333332,0.0,60.0,1,76,60.0
Case 257,Final Inspection Q.C.,1,131.0,0.0,433.0,1,131,100.0
Case 257,Packing,9,62.4,0.0,60.0,1,624,60.0
Case 257,Final Inspection Q.C.,0,,,,0,0,105.0
Case 257,Final Inspection Q.C.,0,,,,0,0,62.0
Case 257,Final Inspection Q.C.,0,,,,0,0,140.0
Case 257,Final Inspection Q.C.,0,,,,0,0,55.0
Case 257,Final Inspection Q.C.,0,,,,0,0,50.0
Case 257,Packing,10,81.6,0.0,60.0,1,816,60.0
Case 257,Final Inspection Q.C.,0,,,,0,0,10.0
Case 257,Grinding Rework - Machine 27,0,,,,0,0,213.0
Case 257,Grinding Rework - Machine 27,0,,,,0,0,65.0
Case 257,Lapping - Machine 1,0,,,,0,0,345.0
Case 257,Round Grinding - Machine 2,0,,,,0,0,160.0
Case 257,Round Grinding - Machine 2,0,,,,0,0,282.0
Case 257,Round Grinding - Machine 2,0,,,,0,0,21.0
Case 257,Packing,4,45.0,0.0,60.0,1,180,60.0
Case 257,Final Inspection Q.C.,0,,,,0,0,60.0
Case 257,Grinding Rework - Machine 27,0,,,,0,0,215.0
Case 257,Final Inspection Q.C.,0,,,,0,0,230.0
Case 257,Final Inspection Q.C.,1,0.0,0.0,198.0,1,0,30.0
Case 257,Final Inspection Q.C.,0,,,,0,0,15.0
Case 257,Final Inspection Q.C.,1,5.0,0.0,75.0,1,5,15.0
Case 257,Final Inspection Q.C.,0,,,,0,0,15.0
Case 257,Packing,5,27.0,0.0,60.0,1,162,60.0
Case 257,Final Inspection Q.C.,0,,,,0,0,50.0
Case 257,Grinding Rework - Machine 27,0,,,,0,0,160.0
Case 257,Grinding Rework - Machine 27,0,,,,0,0,17.0
Case 257,Lapping - Machine 1,0,,,,0,0,148.0
Case 257,Final Inspection Q.C.,0,,,,0,0,75.0
Case 257,Packing,11,58.09090909090909,0.0,60.0,1,639,60.0
Case 257,Final Inspection Q.C.,1,140.0,0.0,187.0,1,140,20.0
Case 257,Final Inspection Q.C.,0,,,,0,0,28.0
Case 258,Turning & Milling - Machine 6,0,,,,0,0,224.0
Case 258,Turning & Milling - Machine 6,1,0.0,0.0,75.0,1,0,109.0
Case 258,Turning & Milling - Machine 6,0,,,,0,0,107.0
Case 258,Turning & Milling - Machine 6,0,,,,0,0,26.0
Case 258,Turning & Milling - Machine 6,0,,,,0,0,270.0
Case 258,Turning & Milling - Machine 6,0,,,,0,0,47.0
Case 258,Turning & Milling - Machine 6,0,,,,0,0,619.0
Case 258,Turning & Milling Q.C.,1,12.0,0.0,71.0,1,12,162.0
Case 258,Turning & Milling Q.C.,0,,,,0,0,34.0
Case 258,Laser Marking - Machine 7,0,,,,0,0,41.0
Case 258,Lapping - Machine 1,0,,,,0,0,290.0
Case 258,Turning & Milling Q.C.,0,,,,0,0,15.0
Case 258,Final Inspection Q.C.,0,,,,0,0,309.0
Case 258,Final Inspection Q.C.,1,0.0,0.0,126.0,1,0,75.0
Case 258,Final Inspection Q.C.,0,,,,0,0,75.0
Case 258,Packing,2,10.5,0.0,60.0,1,21,60.0
Case 259,Turning & Milling - Machine 10,0,,,,0,0,240.0
Case 259,Turning & Milling - Machine 10,0,,,,0,0,55.0
Case 259,Turning & Milling - Machine 10,0,,,,0,0,430.0
Case 259,Turning & Milling - Machine 10,0,,,,0,0,407.0
Case 259,Turning & Milling - Machine 10,0,,,,0,0,80.0
Case 259,Turning & Milling - Machine 10,0,,,,0,0,102.0
Case 259,Turning & Milling - Machine 10,0,,,,0,0,16.0
Case 259,Turning & Milling - Machine 10,1,0.0,0.0,202.0,1,0,621.0
Case 259,Turning & Milling - Machine 10,0,,,,0,0,122.0
Case 259,Turning & Milling - Machine 10,0,,,,0,0,562.0
Case 259,Turning & Milling - Machine 10,0,,,,0,0,143.0
Case 259,Turning & Milling - Machine 10,0,,,,0,0,287.0
Case 259,Turning & Milling - Machine 10,0,,,,0,0,31.0
Case 259,Turning & Milling - Machine 10,0,,,,0,0,524.0
Case 259,Turning & Milling - Machine 10,0,,,,0,0,625.0
Case 259,Turning & Milling Q.C.,0,,,,0,0,60.0
Case 259,Turning & Milling - Machine 10,0,,,,0,0,92.0
Case 259,Turning & Milling - Machine 10,0,,,,0,0,559.0
Case 259,Turning & Milling Q.C.,0,,,,0,0,1.0
Case 259,Turning & Milling Q.C.,0,,,,0,0,75.0
Case 259,Turning & Milling - Machine 10,0,,,,0,0,164.0
Case 259,Turning & Milling - Machine 10,0,,,,0,0,257.0
Case 259,Turning & Milling - Machine 10,0,,,,0,0,115.0
Case 259,Turning & Milling - Machine 10,0,,,,0,0,118.0
Case 259,Turning & Milling - Machine 10,0,,,,0,0,308.0
Case 259,Turning & Milling - Machine 10,0,,,,0,0,1.0
Case 259,Turning & Milling - Machine 10,0,,,,0,0,417.0
Case 259,Turning & Milling - Machine 10,0,,,,0,0,32.0
Case 259,Turning & Milling - Machine 10,0,,,,0,0,94.0
Case 259,Turning & Milling - Machine 10,0,,,,0,0,226.0
Case 259,Turning & Milling - Machine 10,0,,,,0,0,108.0
Case 259,Turning & Milling - Machine 6,0,,,,0,0,430.0
Case 259,Turning & Milling - Machine 10,0,,,,0,0,263.0
Case 259,Laser Marking - Machine 7,0,,,,0,0,96.0
Case 259,Lapping - Machine 1,0,,,,0,0,75.0
Case 259,Lapping - Machine 1,0,,,,0,0,75.0
Case 259,Lapping - Machine 1,0,,,,0,0,230.0
Case 259,Final Inspection Q.C.,2,22.0,0.0,73.5,1,44,151.0
Case 259,Packing,9,49.1,0.0,60.0,1,491,60.0
Case 259,Turning & Milling - Machine 10,0,,,,0,0,325.0
Case 259,Turning & Milling - Machine 10,0,,,,0,0,245.0
Case 259,Lapping - Machine 1,3,0.0,0.0,75.0,1,0,75.0
Case 259,Turning & Milling Q.C.,0,,,,0,0,75.0
Case 259,Laser Marking - Machine 7,0,,,,0,0,1.0
Case 259,Laser Marking - Machine 7,0,,,,0,0,92.0
Case 259,Lapping - Machine 1,0,,,,0,0,82.0
Case 259,Laser Marking - Machine 7,0,,,,0,0,75.0
Case 259,Lapping - Machine 1,0,,,,0,0,0.0
Case 259,Final Inspection Q.C.,0,,,,0,0,75.0
Case 259,Packing,7,70.22222222222223,0.0,60.0,1,632,60.0
Case 26,Turning & Milling - Machine 4,0,,,,0,0,40.0
Case 26,Turning & Milling - Machine 4,0,,,,0,0,147.0
Case 26,Turning & Milling - Machine 4,0,,,,0,0,475.0
Case 26,Turning & Milling - Machine 4,0,,,,0,0,81.0
Case 26,Turning & Milling - Machine 4,0,,,,0,0,296.0
Case 26,Turning & Milling Q.C.,0,,,,0,0,180.0
Case 26,Laser Marking - Machine 7,0,,,,0,0,75.0
Case 26,Lapping - Machine 1,0,,,,0,0,203.0
Case 26,Round Grinding - Machine 12,0,,,,0,0,81.0
Case 26,Round Grinding - Machine 12,0,,,,0,0,152.0
Case 26,Round Grinding - Machine 12,0,,,,0,0,642.0
Case 26,Round Grinding - Machine 12,0,,,,0,0,298.0
Case 26,Round Grinding - Q.C.,0,,,,0,0,4.0
Case 26,Lapping - Machine 1,0,,,,0,0,118.0
Case 26,Round Grinding - Machine 3,0,,,,0,0,82.0
Case 26,Round Grinding - Machine 3,0,,,,0,0,50.0
Case 26,Round Grinding - Machine 3,0,,,,0,0,139.0
Case 26,Final Inspection Q.C.,0,,,,0,0,120.0
Case 26,Final Inspection Q.C.,0,,,,0,0,259.0
Case 26,Final Inspection Q.C.,0,,,,0,0,1.0
Case 26,Packing,10,80.5,0.0,60.0,1,805,60.0
Case 260,Turning & Milling - Machine 6,0,,,,0,0,150.0
Case 260,Turning & Milling - Machine 6,0,,,,0,0,487.0
Case 260,Turning & Milling - Machine 6,0,,,,0,0,41.0
Case 260,Turning & Milling - Machine 6,0,,,,0,0,65.0
Case 260,Turning & Milling - Machine 6,0,,,,0,0,480.0
Case 260,Turning & Milling - Machine 6,0,,,,0,0,423.0
Case 260,Turning & Milling Q.C.,1,0.0,0.0,100.0,1,0,313.0
Case 260,Turning & Milling - Machine 6,0,,,,0,0,282.0
Case 260,Turning & Milling - Machine 6,0,,,,0,0,90.0
Case 260,Turning & Milling Q.C.,0,,,,0,0,57.0
Case 260,Turning & Milling Q.C.,0,,,,0,0,30.0
Case 260,Turning & Milling - Machine 6,0,,,,0,0,128.0
Case 260,Turning & Milling - Machine 6,0,,,,0,0,324.0
Case 260,Turning & Milling - Machine 6,0,,,,0,0,278.0
