Case ID,Activity,Last Qty Completed,Last Qty Rejected,Completion Time (minutes),Similar Case Count,Avg Qty Completed by Similar,Avg Qty Rejected by Similar,Avg Duration of Concurrent Cases,Active Resources Count,Total Qty Completed by Similar,Completion Time (minutes)_KDE,Concurrent Case Count,Avg Qty Completed by Others,Avg Qty Rejected by Others,Avg Duration of Concurrent Cases_DDE,Active Resources Count_DDE,Total Qty Completed by Others,Completion Time (minutes)_DDE
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,23.5,0.0,67.5,2,47,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,23.5,0.0,67.5,2,47,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,45.0,0.0,75.0,1,45,73.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,3,61.333333333333336,0.0,75.0,2,184,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,5,31.333333333333332,0.8333333333333334,72.5,2,188,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,1.0,0.0,428.0,1,1,23.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,5,67.83333333333333,1.3333333333333333,70.0,3,407,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,8,68.11111111111111,1.4444444444444444,63.333333333333336,3,613,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,13,58.357142857142854,0.0,63.214285714285715,3,817,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,13,58.357142857142854,0.0,63.214285714285715,3,817,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,0.0,0.0,40.0,1,0,207.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,22.0,0.0,119.0,1,22,1.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,23.5,0.0,67.5,2,47,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,23.5,0.0,67.5,2,47,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,45.0,0.0,75.0,1,45,73.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,3,61.333333333333336,0.0,75.0,2,184,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,5,31.333333333333332,0.8333333333333334,72.5,2,188,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,1.0,0.0,428.0,1,1,23.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,5,67.83333333333333,1.3333333333333333,70.0,3,407,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,8,68.11111111111111,1.4444444444444444,63.333333333333336,3,613,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,13,58.357142857142854,0.0,63.214285714285715,3,817,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,13,58.357142857142854,0.0,63.214285714285715,3,817,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,0.0,0.0,40.0,1,0,207.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,22.0,0.0,119.0,1,22,1.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,23.5,0.0,67.5,2,47,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,23.5,0.0,67.5,2,47,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,45.0,0.0,75.0,1,45,73.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,3,61.333333333333336,0.0,75.0,2,184,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,5,31.333333333333332,0.8333333333333334,72.5,2,188,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,1.0,0.0,428.0,1,1,23.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,5,67.83333333333333,1.3333333333333333,70.0,3,407,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,8,68.11111111111111,1.4444444444444444,63.333333333333336,3,613,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,13,58.357142857142854,0.0,63.214285714285715,3,817,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,13,58.357142857142854,0.0,63.214285714285715,3,817,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,0.0,0.0,40.0,1,0,207.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,22.0,0.0,119.0,1,22,1.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,23.5,0.0,67.5,2,47,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,23.5,0.0,67.5,2,47,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,45.0,0.0,75.0,1,45,73.0
Case 199,Lapping - Machine 1,0,0,75.0,1,45.0,0.0,75.0,1,45,73.0,3,61.333333333333336,0.0,75.0,2,184,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,45.0,0.0,75.0,1,45,73.0,5,31.333333333333332,0.8333333333333334,72.5,2,188,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,45.0,0.0,75.0,1,45,73.0,1,1.0,0.0,428.0,1,1,23.0
Case 199,Lapping - Machine 1,0,0,75.0,1,45.0,0.0,75.0,1,45,73.0,5,67.83333333333333,1.3333333333333333,70.0,3,407,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,45.0,0.0,75.0,1,45,73.0,8,68.11111111111111,1.4444444444444444,63.333333333333336,3,613,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,45.0,0.0,75.0,1,45,73.0,13,58.357142857142854,0.0,63.214285714285715,3,817,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,45.0,0.0,75.0,1,45,73.0,13,58.357142857142854,0.0,63.214285714285715,3,817,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,45.0,0.0,75.0,1,45,73.0,1,0.0,0.0,40.0,1,0,207.0
Case 199,Lapping - Machine 1,0,0,75.0,1,45.0,0.0,75.0,1,45,73.0,1,22.0,0.0,119.0,1,22,1.0
Case 199,Lapping - Machine 1,0,0,75.0,1,45.0,0.0,75.0,1,45,73.0,1,23.5,0.0,67.5,2,47,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,45.0,0.0,75.0,1,45,73.0,1,23.5,0.0,67.5,2,47,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,45.0,0.0,75.0,1,45,73.0,1,45.0,0.0,75.0,1,45,73.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,3,61.333333333333336,0.0,75.0,2,184,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,5,31.333333333333332,0.8333333333333334,72.5,2,188,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,1.0,0.0,428.0,1,1,23.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,5,67.83333333333333,1.3333333333333333,70.0,3,407,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,8,68.11111111111111,1.4444444444444444,63.333333333333336,3,613,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,13,58.357142857142854,0.0,63.214285714285715,3,817,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,13,58.357142857142854,0.0,63.214285714285715,3,817,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,0.0,0.0,40.0,1,0,207.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,22.0,0.0,119.0,1,22,1.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,23.5,0.0,67.5,2,47,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,23.5,0.0,67.5,2,47,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,45.0,0.0,75.0,1,45,73.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,3,61.333333333333336,0.0,75.0,2,184,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,5,31.333333333333332,0.8333333333333334,72.5,2,188,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,1.0,0.0,428.0,1,1,23.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,5,67.83333333333333,1.3333333333333333,70.0,3,407,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,8,68.11111111111111,1.4444444444444444,63.333333333333336,3,613,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,13,58.357142857142854,0.0,63.214285714285715,3,817,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,13,58.357142857142854,0.0,63.214285714285715,3,817,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,0.0,0.0,40.0,1,0,207.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,22.0,0.0,119.0,1,22,1.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,23.5,0.0,67.5,2,47,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,23.5,0.0,67.5,2,47,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,45.0,0.0,75.0,1,45,73.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,3,61.333333333333336,0.0,75.0,2,184,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,5,31.333333333333332,0.8333333333333334,72.5,2,188,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,1.0,0.0,428.0,1,1,23.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,5,67.83333333333333,1.3333333333333333,70.0,3,407,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,8,68.11111111111111,1.4444444444444444,63.333333333333336,3,613,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,13,58.357142857142854,0.0,63.214285714285715,3,817,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,13,58.357142857142854,0.0,63.214285714285715,3,817,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,0.0,0.0,40.0,1,0,207.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,22.0,0.0,119.0,1,22,1.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,23.5,0.0,67.5,2,47,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,23.5,0.0,67.5,2,47,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,45.0,0.0,75.0,1,45,73.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,3,61.333333333333336,0.0,75.0,2,184,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,5,31.333333333333332,0.8333333333333334,72.5,2,188,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,1.0,0.0,428.0,1,1,23.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,5,67.83333333333333,1.3333333333333333,70.0,3,407,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,8,68.11111111111111,1.4444444444444444,63.333333333333336,3,613,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,13,58.357142857142854,0.0,63.214285714285715,3,817,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,13,58.357142857142854,0.0,63.214285714285715,3,817,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,0.0,0.0,40.0,1,0,207.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,22.0,0.0,119.0,1,22,1.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,23.5,0.0,67.5,2,47,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,23.5,0.0,67.5,2,47,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,45.0,0.0,75.0,1,45,73.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,3,61.333333333333336,0.0,75.0,2,184,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,5,31.333333333333332,0.8333333333333334,72.5,2,188,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,1.0,0.0,428.0,1,1,23.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,5,67.83333333333333,1.3333333333333333,70.0,3,407,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,8,68.11111111111111,1.4444444444444444,63.333333333333336,3,613,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,13,58.357142857142854,0.0,63.214285714285715,3,817,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,13,58.357142857142854,0.0,63.214285714285715,3,817,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,0.0,0.0,40.0,1,0,207.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,22.0,0.0,119.0,1,22,1.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,23.5,0.0,67.5,2,47,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,23.5,0.0,67.5,2,47,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,45.0,0.0,75.0,1,45,73.0
Case 199,Lapping - Machine 1,0,0,75.0,1,45.0,0.0,75.0,1,45,73.0,3,61.333333333333336,0.0,75.0,2,184,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,45.0,0.0,75.0,1,45,73.0,5,31.333333333333332,0.8333333333333334,72.5,2,188,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,45.0,0.0,75.0,1,45,73.0,1,1.0,0.0,428.0,1,1,23.0
Case 199,Lapping - Machine 1,0,0,75.0,1,45.0,0.0,75.0,1,45,73.0,5,67.83333333333333,1.3333333333333333,70.0,3,407,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,45.0,0.0,75.0,1,45,73.0,8,68.11111111111111,1.4444444444444444,63.333333333333336,3,613,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,45.0,0.0,75.0,1,45,73.0,13,58.357142857142854,0.0,63.214285714285715,3,817,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,45.0,0.0,75.0,1,45,73.0,13,58.357142857142854,0.0,63.214285714285715,3,817,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,45.0,0.0,75.0,1,45,73.0,1,0.0,0.0,40.0,1,0,207.0
Case 199,Lapping - Machine 1,0,0,75.0,1,45.0,0.0,75.0,1,45,73.0,1,22.0,0.0,119.0,1,22,1.0
Case 199,Lapping - Machine 1,0,0,75.0,1,45.0,0.0,75.0,1,45,73.0,1,23.5,0.0,67.5,2,47,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,45.0,0.0,75.0,1,45,73.0,1,23.5,0.0,67.5,2,47,75.0
Case 199,Lapping - Machine 1,0,0,75.0,1,45.0,0.0,75.0,1,45,73.0,1,45.0,0.0,75.0,1,45,73.0
Case 199,Round Grinding - Machine 3,8,0,307.0,1,2.0,0.0,30.0,1,2,121.0,6,58.42857142857143,1.1428571428571428,64.28571428571429,4,409,121.0
Case 199,Round Grinding - Machine 3,8,0,307.0,1,2.0,0.0,30.0,1,2,121.0,2,8.5,0.0,243.0,2,17,307.0
Case 199,Round Grinding - Machine 3,8,0,307.0,1,2.0,0.0,30.0,1,2,121.0,1,29.0,0.0,38.0,1,29,78.0
Case 199,Round Grinding - Machine 3,8,0,307.0,1,2.0,0.0,30.0,1,2,121.0,1,10.0,0.0,450.0,1,10,9.0
Case 199,Round Grinding - Machine 3,8,0,307.0,1,2.0,0.0,30.0,1,2,121.0,1,16.0,0.0,582.0,1,16,584.0
Case 199,Round Grinding - Machine 3,8,0,307.0,1,2.0,0.0,30.0,1,2,121.0,1,22.0,0.0,514.0,1,22,514.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,3,61.333333333333336,0.0,75.0,2,184,75.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,5,31.333333333333332,0.8333333333333334,72.5,2,188,75.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,1,1.0,0.0,428.0,1,1,23.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,5,67.83333333333333,1.3333333333333333,70.0,3,407,75.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,8,68.11111111111111,1.4444444444444444,63.333333333333336,3,613,75.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,13,58.357142857142854,0.0,63.214285714285715,3,817,75.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,13,58.357142857142854,0.0,63.214285714285715,3,817,75.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,1,0.0,0.0,40.0,1,0,207.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,1,22.0,0.0,119.0,1,22,1.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,1,23.5,0.0,67.5,2,47,75.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,1,23.5,0.0,67.5,2,47,75.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,1,45.0,0.0,75.0,1,45,73.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,3,61.333333333333336,0.0,75.0,2,184,75.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,5,31.333333333333332,0.8333333333333334,72.5,2,188,75.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,1,1.0,0.0,428.0,1,1,23.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,5,67.83333333333333,1.3333333333333333,70.0,3,407,75.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,8,68.11111111111111,1.4444444444444444,63.333333333333336,3,613,75.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,13,58.357142857142854,0.0,63.214285714285715,3,817,75.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,13,58.357142857142854,0.0,63.214285714285715,3,817,75.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,1,0.0,0.0,40.0,1,0,207.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,1,22.0,0.0,119.0,1,22,1.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,1,23.5,0.0,67.5,2,47,75.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,1,23.5,0.0,67.5,2,47,75.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,1,45.0,0.0,75.0,1,45,73.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,3,61.333333333333336,0.0,75.0,2,184,75.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,5,31.333333333333332,0.8333333333333334,72.5,2,188,75.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,1,1.0,0.0,428.0,1,1,23.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,5,67.83333333333333,1.3333333333333333,70.0,3,407,75.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,8,68.11111111111111,1.4444444444444444,63.333333333333336,3,613,75.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,13,58.357142857142854,0.0,63.214285714285715,3,817,75.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,13,58.357142857142854,0.0,63.214285714285715,3,817,75.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,1,0.0,0.0,40.0,1,0,207.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,1,22.0,0.0,119.0,1,22,1.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,1,23.5,0.0,67.5,2,47,75.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,1,23.5,0.0,67.5,2,47,75.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,1,45.0,0.0,75.0,1,45,73.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,3,61.333333333333336,0.0,75.0,2,184,75.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,5,31.333333333333332,0.8333333333333334,72.5,2,188,75.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,1,1.0,0.0,428.0,1,1,23.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,5,67.83333333333333,1.3333333333333333,70.0,3,407,75.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,8,68.11111111111111,1.4444444444444444,63.333333333333336,3,613,75.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,13,58.357142857142854,0.0,63.214285714285715,3,817,75.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,13,58.357142857142854,0.0,63.214285714285715,3,817,75.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,1,0.0,0.0,40.0,1,0,207.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,1,22.0,0.0,119.0,1,22,1.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,1,23.5,0.0,67.5,2,47,75.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,1,23.5,0.0,67.5,2,47,75.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,1,45.0,0.0,75.0,1,45,73.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,3,61.333333333333336,0.0,75.0,2,184,75.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,5,31.333333333333332,0.8333333333333334,72.5,2,188,75.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,1,1.0,0.0,428.0,1,1,23.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,5,67.83333333333333,1.3333333333333333,70.0,3,407,75.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,8,68.11111111111111,1.4444444444444444,63.333333333333336,3,613,75.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,13,58.357142857142854,0.0,63.214285714285715,3,817,75.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,13,58.357142857142854,0.0,63.214285714285715,3,817,75.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,1,0.0,0.0,40.0,1,0,207.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,1,22.0,0.0,119.0,1,22,1.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,1,23.5,0.0,67.5,2,47,75.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,1,23.5,0.0,67.5,2,47,75.0
Case 199,Lapping - Machine 1,0,0,207.0,1,0.0,0.0,75.0,1,0,75.0,1,45.0,0.0,75.0,1,45,73.0
Case 199,Lapping - Machine 1,0,0,207.0,1,45.0,0.0,75.0,1,45,73.0,3,61.333333333333336,0.0,75.0,2,184,75.0
